#p 4.0E-6
#d 4

#6 -0.080 0.020
#100 -0.099 0.060
#199 -0.096 0.072
#248 -0.051 0.060
#299 -0.096 0.048
348 -0.51 0.12
375 -4.49 0.095
398 -23.3 3.9
425 -104.8 2.4
#452 -650 73
#474 -1656 127
