#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 0.5
#V 110
#
#Time	Temp	Current
# s	K	pA	
0.000000	2.766000	0.172272
1.000054	2.766000	0.076821
1.999680	2.766000	0.228203
3.000053	2.766000	0.332568
4.000393	2.766000	0.431461
5.000272	2.809000	0.274813
6.000772	2.809000	0.172069
7.000927	2.760000	0.263261
8.001223	2.760000	0.410790
9.002234	2.760000	0.488000
10.003450	2.780000	0.361344
11.002714	2.780000	0.121610
12.002584	2.801000	0.298117
13.002875	2.801000	0.273394
14.002674	2.801000	0.500564
15.003100	2.756000	0.418288
16.003840	2.756000	0.002239
17.003707	2.793000	0.245834
18.005296	2.793000	0.542107
19.006232	2.790000	0.549402
20.006372	2.790000	0.256574
21.006424	2.790000	0.226379
22.005745	2.754000	0.462669
23.006221	2.754000	0.297915
24.006405	2.804000	0.322840
25.006496	2.804000	0.489013
26.007140	2.804000	0.283932
27.007182	2.779000	0.324056
28.006541	2.779000	0.374516
29.007154	2.755000	0.471382
30.008304	2.755000	0.392957
31.009315	2.809000	0.350603
32.010307	2.809000	0.306426
33.009583	2.809000	0.428826
34.009643	2.769000	0.633502
35.010658	2.769000	0.425381
36.012422	2.762000	0.155047
37.013410	2.762000	0.330136
38.012569	2.762000	0.236512
39.012766	2.810000	0.610805
40.012605	2.810000	0.379582
41.013804	2.763000	0.193955
42.013768	2.763000	0.309871
43.013790	2.774000	0.376340
44.014813	2.774000	0.486784
45.015377	2.774000	0.280081
46.014618	2.804000	0.445443
47.015073	2.804000	0.412209
48.014537	2.757000	0.248873
49.014568	2.757000	0.318585
50.016115	2.757000	0.394376
51.016866	2.789000	0.355467
52.017653	2.789000	0.318585
53.017731	2.795000	0.142482
54.018169	2.795000	0.512723
55.017845	2.755000	0.444430
56.019053	2.755000	0.317369
57.018723	2.755000	0.193955
58.018526	2.801000	0.272989
59.018492	2.801000	0.546363
60.018604	2.783000	0.428826
61.018858	2.783000	0.229216
62.018600	2.783000	0.308452
63.018602	2.755000	0.296293
64.019276	2.755000	0.469964
65.018602	2.808000	0.357291
66.018677	2.808000	0.297712
67.018681	2.772000	0.428421
68.019022	2.772000	0.279473
69.018724	2.772000	0.242794
70.020049	2.760000	0.291227
