#p 1E-6
#d 3
# hv [V] i1 i2 i3 ... [uA]
998 1217.5 1123.0 1178.3 1152.6 0884.8 0953.3 2141 2439 2652 1709.2 1656.1 
1201 5912 5875 5981 6393 6544 6115 6530 5792 5720 5756
1300 7552 7447 8231 8623 8904 9119 9604 9296 9126 8673
1401 12199 12444 13364 13317 12149 12534 11219 11033 12465
1503 16863 16534 16175 15193 15590 16567 14770 15447 15716 16306
1595 21200 24310 21550 24160 24340 23780 21080 20770 20610
1704 28240 28860 25580 27170 27980 29090 28650 29290 28380 27950

