#p 3E-6
#d 5
#m k6487
2000 -8.209E6 442E3
1900 -5.105E6 209E3
1800 -2.733E6 337E3
1699 -1.745E6 201E3
1600 -672E3 67E3
1502 -358E3 29E3
#1399 -299E3 45E3
