#lab INRiM MiCb 30mK
#hv keithley6487
#s CNTArO2Etching_N1new
#t 
#d 0.5
#V 70
#
#Time	Temp	Current
# s	K	pA	
0.000000	3.370104	20655.490000
5.000318	3.373425	20425.710000
10.001127	3.368956	20365.420000
15.000614	3.370784	20352.490000
20.001119	3.371480	20335.350000
25.000516	3.369814	20391.300000
30.000360	3.371307	20254.250000
35.000440	3.369836	20380.780000
40.001033	3.371059	20314.350000
45.000837	3.369619	20411.980000
50.001790	3.369751	20386.760000
55.002711	3.367643	20339.480000
60.002654	3.369655	20349.840000
65.003199	3.367947	20309.030000
70.004225	3.368722	20359.550000
75.003674	3.368512	20329.850000
80.003867	3.370282	20394.350000
85.003806	3.366337	20345.340000
90.003543	3.366931	20362.170000
95.005272	3.369272	20304.010000
100.004542	3.368556	20338.530000
105.004518	3.365820	20382.150000
110.006077	3.366820	20285.020000
115.005934	3.368282	20394.070000
120.005708	3.364035	20302.690000
125.006019	3.366230	20301.850000
130.005604	3.367299	20269.040000
135.005505	3.366664	20265.370000
140.005930	3.366319	20262.130000
145.005882	3.366626	20241.990000
150.005834	3.367480	20189.910000
155.006144	3.363227	20265.200000
160.005442	3.363454	20227.760000
165.006196	3.364678	20270.770000
170.007098	3.363855	20254.620000
175.006808	3.360147	20217.130000
180.006621	3.364039	20270.290000
185.006526	3.361018	20267.340000
190.007029	3.363570	20285.430000
195.007904	3.363928	20260.590000
200.007765	3.361037	20346.730000
205.007427	3.361783	20334.810000
210.007431	3.360760	20185.490000
215.007355	3.362382	20271.460000
220.007393	3.360945	20212.120000
225.009245	3.359732	20375.070000
230.008760	3.361015	20210.530000
235.010330	3.360760	20220.710000
240.009567	3.358655	20313.480000
245.010633	3.359540	20281.840000
250.010561	3.358804	20345.000000
255.011214	3.358846	20273.400000
260.010390	3.360541	20236.380000
265.010550	3.358977	20334.460000
270.011099	3.355864	20293.160000
275.011145	3.358596	20328.890000
280.010558	3.357428	20236.250000
285.011065	3.355013	20402.070000
290.011161	3.357552	20179.480000
295.010377	3.358097	20285.980000
300.011789	3.357198	20339.740000
305.011981	3.357071	20352.590000
310.012991	3.357453	20383.720000
315.012589	3.354021	20314.760000
320.013575	3.355026	20366.730000
325.014845	3.356631	20216.370000
330.014556	3.354651	20274.330000
335.014371	3.351393	20236.150000
340.014810	3.353190	20330.910000
345.014528	3.354033	20219.230000
350.014970	3.353472	20327.220000
355.014686	3.350917	20291.260000
360.014921	3.352563	20233.480000
365.015225	3.352998	20281.440000
370.014558	3.353119	20275.620000
