#lab INRiM MICa
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7 
#d 1.0
#N 20
#dbm 5
#
#Voltage	Temperature	Current	SD
#V	K	pA	pA
159.400000	2.843000	0.002527	1.795757
159.200000	2.802000	0.032935	1.997556
159.000000	2.801000	-0.099201	1.691308
158.800000	2.853000	0.117863	1.904080
158.600000	2.833000	-0.141088	2.037522
158.400000	2.799000	0.150069	1.879774
158.200000	2.806000	0.027023	2.180347
158.000000	2.836000	0.100963	2.115612
157.800000	2.824000	0.109816	2.065268
157.600000	2.798000	0.161358	2.151180
157.400000	2.810000	0.169827	1.822489
157.200000	2.843000	0.245063	2.079316
157.000000	2.850000	0.245115	2.015113
156.800000	2.812000	0.420837	1.852128
156.600000	2.816000	0.159054	1.620205
156.400000	2.849000	0.357096	1.839161
156.200000	2.844000	0.294254	1.902758
156.000000	2.803000	0.107812	1.926059
155.800000	2.800000	0.309081	2.009696
155.600000	2.852000	0.103698	2.103947
155.400000	2.837000	0.220786	2.091601
155.200000	2.799000	0.010128	1.980024
155.000000	2.802000	0.148773	1.895518
154.800000	2.830000	-0.114622	1.907482
154.600000	2.853000	0.140010	1.780517
154.400000	2.797000	0.032529	2.085010
154.200000	2.805000	0.151764	2.003184
154.000000	2.836000	0.208806	1.941859
153.800000	2.852000	0.092156	2.083746
153.600000	2.820000	0.338831	2.111113
153.400000	2.809000	0.184056	1.983972
153.200000	2.842000	0.402358	2.037542
153.000000	2.849000	0.157598	1.865023
152.800000	2.811000	0.412764	2.002055
152.600000	2.798000	0.354325	2.039431
152.400000	2.847000	0.117197	1.654452
152.200000	2.843000	0.480639	2.011961
152.000000	2.803000	0.207752	1.976540
151.800000	2.800000	0.216391	1.745327
151.600000	2.824000	0.152918	2.132664
151.400000	2.852000	0.001790	1.746285
151.200000	2.799000	0.113833	2.012521
151.000000	2.802000	-0.066328	2.090535
150.800000	2.830000	0.330807	1.689933
150.600000	2.852000	-0.173205	2.102603
150.400000	2.825000	0.147079	1.840823
150.200000	2.806000	-0.047079	1.723922
150.000000	2.838000	0.028757	2.103511
149.800000	2.850000	0.144140	1.404052
149.600000	2.813000	-0.037341	1.906335
149.400000	2.796000	0.209150	1.719794
149.200000	2.815000	0.152878	1.552732
149.000000	2.844000	0.184246	1.977101
148.800000	2.803000	0.265599	1.544096
148.600000	2.799000	0.113616	1.795743
148.400000	2.823000	0.228035	2.004097
148.200000	2.852000	0.236192	1.608170
148.000000	2.798000	0.339215	1.948188
147.800000	2.802000	0.382649	1.881654
147.600000	2.831000	0.280171	1.631681
147.400000	2.851000	0.408743	1.980389
147.200000	2.821000	0.204832	1.720866
147.000000	2.808000	0.407288	1.647567
146.800000	2.841000	0.217127	1.922757
146.600000	2.848000	0.333949	1.594699
146.400000	2.809000	0.262744	1.843080
146.200000	2.797000	0.346838	1.901937
146.000000	2.818000	0.268263	1.488418
145.800000	2.842000	0.252321	1.832869
145.600000	2.801000	0.289868	1.729508
145.400000	2.800000	0.136597	1.526512
145.200000	2.827000	0.126521	1.876973
145.000000	2.852000	0.015115	1.575154
144.800000	2.797000	0.166218	1.747830
144.600000	2.805000	-0.052758	1.810120
144.400000	2.836000	0.103073	1.600054
144.200000	2.851000	0.054817	1.943489
144.000000	2.816000	0.045588	1.597102
143.800000	2.796000	0.146388	1.953754
143.600000	2.844000	0.018047	1.835915
143.400000	2.847000	0.268040	1.501082
143.200000	2.806000	-0.129065	2.023963
143.000000	2.798000	0.254037	1.672902
142.800000	2.819000	0.095447	1.725351
142.600000	2.840000	0.217220	1.857269
142.400000	2.800000	0.134341	1.589937
142.200000	2.800000	0.229227	1.859360
142.000000	2.827000	0.258620	1.885352
141.800000	2.852000	0.070358	1.466430
141.600000	2.796000	0.328211	1.968434
141.400000	2.804000	0.170821	1.688275
141.200000	2.836000	0.338006	1.507372
141.000000	2.850000	0.231029	1.931020
140.800000	2.815000	0.407383	1.771443
140.600000	2.796000	0.273783	1.718248
140.400000	2.844000	0.256072	1.753908
140.200000	2.846000	0.399494	1.488057
140.000000	2.805000	0.237532	1.775020
