#p 4E-6
#d 5


#701 0.81 0.09
#711 2.83 0.36
#720 5.79 0.68
#730 11.31 0.45
#739 11.8 0.68
750 12.46 0.85
761 15.98 0.17
771 18.81 0.94
779 25.3 4.2
790 27.7 1.3
802 40.0 1.5
#810 35.4 1.6
