#p 4.0E-6
#d 3

#6 -0.088 0.026
#101 -0.119 0.056
#150 0.069 0.13
#201 -0.086 0.068
225 -0.30 0.06
250 -1.65 0.49
#275 -72.0 7.3
#300 -24.4 19.2
