#lab INRiM MiCb 30mK
#hv keithley6487
#s CNTArO2Etching_N1new
#t 
#d 0.5
#V 90
#
#Time	Temp	Current
# s	K	pA	
0.000000	176.908300	2254033.000000
5.001493	176.859000	509117.500000
10.001378	176.668500	382132.400000
15.000719	176.172600	398695.900000
20.001086	176.610600	335380.400000
25.000659	176.032400	292653.200000
30.002236	176.902300	514673.100000
35.002042	176.380300	273257.800000
40.003223	176.038000	404667.000000
45.002808	175.172900	423847.100000
50.004616	175.555000	654171.400000
55.004404	175.681800	464983.900000
60.004898	176.080400	475144.800000
65.006351	175.321800	246763.100000
70.006193	174.947900	260947.500000
75.006980	175.514800	452139.700000
80.008545	175.812500	420702.300000
85.008145	175.002000	470864.300000
90.008136	175.208400	295464.400000
95.007790	174.246800	402377.900000
100.007740	175.773600	326354.600000
105.009171	176.336600	295226.800000
110.008841	175.710000	283315.300000
115.009762	176.175200	207788.200000
120.010282	176.131900	270815.500000
125.009699	175.974400	362393.100000
130.010520	175.185000	171256.700000
135.010600	176.971500	179528.400000
140.010528	174.901600	129165.600000
145.009726	175.601300	171561.300000
150.009997	175.169400	385907.600000
155.009854	174.692500	437045.000000
160.010602	174.686500	303548.000000
165.009870	175.269000	331309.100000
170.010123	175.280200	306881.500000
175.011128	175.684400	434521.800000
180.010863	175.480600	224767.500000
185.011111	174.926200	98883.620000
190.011382	174.003600	212768.200000
195.012365	176.119800	255585.200000
200.011876	176.075700	301871.000000
205.012439	174.837500	98999999999999984800000000000000000000000000000000.000000
210.012640	173.245300	7564303000.000000
215.013186	175.824600	555226.800000
220.013097	174.626300	98999999999999984800000000000000000000000000000000.000000
225.014062	174.403400	98999999999999984800000000000000000000000000000000.000000
230.013946	175.074200	98999999999999984800000000000000000000000000000000.000000
235.013868	174.447600	98999999999999984800000000000000000000000000000000.000000
240.014127	174.377900	16081080000.000002
245.015326	174.436300	98999999999999984800000000000000000000000000000000.000000
250.015061	175.660200	98999999999999984800000000000000000000000000000000.000000
255.015018	175.661900	98999999999999984800000000000000000000000000000000.000000
260.015553	174.360200	11861270000.000000
265.014941	174.699400	259508.200000
270.015130	174.008700	237972.300000
275.014979	174.198700	231294.100000
280.014954	174.781700	224099.300000
285.016107	174.285700	260877.500000
290.015715	175.279400	390076.100000
295.016184	174.452800	346917.700000
300.016092	173.508500	423432.900000
305.016404	175.182400	220531.500000
310.017414	173.264400	304927.500000
315.017567	174.619400	298384.800000
320.017227	174.052000	232111.800000
325.016853	173.555200	190765.400000
330.017106	176.411100	423314.800000
335.017311	174.036500	300806.000000
340.016732	173.962000	222356.900000
345.016707	174.638000	142213.100000
350.018159	174.114300	161775.100000
355.018154	175.064700	185231.200000
360.018233	172.612600	138229.800000
365.017797	173.450000	174210.000000
370.019412	173.698000	178649.800000
375.018807	175.377200	192049.100000
380.018952	173.364800	208179.200000
385.019057	174.056400	189834.300000
390.018843	174.397400	71675.610000
395.020372	173.751700	77978.610000
400.020611	173.374300	124125.100000
405.021482	172.713000	102575.900000
410.021020	173.429700	163102.900000
415.020882	173.627000	149836.300000
420.021197	174.498600	144801.000000
425.020915	174.662200	180821.900000
430.022262	173.075700	128887.600000
435.022482	175.391400	134144.800000
440.023686	172.784000	2588934.000000
445.024400	174.052000	3182810.000000
450.024356	174.725400	4237324.000000
455.023962	173.763800	3611297.000000
460.024593	173.990100	2811988.000000
465.025341	173.451300	2103880.000000
470.024801	175.305300	2513569.000000
475.024729	173.908800	3185736.000000
480.025605	173.157900	1563925.000000
485.025436	173.194300	98999999999999984800000000000000000000000000000000.000000
490.026574	171.668300	20384100000.000000
495.026958	173.156200	20938610000.000000
500.026882	172.270800	13348910000.000000
505.026908	172.958000	18332540000.000000
510.028512	173.383000	98999999999999984800000000000000000000000000000000.000000
515.027670	172.405300	19286530000.000000
520.029303	173.894500	19279070000.000000
525.029537	172.458600	98999999999999984800000000000000000000000000000000.000000
530.029782	170.586400	98999999999999984800000000000000000000000000000000.000000
535.029890	172.555500	98999999999999984800000000000000000000000000000000.000000
540.030694	172.472400	20996880000.000000
545.031104	171.847500	19912790000.000000
550.031235	172.408400	20412250000.000000
555.031209	172.552000	18185130000.000000
560.030731	172.873200	20608970000.000000
565.032496	172.897400	17146749999.999998
570.031736	171.855300	15705770000.000000
575.033284	171.780000	14312260000.000000
580.032802	172.846300	16011100000.000000
585.033416	172.352500	18893090000.000000
590.034581	172.116700	16109340000.000000
595.034554	172.542500	17838800000.000000
600.034896	172.787500	18110830000.000000
605.035386	173.360500	17842850000.000000
610.035591	172.768900	16659520000.000000
615.035200	172.179000	98999999999999984800000000000000000000000000000000.000000
620.035640	172.465500	98999999999999984800000000000000000000000000000000.000000
625.035084	172.855900	98999999999999984800000000000000000000000000000000.000000
630.034905	172.333100	98999999999999984800000000000000000000000000000000.000000
635.035372	172.452500	98999999999999984800000000000000000000000000000000.000000
640.034833	172.930300	98999999999999984800000000000000000000000000000000.000000
645.034772	171.401700	98999999999999984800000000000000000000000000000000.000000
650.034841	173.087800	98999999999999984800000000000000000000000000000000.000000
655.035459	171.395700	98999999999999984800000000000000000000000000000000.000000
660.034928	171.340300	98999999999999984800000000000000000000000000000000.000000
665.034760	170.527600	98999999999999984800000000000000000000000000000000.000000
670.035037	171.926700	98999999999999984800000000000000000000000000000000.000000
675.035293	171.734100	98999999999999984800000000000000000000000000000000.000000
680.035837	171.678700	98999999999999984800000000000000000000000000000000.000000
685.036014	171.534600	98999999999999984800000000000000000000000000000000.000000
690.037131	171.619900	18609530000.000000
695.037233	172.457300	19701670000.000000
700.036733	172.188500	16037820000.000002
705.036680	171.620300	17375560000.000000
710.036821	171.166300	20862320000.000000
715.036798	172.417400	17805500000.000000
720.036678	171.647600	20131780000.000000
725.037274	170.190000	16987240000.000000
730.038535	171.104400	18711140000.000000
735.037838	172.533000	20595260000.000000
740.038657	171.389600	98999999999999984800000000000000000000000000000000.000000
745.039449	171.159000	98999999999999984800000000000000000000000000000000.000000
750.038730	171.325600	98999999999999984800000000000000000000000000000000.000000
755.039628	170.958200	98999999999999984800000000000000000000000000000000.000000
760.039608	170.767300	98999999999999984800000000000000000000000000000000.000000
765.039677	171.436800	98999999999999984800000000000000000000000000000000.000000
770.040529	171.145600	98999999999999984800000000000000000000000000000000.000000
775.040229	171.299600	98999999999999984800000000000000000000000000000000.000000
780.040576	170.927000	98999999999999984800000000000000000000000000000000.000000
785.040516	170.077900	98999999999999984800000000000000000000000000000000.000000
790.040663	171.284900	98999999999999984800000000000000000000000000000000.000000
795.042061	171.424700	98999999999999984800000000000000000000000000000000.000000
800.042101	169.778900	98999999999999984800000000000000000000000000000000.000000
805.042208	170.655700	98999999999999984800000000000000000000000000000000.000000
810.043206	170.543100	98999999999999984800000000000000000000000000000000.000000
815.044575	170.916200	20940880000.000000
820.043718	170.544900	98999999999999984800000000000000000000000000000000.000000
825.044106	170.403800	98999999999999984800000000000000000000000000000000.000000
830.044597	171.216500	98999999999999984800000000000000000000000000000000.000000
835.043972	169.993500	98999999999999984800000000000000000000000000000000.000000
840.044062	170.209900	16824990000.000002
845.044258	170.158000	20415820000.000000
850.043896	171.993800	18672850000.000000
855.043714	169.420500	15873650000.000000
860.045292	170.830500	14691750000.000000
865.044871	171.080200	13295180000.000000
870.045170	170.624500	15135830000.000000
875.045042	171.338100	12195040000.000000
880.046222	170.607200	10447640000.000000
885.046273	170.692900	13744280000.000000
890.047038	170.792800	9148812000.000000
895.046787	169.745100	13435190000.000000
900.048611	168.795600	13559300000.000000
905.047856	170.916200	12957500000.000000
910.047717	170.410300	13916580000.000000
915.047733	169.924700	15922080000.000002
920.047733	168.584000	15232970000.000000
925.048488	169.788400	16127969999.999998
930.049459	170.012600	13562060000.000000
935.049513	169.932100	14952190000.000000
940.050164	170.479900	17215060000.000000
945.049813	170.091300	14084350000.000000
950.049712	169.928600	17471860000.000000
955.051384	169.134900	16648040000.000000
960.050885	169.398000	18578700000.000000
965.050790	170.552700	16366570000.000000
970.051173	169.101200	14908250000.000000
975.051229	169.265200	12164140000.000000
980.051319	169.525700	14529650000.000000
985.051554	169.789200	13758460000.000000
990.052426	170.201200	15688780000.000000
995.052034	169.778900	12900200000.000000
1000.053228	169.604900	12686870000.000000
1005.053313	169.178600	13200160000.000000
1010.054595	168.570600	98999999999999984800000000000000000000000000000000.000000
1015.054351	169.491900	98999999999999984800000000000000000000000000000000.000000
1020.055559	169.224500	98999999999999984800000000000000000000000000000000.000000
1025.055192	169.861100	98999999999999984800000000000000000000000000000000.000000
1030.054736	169.530900	98999999999999984800000000000000000000000000000000.000000
1035.055831	170.529700	20131350000.000000
1040.056364	169.542600	17087490000.000000
1045.056021	167.621100	20500840000.000000
1050.056392	169.301100	20565780000.000000
1055.056732	169.078200	19080260000.000000
1060.057961	168.492200	14970580000.000000
1065.058561	170.824400	16999230000.000000
1070.058413	168.270200	98999999999999984800000000000000000000000000000000.000000
1075.058345	168.827600	98999999999999984800000000000000000000000000000000.000000
1080.057946	170.209900	98999999999999984800000000000000000000000000000000.000000
1085.057938	167.251900	98999999999999984800000000000000000000000000000000.000000
1090.057828	169.162200	98999999999999984800000000000000000000000000000000.000000
1095.057839	169.273400	98999999999999984800000000000000000000000000000000.000000
1100.059346	168.037400	98999999999999984800000000000000000000000000000000.000000
1105.059181	168.997700	98999999999999984800000000000000000000000000000000.000000
1110.059168	168.166400	98999999999999984800000000000000000000000000000000.000000
1115.060329	168.043000	98999999999999984800000000000000000000000000000000.000000
1120.060596	168.510000	98999999999999984800000000000000000000000000000000.000000
1125.059958	168.455500	98999999999999984800000000000000000000000000000000.000000
1130.060363	168.175900	98999999999999984800000000000000000000000000000000.000000
