#t 300
#d 1.5
#p 4e-3
#m k6487
6 -9.10E-01  7.00E-03
100 -6.80E-01  4.60E-01
199 -6.10E-01  4.60E-01
299 -6.80E-01  9.60E-01
400 -1.67E+00  8.60E-01
502 -8.50E-01  3.60E-01
599 -2.28E+00  8.70E-01
701 -1.41E+00  2.30E-01
798 -1.22E+00  2.90E-01
900 -1.36E+00  1.11E+00
