#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 1.5
#V -295
#
#Time	Temp	Current
# s	K	pA	
1044.589660	142.324000	-9.900730
1046.590218	142.298000	-9.827771
1048.589681	142.264000	-9.769805
1050.590527	142.232000	-9.583761
1052.591335	142.183000	-10.322270
1054.590742	142.183000	-10.196410
1056.590915	142.152000	-9.809326
1058.591220	142.117000	-9.986859
1060.591392	142.075000	-10.028810
1062.591211	142.075000	-10.316390
1064.591009	142.040000	-9.914505
1066.590730	142.002000	-9.519314
1068.591518	141.963000	-9.930517
1070.592206	141.963000	-10.179390
1072.592416	141.922000	-10.205530
1074.592006	141.903000	-10.053130
1076.592545	141.868000	-9.839724
1078.591733	141.838000	-9.967806
1080.591888	141.838000	-10.050690
1082.592193	141.810000	-9.981585
1084.592292	141.768000	-10.040560
1086.591776	141.733000	-9.941867
1088.592057	141.733000	-10.081500
1090.592241	141.702000	-10.164790
1092.592482	141.662000	-9.639896
1094.592275	141.627000	-10.209580
1096.591725	141.627000	-10.048670
1098.592386	141.596000	-10.158920
1100.592780	141.559000	-10.017050
1102.593098	141.527000	-10.115340
1104.592835	141.505000	-10.071160
1106.592772	141.505000	-10.031440
1108.593145	141.462000	-9.793916
1110.593301	141.428000	-9.930917
1112.592797	141.397000	-9.837083
1114.593093	141.397000	-10.056370
1116.593399	141.361000	-9.936396
1118.593693	141.328000	-9.959899
1120.593706	141.293000	-10.307670
1122.595165	141.293000	-10.044010
1124.594851	141.244000	-9.690967
1126.595394	141.200000	-10.817170
1128.596028	141.169000	-10.401710
1130.597161	141.136000	-10.749480
1132.596962	141.136000	-10.554320
1134.597031	141.108000	-11.932830
1136.597222	141.071000	-11.335170
1138.596755	141.030000	-11.320590
1140.596917	141.030000	-11.936890
1142.598397	141.003000	-11.616070
1144.598655	140.973000	-11.709500
1146.598440	140.945000	-11.628020
1148.597983	140.945000	-11.263430
1150.598103	140.930000	-11.909120
1152.597979	140.904000	-10.818790
1154.599621	140.880000	-10.989430
1156.600314	140.848000	-11.480280
1158.599917	140.848000	-10.636600
1160.599866	140.807000	-11.316730
1162.599725	140.759000	-11.774750
1164.599867	140.720000	-11.343690
1166.600146	140.720000	-11.887230
1168.599944	140.682000	-11.351390
1170.600151	140.654000	-11.010710
1172.600426	140.624000	-11.992010
1174.600208	140.624000	-10.546210
1176.599811	140.590000	-11.459200
1178.600215	140.548000	-11.181350
1180.600194	140.508000	-11.051240
