#d 3
#p 2E-6
#1499 42.10 34.59 38.18 35.24 34.25 33.77 35.62 36.11 35.97 35.09
#1704 341.3 398.9 382.0 410.2 383.2 369.2 398.1 389.7 370.7 343.1
1902 1037 1174 1321 1480 1089 1057 1184 1178 1134 1060
2096 2337 1763 2399 2221 2250 2269 2119 2120 1983 2503
2297 4585 4803 5144 4115 4280 4966 3712 3949 4109 4452 
2504 5848 6292 6084 5780 5253 5554 5440 5344 5746 6729
