#p 9E-6
#d 2
# 14esimo scan: deltaV positivo, panino con una rondelle di teflon
6 0.19 0.05
39 0.81 0.24
81 1.56 0.48
120 2.07 0.23
160 2.35 0.20
199 2.45 0.26
251 2.85 0.21
299 3.59 0.41
350 3.28 0.34
400 3.69 0.65
499 5.08 0.24
601 6.16 0.29
701 7.42 0.28
799 9.57 0.34
900 4.28E3 322
1000 1.29E6 276E3
