#p 3E-6
#d 5
#m k6487
2099 -3.898E6 249E3
1999 -2.017E6 85E3
1902 -1.061E6 108E3
1800 -770E3 129E3
1698 -278E3 13E3
1602 -138.8E3 8.1E3
#1501 -31.8E3 6.6E3
#1400 -1.982E3 229
