#found zero (d=2mm) at L = 37.05 mm
#moved away till L < 30 mm, then repositioned at L = 34.05
#d 5
#p 6E-6
2498 1293.3 1433.8 1554.3 1473.1 1295.3 1807.5 1091.2 1141.3 1488.7 1272.1
2701 2196 2449 2072 2200 2109 2157 2287 2010 2292 2101
#1201 0.0274 0.0281 0.0260 0.0426 0.0372 0.0300 0.0397 0.0322 0.0316 0.0605
#1405 0.4005 0.3920 0.4288 0.4122 0.4152 0.4292 0.4265 0.8300 0.7813 0.3970
#1603 3.585 3.523 3.509 3.590 3.565 3.564 3.430 3.567 3.172 3.498 
2100 543.2 420.2 453.1 392.6 475.5 556.2 480.9 497.6 504.9
1800 300
