#lab INRiM MiCa
#hv keithley6487
#s CNTArO2Etching_AsGrown
#t 2.7 
#d 1.5
#N 20
#dbm 2
#
#Voltage	Current	SD
#V	pA
377.200000	-208.441800	0.430649
377.400000	-210.406500	0.360404
377.600000	-212.334200	0.363273
377.800000	-212.890900	0.379368
378.000000	-213.857800	0.354288
378.200000	-214.835800	0.405246
378.400000	-215.707300	0.396665
378.600000	-217.952600	0.373188
378.800000	-221.262000	0.286229
379.000000	-228.463200	0.335674
379.200000	-251.114000	0.634098
379.400000	-277.564700	0.476035
379.600000	-292.366000	0.348455
379.800000	-300.123800	0.307880
380.000000	-303.591700	0.349017
380.200000	-306.155300	0.408334
380.400000	-309.590300	0.462872
380.600000	-315.827400	0.539441
380.800000	-321.217100	0.582744
381.000000	-327.280300	1.235067
381.200000	-332.259700	0.687398
381.400000	-334.331400	0.593751
381.600000	-335.791000	0.409788
381.800000	-337.377400	0.386708
382.000000	-338.662100	0.383125
382.200000	-341.005400	0.326531
382.400000	-344.693700	0.428750
382.600000	-347.387800	0.363478
382.800000	-349.084100	0.388881
383.000000	-350.302200	0.470627
383.200000	-351.499800	0.339938
383.400000	-352.607500	0.419415
383.600000	-355.221300	0.532011
383.800000	-357.205000	0.397050
384.000000	-361.513600	0.474914
384.200000	-366.140400	0.430899
384.400000	-374.695000	0.404516
384.600000	-379.218000	0.492207
384.800000	-382.986000	0.476928
385.000000	-385.116200	0.434918
385.200000	-387.096300	0.422372
385.400000	-388.329800	0.430198
385.600000	-390.651000	0.431663
385.800000	-392.090200	0.532838
386.000000	-393.457400	0.500234
386.200000	-395.139400	0.404479
386.400000	-397.970500	0.474293
386.600000	-399.834100	0.476865
386.800000	-402.855500	0.479780
387.000000	-404.472500	0.560402
387.200000	-406.242800	0.430922
387.400000	-408.065700	0.526251
387.600000	-409.876200	0.476034
387.800000	-410.999600	0.406180
388.000000	-412.343200	0.588151
388.200000	-413.703700	0.465276
388.400000	-416.907300	0.458072
388.600000	-422.885600	0.513304
388.800000	-432.689400	0.424382
389.000000	-442.489000	0.645014
389.200000	-462.192400	0.322994
389.400000	-489.288900	0.481126
389.600000	-513.480600	0.418747
389.800000	-527.270400	0.511174
390.000000	-533.432000	0.469647
390.200000	-536.409700	0.459317
