#p 1.1E-6
#d 3
#m k6487
1500 7.0 6.7 7.6 8.1 7.4 7.5 7.5 7.9 9.6 10.3
1702 80.3 78.0 84.3 62.1 60.4 66.3 68.7 67.0 69.5 67.6 
1901 389 297 306 263 392 369 281 256 246 266
2099 759 770 816 783 741 991 1025 1035 1059 
2299 2600 2954 2658 2447 2369 2322 2280 2226 2193 2171
#2502 2897 2867 2831 3306 3270 2486 2360 2430 2405 
