#LAB: INRiM
#s CNTArO2Etching_N1new
#t 2.7
#d 0.5
#V -62
#
#Time	Current
137.066737	-9.228873
138.066930	-8.508993
139.066721	-8.673965
140.067268	-9.070993
141.066965	-9.147803
142.067373	-8.687142
143.067509	-9.157126
144.066814	-8.895687
145.067677	-8.493594
146.068581	-8.987091
147.067908	-9.015261
148.068198	-8.711662
149.067746	-9.006140
150.068308	-8.952434
151.068122	-8.693625
152.067776	-9.001479
153.067937	-9.163408
154.067824	-8.619855
155.068263	-8.815026
156.067944	-8.922441
157.068477	-8.806712
158.068079	-8.901766
159.068614	-9.171111
160.067892	-8.789490
161.069218	-8.762329
162.069146	-9.079910
163.068754	-8.827386
164.068779	-8.687749
165.069547	-8.954865
166.069303	-8.866905
167.069076	-8.776514
168.069608	-9.113553
169.069520	-9.053156
170.068816	-8.502510
171.068671	-8.903996
172.069288	-9.195227
173.069594	-8.793540
174.069300	-8.956485
175.069295	-8.957704
176.070067	-8.582971
177.069933	-8.912107
178.070448	-9.184486
179.069818	-8.725037
180.070415	-8.711054
181.069900	-9.078695
182.070575	-8.823739
183.071203	-8.760098
184.071376	-9.154693
185.071135	-8.677009
186.070898	-8.393881
187.071002	-8.981212
188.070736	-8.824956
189.071246	-8.596748
190.071552	-8.762326
191.071404	-8.754220
192.071434	-8.500888
193.070924	-8.893457
194.070738	-8.945339
195.071378	-8.432180
196.070720	-8.744289
197.072238	-8.882104
198.073423	-8.650054
199.073448	-8.700717
200.072746	-8.785432
201.073231	-8.401379
202.072836	-8.507983
203.073506	-9.098153
204.073458	-8.810766
205.074444	-8.564730
206.073978	-8.679437
207.073742	-8.538581
208.075360	-8.708423
209.075428	-8.986685
210.074730	-8.680456
211.075331	-8.378276
212.075639	-8.811778
213.074693	-8.895280
214.074678	-8.684303
215.076303	-8.840355
216.076585	-8.774689
217.076281	-8.394892
218.076073	-8.894269
219.075815	-9.096730
220.075743	-8.545270
221.076463	-8.732939
222.076321	-8.949188
223.077090	-8.646401
224.076758	-8.743479
225.077143	-8.908658
226.077167	-8.480012
227.076702	-8.595740
228.076754	-9.104838
229.076859	-8.737808
230.078280	-8.464815
231.077991	-8.852314
232.077890	-8.596142
233.078004	-8.648834
234.078322	-9.093486
235.078432	-8.694437
236.079493	-8.343415
237.079648	-8.790096
238.078771	-9.001272
239.080292	-8.691194
240.081077	-8.989719
241.081248	-8.829007
242.080675	-8.497442
243.081555	-8.814617
244.082605	-9.114766
245.082421	-8.534731
246.083531	-8.608706
247.083013	-8.823329
248.082831	-8.650456
249.083240	-8.810765
250.082901	-8.911087
251.082717	-8.502914
252.083383	-8.538988
253.084584	-8.940267
254.083817	-8.951619
255.084064	-8.632013
256.083802	-8.773069
257.084511	-8.717130
258.083853	-8.725439
259.083729	-9.035521
260.084205	-8.740036
261.084002	-8.410500
262.084685	-8.582562
263.084670	-8.850690
264.085109	-8.623702
265.085182	-8.849680
266.085086	-8.877444
267.085754	-8.458531
268.086636	-8.708215
269.087590	-9.024577
270.087144	-8.569796
271.087093	-8.594117
272.086839	-8.707001
273.087010	-8.392257
274.088239	-8.755640
275.087862	-8.879876
276.087882	-8.679234
277.089582	-8.580127
278.089828	-8.929528
279.091530	-8.750777
280.092315	-8.546288
281.091954	-8.834682
282.091938	-8.759693
283.091875	-8.371990
284.093417	-8.827787
285.092999	-8.732125
286.092774	-8.478187
287.092954	-8.700716
288.093901	-8.888790
289.093768	-8.632824
290.095283	-8.735170
291.096576	-8.682273
292.097527	-8.573441
293.098538	-8.658562
294.097778	-9.108481
295.098011	-8.675380
296.098488	-8.457516
297.098022	-8.742668
298.099335	-8.666262
299.100543	-8.746523
300.099856	-8.936018
301.099864	-8.717539
302.100550	-8.362670
303.099700	-8.777125
304.100010	-8.811778
305.099832	-8.597558
306.099941	-8.773473
307.099673	-8.656739
308.101565	-8.483862
309.102509	-8.689572
310.102173	-8.906021
311.102362	-8.598573
312.101725	-8.745910
313.103201	-8.874810
314.104248	-8.639514
315.105367	-8.459543
316.105347	-8.897507
317.105345	-8.656131
318.104916	-8.582565
319.105230	-8.897305
320.105367	-8.642145
321.104838	-8.553987
322.105911	-8.770842
323.106263	-8.553581
324.107412	-8.643158
325.107371	-8.863860
326.108538	-8.847653
327.107702	-8.403407
328.108056	-8.653292
329.108667	-8.875418
330.109085	-8.709837
331.110254	-8.795971
332.111351	-8.557635
333.112110	-8.468257
334.111878	-8.575468
335.112535	-8.930539
336.111799	-8.684299
337.112991	-8.634445
338.113519	-8.670318
339.112993	-8.580333
340.113146	-8.584386
341.112814	-8.841168
342.113332	-8.622896
343.113393	-8.405428
344.113864	-8.781785
345.113809	-8.845421
346.114181	-8.683693
347.114016	-8.746319
348.115371	-8.713081
349.115233	-8.541627
350.115751	-8.756657
351.115659	-8.878459
352.116039	-8.381926
353.117372	-8.660388
354.118385	-8.873392
355.117993	-8.524197
356.119109	-8.727066
357.120456	-8.763144
358.121559	-8.411714
359.120807	-8.539601
360.121234	-8.975741
361.121064	-8.743890
362.121466	-8.541423
363.121367	-8.880890
364.122480	-8.762331
365.122359	-8.600602
366.123313	-8.897712
367.123969	-8.749764
368.124146	-8.379086
369.124282	-8.678425
370.124009	-8.853126
371.123967	-8.607896
372.124161	-8.873593
373.124442	-8.807726
374.125439	-8.486903
375.124771	-8.717133
376.124855	-8.866094
377.126589	-8.666669
378.126277	-8.595126
379.125770	-8.879473
380.125930	-8.582766
381.125909	-8.708218
382.126246	-8.960332
383.126114	-8.597355
384.126347	-8.578913
385.126039	-8.933379
386.127237	-8.759087
387.127033	-8.706795
388.126799	-8.888390
389.126909	-8.813806
390.126844	-8.729093
391.127723	-9.000464
392.128008	-8.861025
393.128300	-8.446572
394.127797	-8.631002
395.127843	-8.634039
396.128028	-8.644577
397.127710	-8.972698
398.127879	-8.807523
399.128310	-8.472515
400.127960	-8.691394
401.128656	-8.888387
402.128263	-8.821910
403.128001	-8.564926
404.127894	-8.864470
405.127707	-8.639308
406.128028	-8.658358
407.127774	-8.831438
408.128649	-8.586208
409.129041	-8.665248
410.129901	-8.866497
411.129954	-8.816030
412.130424	-8.605462
413.129900	-8.648224
414.129983	-8.689771
415.129686	-8.704767
416.130373	-8.859204
417.131340	-8.869133
418.131547	-8.477171
419.131999	-8.582969
420.132421	-8.798812
421.132096	-8.642553
422.132092	-8.902171
423.131865	-8.819071
424.132565	-8.354357
425.131773	-8.561284
426.132587	-9.043834
427.132036	-8.759896
428.131779	-8.478188
429.132714	-8.767800
430.132895	-8.657140
431.133554	-8.628162
432.133442	-8.902171
433.133327	-8.661801
434.132927	-8.449811
435.133463	-8.781984
436.133586	-8.891831
437.132801	-8.579523
438.132752	-8.627554
439.133347	-8.627554
440.133547	-8.368342
441.133393	-9.085381
442.133343	-8.958711
443.132943	-8.535543
444.132964	-8.497033
445.132871	-8.713281
446.133114	-8.719564
447.134397	-8.866901
448.134632	-8.883926
449.134171	-8.405633
450.134534	-8.604852
451.133718	-8.970470
452.133725	-8.764351
453.133990	-8.458330
454.134404	-8.589655
455.135409	-8.532096
456.134972	-8.683487
457.136562	-8.940270
458.136550	-8.664645
459.136645	-8.540810
460.136102	-8.671125
461.137659	-8.851702
462.138119	-8.622891
463.137888	-8.752195
464.139520	-8.742871
465.139434	-8.556014
466.139826	-8.769421
467.140205	-8.839341
468.140002	-8.504334
469.140606	-8.520342
470.139862	-8.886157
471.140514	-8.784009
472.141285	-8.722195
473.141969	-8.880481
474.142855	-8.604040
475.143181	-8.466026
476.143501	-8.796782
477.143092	-8.901154
478.143626	-8.617419
479.142900	-8.645392
480.143432	-8.582561
481.144465	-8.584788
482.145524	-9.073223
483.144752	-8.774083
484.145434	-8.370976
485.145022	-8.586007
486.145283	-8.766987
487.145120	-8.788877
488.144711	-8.879873
489.145108	-8.684501
490.145552	-8.503521
491.145231	-8.349088
492.145072	-8.910679
493.145289	-8.630796
494.144763	-8.641739
495.145011	-8.842784
496.145541	-8.595531
497.146175	-8.703958
498.146226	-8.839138
499.146637	-8.628770
500.145854	-8.631201
501.146082	-8.836300
502.145758	-8.726660
503.146050	-8.537769
504.145891	-8.659370
505.145675	-8.705784
506.147561	-8.486295
507.147270	-8.818671
508.147099	-8.892441
509.146767	-8.446169
510.147676	-8.618234
511.148475	-8.811171
512.147898	-8.731323
513.147664	-8.905819
514.148299	-8.911896
515.148386	-8.412322
516.147841	-8.404619
517.148200	-8.816642
518.148190	-8.805092
519.148628	-8.733549
520.148251	-8.877444
521.147819	-8.585599
522.147719	-8.590666
523.148109	-8.846027
524.147784	-8.751381
525.147676	-8.546284
526.147728	-8.809549
527.148026	-8.785636
528.148258	-8.660386
529.148416	-8.773269
530.149365	-8.803269
531.150296	-8.561686
532.149992	-8.817452
533.149699	-8.904801
534.150514	-8.628974
535.150610	-8.647213
536.150290	-8.700514
537.150243	-8.754627
538.149874	-8.833868
539.151567	-8.883525
540.151238	-8.608503
541.151020	-8.437858
542.150830	-8.607693
543.151088	-8.801034
544.152042	-8.842786
545.153607	-8.788878
546.154078	-8.486094
547.154530	-8.419617
548.154482	-8.962766
549.154207	-8.763744
550.153832	-8.670724
551.153804	-8.766180
552.154395	-8.719969
553.154303	-8.582561
554.153709	-8.666262
555.154449	-8.713079
556.154402	-8.487913
557.154016	-8.637686
558.154607	-8.933175
559.154753	-8.681461
560.155301	-8.667682
561.155312	-8.699499
562.154785	-8.615188
563.155663	-8.651265
564.156452	-8.785027
565.156006	-8.583781
566.156434	-8.317471
567.157652	-8.664841
568.157423	-8.830827
569.157377	-8.819279
570.157237	-8.749356
571.157166	-8.551955
572.157177	-8.440897
573.156945	-8.816238
574.157386	-8.973102
575.158551	-8.714698
576.157896	-8.637077
577.157691	-8.665455
578.158151	-8.594925
579.157670	-8.875217
580.157759	-8.850083
581.157868	-8.685517
582.158090	-8.657340
583.157903	-8.781779
584.158488	-8.636062
585.158071	-8.634848
586.159356	-8.946347
587.159461	-8.847850
588.159263	-8.746922
589.158936	-8.938243
590.159582	-8.734360
591.159611	-8.466026
592.158941	-8.760098
593.160592	-8.814007
594.160107	-8.588030
595.160017	-8.856770
596.160610	-8.565128
597.161074	-8.414145
598.160875	-8.815220
599.162194	-9.055787
600.161669	-8.736990
601.162258	-8.601407
602.161757	-8.461972
603.162147	-8.578507
604.162064	-8.863865
605.162262	-8.963571
606.162987	-8.617824
607.163338	-8.427318
608.163293	-8.791715
609.164222	-8.778945
610.164027	-8.768404
611.164036	-8.822519
612.163869	-8.580940
613.164435	-8.564116
614.164233	-8.797993
615.163806	-8.853526
616.164491	-8.578100
617.163832	-8.725640
618.164026	-8.752393
619.163985	-8.635859
620.163843	-8.818466
621.165592	-8.758478
622.165384	-8.413738
623.165041	-8.781781
624.165735	-9.152059
625.166640	-8.727060
626.165986	-8.600394
627.167573	-8.680447
628.166716	-8.536554
629.167606	-8.867919
630.167560	-9.100983
631.167343	-8.582558
632.167343	-8.523177
633.166978	-8.753206
634.167271	-8.801238
635.168608	-8.794955
636.167850	-8.791914
637.169550	-8.640932
638.170259	-8.554185
639.170520	-8.909260
640.170035	-8.929526
641.170162	-8.505142
642.170328	-8.610122
643.170387	-8.713686
644.169704	-8.729694
645.171321	-8.911286
646.171429	-8.889195
647.171483	-8.573034
648.172504	-8.674368
649.173417	-8.851704
650.174169	-8.826368
651.174631	-8.640929
652.174662	-8.785230
653.175530	-8.662816
654.175125	-8.831639
655.174707	-8.774896
656.175282	-8.688351
657.174899	-8.542637
658.174918	-8.728479
659.174839	-8.792525
660.176347	-8.726861
661.176232	-8.832452
662.177340	-8.627958
663.177715	-8.058465
664.178348	-8.656537
665.177912	-8.795567
666.179184	-8.424888
667.180592	-8.797391
668.179819	-8.788879
669.180415	-8.559255
670.180179	-8.899736
671.179681	-8.835693
672.180553	-8.542839
673.179740	-8.640525
674.180674	-8.908044
675.181231	-8.885350
676.181521	-8.690179
677.182555	-8.831638
678.183521	-8.604650
679.183546	-8.589454
680.183299	-9.050724
681.182675	-8.701123
682.182842	-8.502711
683.182667	-8.654508
684.184506	-8.478997
685.184643	-8.668898
686.184414	-8.704161
687.184539	-8.856768
688.184088	-8.746719
689.184098	-8.753612
690.184722	-8.928918
691.186334	-8.575062
692.186286	-8.593706
693.188286	-8.966617
694.188034	-8.753410
695.188315	-8.795161
696.188483	-8.738009
697.187815	-8.532299
698.189579	-8.563711
699.189637	-8.847245
700.189261	-8.943108
701.189341	-8.687339
702.189211	-8.661601
703.188865	-8.428126
704.188996	-8.519328
705.190275	-8.886157
706.190381	-8.949387
707.189967	-8.630392
708.189768	-8.632419
709.190016	-8.687543
710.190324	-8.708013
711.190427	-8.794345
712.190099	-8.803670
713.190042	-8.506153
714.189806	-8.542431
715.190590	-8.712672
716.189860	-8.666464
717.191216	-8.657344
718.192454	-8.848055
719.192214	-8.576887
720.191678	-8.514463
721.192439	-8.792729
722.192087	-8.728482
723.192323	-8.645184
724.191902	-8.871155
725.192400	-8.803669
726.192106	-8.589045
727.191687	-8.833463
728.191943	-8.779756
729.192015	-8.548515
730.191906	-8.745104
731.192148	-8.794145
732.192264	-8.513654
733.192362	-8.641129
734.191937	-8.681261
735.191983	-8.574250
736.192008	-8.874805
737.192498	-8.855149
738.191788	-8.613566
739.191754	-8.600193
740.193340	-8.811575
741.194041	-8.653902
742.194180	-8.669713
743.194605	-8.758072
744.193812	-8.591076
745.194331	-8.602625
746.193783	-8.847650
747.194653	-8.908046
748.194494	-8.713484
749.194222	-8.774694
750.194354	-8.742669
751.193899	-8.605665
752.194182	-8.916758
753.194317	-8.809144
754.194431	-8.475347
755.194360	-8.563106
756.193942	-8.872779
757.194500	-8.719360
758.195672	-8.769013
759.196483	-8.786038
760.195932	-8.536352
761.195924	-8.565536
762.195731	-8.986879
763.196214	-8.740641
764.196418	-8.518720
765.197632	-8.682883
766.197554	-8.694634
767.197734	-8.737195
768.198310	-8.934797
769.198343	-8.592692
770.198345	-8.397119
771.198685	-8.961956
772.199162	-8.796577
773.200568	-8.815829
774.199951	-8.897710
775.200341	-8.555607
776.200019	-8.567159
777.199659	-8.865689
778.200159	-8.916153
779.200046	-8.575671
780.199995	-8.554797
781.200012	-8.852512
782.201324	-8.678623
783.202407	-8.752395
784.201862	-8.823330
785.202582	-8.559660
786.203532	-8.770839
787.202832	-8.753003
788.204668	-8.763340
789.205233	-8.335710
790.206546	-8.717947
791.207217	-8.760300
792.207255	-8.739426
793.207619	-8.993569
794.206920	-8.521963
795.207163	-8.413537
796.207359	-8.795967
797.207472	-8.803062
798.207418	-8.920814
799.206782	-8.796169
800.207175	-8.797183
801.207504	-8.685922
802.208497	-8.701928
803.208024	-8.817653
804.208633	-8.606679
805.208148	-8.651062
806.207726	-8.886565
807.208138	-8.712670
808.208240	-8.721183
809.208525	-8.765367
810.208582	-8.534531
811.208536	-8.781379
812.208556	-8.923851
813.208239	-8.794350
814.208436	-8.419819
815.207699	-8.753612
816.207698	-8.684299
817.207993	-8.742464
818.208431	-9.131989
819.207844	-8.882911
820.208815	-8.578101
821.208927	-8.823936
822.210258	-8.848255
823.210042	-8.881693
824.209997	-8.768203
825.211092	-8.642753
826.210909	-8.568576
827.212656	-8.738814
828.213520	-9.009173
829.213225	-8.547294
830.213655	-8.611336
831.213057	-8.835285
832.212741	-8.781781
833.213409	-8.802048
834.213968	-8.680245
835.214132	-8.658760
836.214643	-8.528447
837.213992	-8.747124
838.214287	-8.731519
839.214122	-8.482030
840.215523	-8.662410
841.215495	-8.610931
842.215033	-8.799209
843.214808	-8.913716
844.216149	-8.796979
845.216083	-8.527432
846.216690	-8.576682
847.217579	-8.779146
848.217779	-8.925268
849.219070	-8.724627
850.218975	-8.686528
851.219287	-8.578303
852.220649	-8.700917
853.219979	-8.964990
854.220234	-8.698688
855.219729	-8.511422
856.220147	-8.633427
857.221280	-8.799210
858.221081	-8.747733
859.221378	-8.831635
860.221315	-8.692204
861.222307	-8.571006
862.222538	-8.743474
863.222675	-8.885547
864.224437	-8.707202
865.223950	-8.772863
866.224135	-8.867710
867.224119	-8.611947
868.225391	-8.824138
869.225346	-8.604043
870.226617	-8.651871
871.227437	-8.683083
872.228640	-8.998232
873.229295	-8.828598
874.230390	-8.502301
875.230038	-8.590260
876.231550	-8.681463
877.231267	-8.758471
878.231132	-8.882306
879.231154	-8.781780
880.232250	-8.422048
881.231843	-8.468863
882.232421	-8.747124
883.233317	-8.840960
884.233321	-8.910476
885.232740	-8.961344
886.232871	-8.542430
887.233470	-8.638697
888.232664	-9.092267
889.233418	-8.790904
890.233324	-8.583570
891.233435	-8.712267
892.233286	-8.611338
893.233343	-8.649237
894.233280	-8.914127
895.233675	-8.741043
896.234101	-8.564525
897.235420	-8.684095
898.236442	-8.756852
899.236181	-8.645589
900.236396	-8.663019
901.235920	-8.805897
902.235819	-8.768811
903.235864	-8.906017
904.237315	-8.764958
905.238584	-8.547906
906.238249	-8.619850
907.238342	-8.830626
908.238242	-8.838122
909.239239	-8.756247
910.240528	-8.625933
911.241463	-8.555807
912.241384	-8.626946
913.242447	-8.773272
914.242523	-8.743071
915.242283	-8.704973
916.242595	-8.635051
917.242080	-8.738007
918.242043	-8.944322
919.241953	-8.886762
920.242203	-8.962360
921.241855	-8.625324
922.242192	-8.736994
923.241863	-8.956683
924.243548	-8.629175
925.242763	-8.645388
926.243323	-8.663422
927.242739	-8.697270
928.243432	-8.839136
929.243806	-8.741251
930.244092	-8.468664
931.245424	-8.592289
932.245505	-8.747326
933.245059	-8.808535
934.245408	-8.937025
935.244849	-8.802864
936.245336	-8.483659
937.245415	-8.593705
938.244725	-8.952025
939.244887	-8.877644
940.245349	-8.778537
941.246538	-8.653698
942.246891	-8.597559
943.246691	-8.560268
944.247661	-8.837112
945.248027	-8.873593
946.248564	-8.673154
947.248543	-8.662820
948.248111	-8.588239
949.247999	-8.579524
950.249367	-8.645392
951.249430	-8.707608
952.249369	-8.768407
953.248864	-8.849880
954.249178	-8.673357
955.250200	-8.552973
956.250020	-8.525005
957.251423	-8.706799
958.250811	-8.795769
959.250958	-8.686327
960.252563	-8.917166
961.252430	-8.490955
962.252254	-8.454677
963.252658	-8.768407
964.252710	-8.851298
965.254175	-8.783405
966.254201	-8.748140
967.254359	-8.569184
968.254073	-8.569994
969.254655	-8.786850
970.254058	-8.793334
971.255353	-8.754220
972.255242	-8.663830
973.255058	-8.691394
974.255030	-8.601612
975.255139	-8.789890
976.255130	-8.782594
977.255799	-8.508991
978.256382	-8.665248
979.256833	-8.790297
980.256777	-8.625121
981.257578	-8.511834
982.256794	-8.739225
983.256778	-8.725237
984.257736	-8.739222
985.258046	-8.961549
986.258034	-8.617215
987.257701	-8.515479
988.257784	-8.756653
989.258581	-8.815625
990.257945	-8.779756
991.258064	-8.694836
992.257787	-8.569994
993.258586	-8.468662
994.258370	-8.851701
995.259574	-8.751990
996.259605	-8.626337
997.258760	-8.602624
998.260592	-8.708417
999.259923	-8.533517
1000.259845	-8.836301
1001.261498	-8.829006
1002.261061	-8.615797
1003.260818	-8.719969
1004.261209	-8.813198
1005.261491	-8.578911
1006.262471	-8.752195
1007.262197	-8.652685
1008.261932	-8.755434
1009.262051	-8.594517
1010.261773	-8.799212
1011.261951	-8.650453
1012.262041	-8.469878
1013.261973	-8.754828
1014.262923	-8.809953
1015.262879	-8.714092
1016.264303	-8.785433
1017.264306	-8.464201
1018.264621	-8.435020
1019.265546	-8.751384
1020.264720	-8.943918
1021.265685	-8.807319
1022.266114	-8.621677
1023.265925	-8.594315
1024.267486	-8.689771
1025.267087	-8.704770
1026.267367	-8.933985
1027.267404	-8.677613
1028.267188	-8.694232
1029.267693	-8.698486
1030.269007	-8.648833
1031.268880	-8.672139
1032.268662	-8.704369
1033.269104	-8.703957
1034.270451	-8.704162
1035.270152	-8.795565
1036.269976	-8.795969
1037.270518	-8.517306
1038.270109	-8.737399
1039.271004	-8.809752
1040.271958	-8.719160
1041.271736	-8.728684
1042.271695	-8.513652
1043.271797	-8.435222
1044.272345	-8.694026
1045.273418	-8.909869
1046.273333	-8.930539
1047.272764	-8.579115
1048.272830	-8.398740
1049.272983	-8.894669
1050.273586	-8.869132
1051.273607	-8.906626
1052.273525	-8.663225
1053.273680	-8.672342
1054.275545	-8.690986
1055.274877	-8.680652
1056.275925	-8.909669
1057.276024	-8.721796
1058.275824	-8.702541
1059.277510	-8.712673
1060.277134	-8.884535
1061.278349	-8.921216
1062.279252	-8.514464
1063.280212	-8.710243
1064.280004	-8.642956
1065.279839	-8.759085
1066.279770	-8.789686
1067.279736	-8.547906
1068.280314	-8.724022
1069.279939	-8.924462
1070.279938	-8.947160
1071.281152	-8.757666
1072.280806	-8.372599
1073.282550	-8.636675
1074.282117	-8.659371
1075.283484	-8.797996
1076.283670	-8.947975
1077.283992	-8.639513
1078.284043	-8.494400
1079.283998	-8.814614
1080.284698	-8.923448
1081.284958	-8.800635
1082.285047	-8.731724
1083.285128	-8.465012
1084.284975	-8.575874
1085.284694	-8.850084
1086.285558	-8.930338
1087.285122	-8.649035
1088.285049	-8.663628
1089.285732	-8.650252
1090.285815	-8.717739
1091.285718	-8.859607
1092.286575	-8.754220
1093.286271	-8.636065
1094.286058	-8.675989
1095.287541	-8.812589
1096.288339	-8.712472
1097.288323	-8.495617
1098.288424	-8.522166
1099.287748	-8.776109
1100.287674	-8.814412
1101.289603	-8.847247
1102.288852	-8.506560
1103.289101	-8.549934
1104.288849	-8.731321
1105.288764	-8.913720
1106.290350	-8.875418
1107.290267	-8.621268
1108.291482	-8.405636
1109.290946	-8.586617
1110.291147	-8.930746
1111.291318	-9.027012
1112.292671	-8.695651
1113.293954	-8.757259
1114.294314	-8.452248
1115.293828	-8.612356
1116.294404	-8.725238
1117.294055	-8.689368
1118.295632	-8.701324
1119.295138	-8.676801
1120.296390	-8.721794
1121.295784	-8.783606
1122.296331	-8.465622
1123.295912	-8.748344
1124.296183	-8.802457
1125.296194	-8.777732
1126.297550	-8.767194
1127.297078	-8.567973
1128.298203	-8.408878
1129.297848	-8.653495
1130.297710	-8.815631
1131.297666	-8.948581
1132.297956	-8.693420
1133.297708	-8.624110
1134.297885	-8.624515
1135.299001	-8.779557
1136.298931	-9.024378
1137.300631	-8.707202
1138.300262	-8.542229
1139.300292	-8.637484
1140.299876	-8.702945
1141.301516	-8.702341
1142.301095	-8.848464
1143.300990	-8.802456
1144.302271	-8.592897
1145.301991	-8.636269
1146.303436	-8.786040
1147.303242	-8.582361
1148.302877	-8.735170
1149.303391	-8.826776
1150.303060	-8.745302
1151.302936	-8.791514
1152.303369	-8.690379
1153.302688	-8.547703
1154.303428	-8.741456
1155.304296	-8.835690
1156.305500	-8.838329
1157.305412	-8.533921
1158.305489	-8.533720
1159.304756	-8.582361
1160.305549	-8.865692
1161.305650	-8.913926
1162.305353	-8.787864
1163.304865	-8.495617
1164.304710	-8.538787
1165.305494	-8.717132
1166.305062	-8.948174
1167.305667	-8.801242
1168.306749	-8.679438
1169.306754	-8.584387
1170.308632	-8.771451
1171.307731	-8.676195
1172.307698	-8.751791
1173.308111	-8.868727
1174.308229	-8.745913
1175.308154	-8.706596
1176.308483	-8.679239
1177.309501	-8.643973
1178.309467	-8.644173
1179.309216	-8.631002
1180.308854	-8.857988
1181.309040	-8.735982
1182.310367	-8.621475
1183.310250	-8.631203
1184.309680	-8.647211
1185.311544	-8.611542
1186.311102	-8.862651
1187.311001	-9.006944
1188.310995	-8.528447
1189.310917	-8.586209
1190.311032	-8.727267
1191.311147	-8.833872
1192.312058	-8.869742
1193.312140	-8.754220
1194.312396	-8.474541
1195.311730	-8.449210
1196.312584	-8.878455
1197.313343	-8.703959
1198.313723	-8.771651
1199.313962	-8.758883
1200.313800	-8.633637
1201.314339	-8.499064
1202.313895	-8.628973
1203.315458	-8.774891
1204.314888	-8.642553
1205.315442	-8.740036
1206.316206	-8.741251
1207.315937	-8.601414
1208.316949	-8.658560
1209.316924	-8.766586
1210.318583	-8.634649
1211.318626	-8.844408
1212.318320	-8.851701
1213.317872	-8.647414
1214.317973	-8.593711
1215.319259	-8.601410
1216.318927	-8.776110
1217.319317	-8.869130
1218.319211	-8.886358
1219.318742	-8.530881
1220.319055	-8.402997
1221.318993	-8.734157
1222.319094	-8.781781
1223.319632	-8.912908
1224.319067	-8.737802
1225.318830	-8.675179
1226.318669	-8.801242
1227.320225	-8.873997
1228.320066	-8.823126
1229.321295	-8.605664
1230.321321	-8.624312
1231.321602	-8.610529
1232.322454	-8.730913
1233.323448	-8.863455
1234.322964	-8.772455
1235.323440	-8.639508
1236.323034	-8.634239
1237.323740	-8.724021
1238.325611	-8.688959
1239.324807	-8.753003
1240.325044	-8.855149
