#t 2.78 
#d 1
#n 50

#0	-0.13	0.08
#0	0.54	0.06
#50	1.04	0.67
#70	0.88	1.49
#90	0.92	1.16
#110	0.81	0.98
#120	0.69	0.98
#130	-0.04	1.4
140	-18	1.9
131	-0.73	1.2
132	-1.05	1.4
133	-1.55	1.86
134	-2.23	1.65
135	-3.3	0.96
136	-4.68	1.85
137	-6.6	1.8
138	-9.1	1.42
139	-12.7	0.57
#125	-0.17	1.42
#160	-252	6.29
