#p 3E-6
#d 3
#m k6487
1200 -12.399E6 496E3
1099 -6.463E6 410E3
1001 -2.437E6 159E3
900 -823E3 75E3
801 -457E3 82E3
701 -58E3 12E3
#600 -1.072E3 50
