#lab INRiM MiCb 30mK plate
#hv keithley6487
#s CNTArO2Etching_N1new
#t 
#d 0.5
#N 20
#dbm 5
#
#Voltage	Temperature	Current	SD
#V	K	pA	pA
0.000000	2.849000	-0.577295	17.685500
0.200000	2.849000	0.397821	18.778670
0.400000	2.849000	-1.692234	59.718720
0.600000	2.849000	0.613555	59.384640
0.800000	2.849000	1.346160	14.575230
1.000000	2.849000	0.323261	58.845550
1.200000	2.849000	-2.102944	89.823590
1.400000	2.849000	0.805109	42.233410
1.600000	2.849000	0.434370	35.220070
1.800000	2.849000	-1.264212	46.045580
2.000000	2.849000	-1.954788	55.335780
2.200000	2.849000	-0.528575	61.489940
2.400000	2.849000	0.507166	70.315980
2.600000	2.849000	0.396622	61.494130
2.800000	2.849000	-1.757000	61.926510
3.000000	2.849000	0.623109	49.506360
3.200000	2.849000	-0.390145	35.089030
3.400000	2.849000	0.022232	25.840620
3.600000	2.849000	1.375603	54.478880
3.800000	2.849000	-1.090138	42.054560
4.000000	2.849000	0.721900	23.751230
4.200000	2.849000	-0.634822	23.485320
4.400000	2.849000	0.102072	40.238560
4.600000	2.849000	0.954514	32.947770
4.800000	2.849000	0.045444	61.037500
5.000000	2.849000	1.079431	52.243320
5.200000	2.849000	-1.008399	30.845430
5.400000	2.849000	-0.109745	26.688060
5.600000	2.849000	1.339665	24.828150
5.800000	2.849000	-0.312124	35.405210
6.000000	2.849000	1.024858	29.446970
6.200000	2.849000	1.149133	34.467690
6.400000	2.849000	-0.511909	48.485470
6.600000	2.849000	0.629670	19.314570
6.800000	2.849000	0.272736	32.778560
7.000000	2.849000	-1.161434	32.170580
7.200000	2.849000	-0.385387	16.116240
7.400000	2.849000	-0.737807	27.927430
7.600000	2.849000	1.280506	23.025650
7.800000	2.849000	0.579633	32.432050
8.000000	2.849000	-0.324121	53.547580
8.200000	2.849000	-0.465948	44.924130
8.400000	2.849000	-0.922212	49.721170
8.600000	2.849000	1.120450	51.570220
8.800000	2.849000	-0.070715	43.970910
9.000000	2.849000	-0.810149	14.576190
9.200000	2.849000	0.791694	37.213830
9.400000	2.849000	-0.195638	32.981760
9.600000	2.849000	1.004161	17.806050
9.800000	2.849000	-0.893050	22.943100
10.000000	2.849000	0.025150	34.654430
10.200000	2.849000	-0.402693	39.002150
10.400000	2.849000	0.669949	36.206380
10.600000	2.849000	1.231006	47.960970
10.800000	2.849000	-0.539742	40.018560
11.000000	2.849000	0.479438	29.442360
11.200000	2.849000	1.462085	16.969980
11.400000	2.849000	0.239016	19.815390
11.600000	2.849000	0.401996	21.959530
11.800000	2.849000	1.138038	34.536080
12.000000	2.849000	-0.987722	33.045150
12.200000	2.849000	0.308719	15.853750
12.400000	2.849000	-0.507516	48.523880
12.600000	2.849000	0.438177	35.587670
12.800000	2.849000	0.593610	29.380570
13.000000	2.849000	0.141965	19.982660
13.200000	2.849000	-0.863288	40.724180
13.400000	2.849000	1.292819	36.335850
13.600000	2.849000	1.502358	18.915050
13.800000	2.849000	0.798013	25.696070
14.000000	2.849000	0.841696	31.707420
14.200000	2.849000	-0.688461	34.425210
14.400000	2.849000	0.260500	20.092440
14.600000	2.849000	0.137786	18.593640
14.800000	2.849000	0.235280	24.685810
15.000000	2.849000	-0.406089	14.008150
15.200000	2.849000	0.221243	22.836420
15.400000	2.849000	-0.053575	18.334060
15.600000	2.849000	-0.242871	22.164520
15.800000	2.849000	0.190809	9.072096
16.000000	2.849000	0.433640	12.866320
16.200000	2.849000	0.331181	18.719760
16.400000	2.849000	0.445080	25.151280
16.600000	2.849000	-0.791759	24.365470
16.800000	2.849000	-0.150658	21.566350
17.000000	2.849000	0.097817	23.773880
17.200000	2.849000	0.633686	41.164240
17.400000	2.849000	-0.558393	25.540590
17.600000	2.849000	0.302401	15.301050
17.800000	2.849000	-0.203679	17.128130
18.000000	2.849000	-0.136822	19.936180
18.200000	2.849000	1.023637	40.990440
18.400000	2.849000	-0.500920	50.871880
18.600000	2.849000	1.248641	27.886470
18.800000	2.849000	0.768866	26.011430
19.000000	2.849000	-0.012623	24.917120
19.200000	2.849000	-0.738126	25.028430
19.400000	2.849000	0.220357	42.578450
19.600000	2.849000	1.762098	41.666600
19.800000	2.849000	-0.349380	29.801980
20.000000	2.849000	-0.050424	24.189880
20.200000	2.849000	-0.023428	16.411830
20.400000	2.849000	-3.805666	64.011100
20.600000	2.849000	1.455539	63.860110
20.800000	2.849000	1.133975	15.860930
21.000000	2.849000	-1.347835	40.544480
21.200000	2.849000	1.604049	23.563800
21.400000	2.849000	-0.007704	15.624180
21.600000	2.849000	0.098787	20.624820
21.800000	2.849000	2.600388	30.070600
22.000000	2.849000	-0.683581	29.272310
22.200000	2.849000	-0.314361	29.370100
22.400000	2.849000	-1.426203	53.727440
22.600000	2.849000	0.122744	39.252000
22.800000	2.849000	0.193203	28.882770
23.000000	2.849000	-0.115022	46.651820
23.200000	2.849000	0.471329	28.657980
23.400000	2.849000	2.757436	36.303610
23.600000	2.849000	0.034097	32.515480
23.800000	2.849000	0.534929	46.156460
24.000000	2.849000	-0.234219	33.496280
24.200000	2.849000	1.702847	47.890940
24.400000	2.849000	-1.856214	38.965530
24.600000	2.849000	1.685669	33.275300
24.800000	2.849000	0.795981	21.026790
25.000000	2.849000	-0.044098	37.084720
25.200000	2.849000	0.599733	34.159670
25.400000	2.849000	1.602373	52.846060
25.600000	2.849000	-1.110703	23.869100
25.800000	2.849000	-0.070319	16.703690
26.000000	2.849000	1.356903	26.046990
26.200000	2.849000	0.798415	16.599720
26.400000	2.849000	0.706105	22.703120
26.600000	2.849000	1.229499	35.039950
26.800000	2.849000	-1.659872	43.241420
27.000000	2.849000	0.881230	18.251910
27.200000	2.849000	-1.134948	39.274150
27.400000	2.849000	0.174826	12.772110
27.600000	2.849000	-1.742717	32.495000
27.800000	2.849000	-0.103608	15.496490
28.000000	2.849000	-0.022280	18.385510
28.200000	2.849000	-0.094232	15.231310
28.400000	2.849000	-0.530753	20.323510
28.600000	2.849000	1.164823	22.716100
28.800000	2.849000	1.519345	33.665280
29.000000	2.849000	-0.510532	18.942050
29.200000	2.849000	-0.227489	33.713650
29.400000	2.849000	1.815484	34.061120
29.600000	2.849000	-1.200351	38.435950
29.800000	2.849000	1.829366	55.861000
30.000000	2.849000	-0.718983	35.069550
30.200000	2.849000	1.561186	24.379510
30.400000	2.849000	2.307889	43.009330
30.600000	2.849000	0.964947	28.275280
30.800000	2.849000	0.158308	15.955860
31.000000	2.849000	2.116405	44.865760
31.200000	2.849000	0.615435	32.206700
31.400000	2.849000	1.320275	21.341960
31.600000	2.849000	-0.442432	17.487000
31.800000	2.849000	0.425076	15.811450
32.000000	2.849000	0.883758	26.336400
32.200000	2.849000	1.740864	39.265540
32.400000	2.849000	-1.033920	33.233590
32.600000	2.849000	-1.270421	38.137720
32.800000	2.849000	1.215634	38.619830
33.000000	2.849000	-1.133152	33.275040
33.200000	2.849000	1.064602	24.183320
33.400000	2.849000	1.065884	44.216680
33.600000	2.849000	-0.674647	27.724560
33.800000	2.849000	1.028707	12.061780
34.000000	2.849000	0.663749	10.338700
34.200000	2.849000	0.109627	27.371680
34.400000	2.849000	1.216458	20.569550
34.600000	2.849000	0.547769	24.177350
34.800000	2.849000	-1.008244	25.498040
35.000000	2.849000	0.798904	29.916810
35.200000	2.849000	-0.278786	32.831010
35.400000	2.849000	1.729703	24.685580
35.600000	2.849000	0.018992	23.579990
35.800000	2.849000	0.462169	33.962050
36.000000	2.849000	-0.885328	18.881180
36.200000	2.849000	0.126796	20.573600
36.400000	2.849000	-0.663449	22.182900
36.600000	2.849000	-0.069748	37.156070
36.800000	2.849000	2.140171	46.302430
37.000000	2.849000	-0.824104	24.868500
37.200000	2.849000	-1.040936	22.864380
37.400000	2.849000	-0.112429	18.882960
37.600000	2.849000	0.076766	16.316900
37.800000	2.849000	1.263860	21.856000
38.000000	2.849000	0.484876	18.152950
38.200000	2.849000	0.183230	22.415960
38.400000	2.849000	0.696448	16.777940
38.600000	2.849000	-0.261702	27.596260
38.800000	2.849000	1.370721	26.197410
39.000000	2.849000	-0.939122	23.118710
39.200000	2.849000	0.977159	18.754430
39.400000	2.849000	0.416691	11.584830
39.600000	2.849000	-0.847910	17.606780
39.800000	2.849000	0.179699	14.093830
40.000000	2.849000	-0.548113	21.961370
40.200000	2.849000	-0.494270	16.893800
40.400000	2.849000	-0.312570	17.881240
40.600000	2.849000	-0.376160	15.272440
40.800000	2.849000	0.027069	13.161120
41.000000	2.849000	0.234822	15.265460
41.200000	2.849000	-0.406745	9.020889
41.400000	2.849000	0.178895	15.029890
41.600000	2.849000	-0.404394	11.021310
41.800000	2.849000	0.175381	13.930350
42.000000	2.849000	-0.093438	18.383530
42.200000	2.849000	0.712174	19.040660
42.400000	2.849000	-0.033596	17.347130
42.600000	2.849000	0.099243	12.049960
42.800000	2.849000	0.602289	9.195226
43.000000	2.849000	-0.126567	6.011519
43.200000	2.849000	0.207133	5.719373
43.400000	2.849000	-0.497494	13.262170
43.600000	2.849000	0.061902	11.451200
43.800000	2.849000	0.065366	16.139310
44.000000	2.849000	0.284648	21.545450
44.200000	2.849000	-0.178673	19.241730
44.400000	2.849000	0.799276	34.174010
44.600000	2.849000	-0.860511	21.463440
44.800000	2.849000	-0.112924	17.686410
45.000000	2.849000	0.341417	26.454000
45.200000	2.849000	-0.625947	22.671720
45.400000	2.849000	0.514980	13.486200
45.600000	2.849000	0.873327	11.767880
45.800000	2.849000	0.654114	9.362647
46.000000	2.849000	0.258639	6.798360
46.200000	2.849000	0.902936	12.030610
46.400000	2.849000	0.485990	12.941570
46.600000	2.849000	1.075951	13.963030
46.800000	2.849000	0.127865	21.695110
47.000000	2.849000	1.435743	16.355630
47.200000	2.849000	0.962029	17.679050
47.400000	2.849000	1.492079	24.298310
