#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 0.5
#V 112
#
#Time	Temp	Current
# s	K	pA	
0.000000	2.808000	0.529543
1.000193	2.808000	0.564196
2.000365	2.759000	0.511304
3.001724	2.759000	0.355670
4.000966	2.782000	0.495700
5.001299	2.782000	0.482934
6.002557	2.800000	0.625599
7.002000	2.800000	0.487189
8.002300	2.800000	0.570681
9.002368	2.756000	0.524882
10.002584	2.756000	0.558116
11.002021	2.796000	0.408967
12.002615	2.796000	0.496308
13.003310	2.796000	0.696323
14.003184	2.788000	0.706253
15.003826	2.788000	0.436932
16.004852	2.754000	0.476651
17.003898	2.754000	0.534812
18.004249	2.806000	0.750836
19.004357	2.806000	0.641608
20.004731	2.806000	0.381812
21.005312	2.777000	0.529543
22.005825	2.777000	0.614656
23.006322	2.757000	0.808794
24.006123	2.757000	0.528530
25.006460	2.757000	0.421328
26.005881	2.810000	0.651943
27.006552	2.810000	0.482731
28.006636	2.768000	0.694499
29.006669	2.768000	0.597025
30.007625	2.765000	0.575544
31.007761	2.765000	0.556495
32.006924	2.765000	0.450712
33.008170	2.809000	0.747999
34.008475	2.809000	0.740096
35.007924	2.761000	0.551226
