#p 3E-6
#d 4
#m k6487
1601 -2.597E6 99E3
1500 -1.042E6 53E3
1400 -677E3 23E3
#1300 -215E3 15E3
#1202 -38.7E3 6.3E3
1701 -5.545E6 216E3
1800 -9.255E6 349E3
