#d 3
#p 4.0E-6

6 -0.07 0.08
100 -0.09 0.09
201 -0.03 0.21
225 -0.012 0.11
249 -0.06 0.10
274 -0.95 0.15
299 -16.8 1.8
325 -147.3 4.6
351 -1370 285
