#p 3E-6
#d 3
#m k6487
1300 -35.599E6 1.77E6
1199 -20.133E6 774E3
1101 -6.665E6 232E3
999 -2.038E6 100E3
900 -604E3 24E3
#800 -67.6E3 10E3
