#p 6E-6
#d 1
# hv [V] i1 i2 i3 ... [nA]
1007 0.0301 0.0298 0.0367 0.0565 0.0338 0.0334 0.0324 0.0561 0.0327 0.0439
1201 239.4 149.56 317.5 257.1 297.2 158.02 137.36 400.9 469.5 323.9
1402 835.6 834.0 1116.4 1113.5 1130.8 1101.1 1001.4 1031.9 1045.7 996.2
1603 8368 10269 10849 9522 9189 10564 8734 10203 8755 
1802 20310 20190 20060 21040 20690 20380 21040 21300 20660
