#p 4.0E-6
#d 3

225 -0.30 0.06
250 -1.65 0.49
274 -11.0 1.1  # this is from CNTetchedOLD_Strongnew_d3_20230927_drain.dat
301 -80 14     # this is from CNTetchedOLD_Strongnew_d3_20230927_drain.dat
