#lab INRiM MiCa
#hv keithley6487
#s CNTArO2Etching_AsGrown
#t 2.7 
#d 1.5
#N 20
#dbm 2
#
#Voltage	Current	SD
#V	pA
365.200000	-71.438650	0.345171
365.400000	-75.100070	0.411673
365.600000	-75.835170	0.394306
365.800000	-77.034540	0.343977
366.000000	-77.925360	0.383809
366.200000	-78.526300	0.397541
366.400000	-79.003470	0.431728
366.600000	-79.866310	0.374571
366.800000	-80.279170	0.436242
367.000000	-81.292330	0.399055
367.200000	-81.749230	0.356073
367.400000	-83.022230	0.390407
367.600000	-84.545890	0.385636
367.800000	-85.450060	0.408302
368.000000	-85.678890	0.398400
368.200000	-86.158990	0.447969
368.400000	-87.358600	0.296937
368.600000	-88.093390	0.322050
368.800000	-89.023740	0.417187
369.000000	-111.761400	0.427037
369.200000	-129.851800	0.394854
369.400000	-137.681600	0.385722
369.600000	-139.443700	0.376449
369.800000	-140.742200	0.368957
370.000000	-142.187000	0.456949
370.200000	-142.648600	0.395666
370.400000	-143.338500	0.388023
370.600000	-143.844300	0.387679
370.800000	-144.756300	0.382411
371.000000	-147.471000	0.360451
371.200000	-149.992900	0.454213
371.400000	-151.315300	0.449064
371.600000	-152.635900	0.385712
371.800000	-153.438300	0.358849
372.000000	-154.147900	0.431110
372.200000	-154.457000	0.452692
372.400000	-155.093500	0.429188
372.600000	-156.506000	0.457372
372.800000	-158.875300	0.411513
373.000000	-162.228100	0.424286
373.200000	-164.222400	0.389672
373.400000	-165.364800	0.496902
373.600000	-167.521700	0.461899
373.800000	-168.576400	0.410369
374.000000	-171.912500	0.423658
374.200000	-173.729300	0.306068
374.400000	-178.101200	0.382978
374.600000	-181.838400	0.414025
374.800000	-187.269900	0.468214
375.000000	-191.035500	0.346798
375.200000	-192.463100	0.269597
375.400000	-193.525400	0.363279
375.600000	-194.228400	0.438094
375.800000	-194.821000	0.389262
376.000000	-196.958200	0.379337
376.200000	-198.808700	0.319238
376.400000	-200.251700	0.311327
376.600000	-201.607200	0.365339
376.800000	-202.754900	0.368255
377.000000	-205.985900	0.359522
377.200000	-208.040000	0.382837
377.400000	-208.943200	0.382835
377.600000	-212.325500	0.306325
377.800000	-213.659400	0.359250
378.000000	-214.728900	0.390798
378.200000	-215.928400	0.373062
378.400000	-216.666700	0.353670
378.600000	-217.843200	0.392197
378.800000	-221.160400	0.336095
379.000000	-226.933900	0.380705
379.200000	-258.347100	0.382454
379.400000	-279.864200	0.381419
379.600000	-290.930500	0.349617
379.800000	-298.142900	0.323942
380.000000	-302.232900	0.347619
380.200000	-306.637200	0.396806
380.400000	-309.673400	0.407789
380.600000	-313.732600	0.367000
380.800000	-317.914500	0.355221
381.000000	-323.707300	0.343223
381.200000	-328.675700	0.428340
381.400000	-333.098400	0.409991
381.600000	-335.656600	0.371424
381.800000	-338.341300	0.384096
382.000000	-339.819800	0.378237
382.200000	-342.830400	0.367045
382.400000	-346.324200	0.396183
382.600000	-348.272400	0.388293
382.800000	-349.866800	0.331297
383.000000	-351.612500	0.380756
383.200000	-353.014200	0.386804
383.400000	-353.981900	0.332487
383.600000	-356.676800	0.366470
383.800000	-359.728500	0.440934
384.000000	-362.502600	0.398085
384.200000	-365.332600	0.384577
384.400000	-369.717500	0.375815
384.600000	-374.757800	0.354760
384.800000	-379.539200	0.402561
385.000000	-382.038200	0.423901
385.200000	-384.839100	0.400180
385.400000	-386.143900	0.381530
385.600000	-388.872200	0.383344
385.800000	-391.155400	0.346525
386.000000	-392.977400	0.363710
386.200000	-394.550300	0.398279
386.400000	-398.141400	0.369159
386.600000	-401.263600	0.350392
386.800000	-404.228100	0.343578
387.000000	-405.482500	0.396351
387.200000	-407.578200	0.375849
387.400000	-409.457100	0.397039
387.600000	-411.384500	0.349081
387.800000	-412.829300	0.360674
388.000000	-414.405400	0.347271
388.200000	-415.634100	0.383359
388.400000	-419.158200	0.380016
388.600000	-426.450700	0.411931
388.800000	-433.338900	0.361605
389.000000	-438.688800	0.332774
389.200000	-448.480500	0.413506
389.400000	-460.846600	0.394411
389.600000	-484.988500	0.358259
389.800000	-513.984200	0.391655
390.000000	-530.230600	0.374533
390.200000	-536.493600	0.382180
390.400000	-539.038000	0.363806
390.600000	-542.299400	0.352204
390.800000	-545.310900	0.372701
391.000000	-547.320300	0.346277
391.200000	-549.325400	0.398316
391.400000	-551.580200	0.377620
391.600000	-553.440300	0.312391
391.800000	-555.981200	0.383968
392.000000	-558.254600	0.423039
392.200000	-561.665000	0.387388
392.400000	-564.495900	0.392972
392.600000	-567.348800	0.340295
392.800000	-570.382700	0.381898
393.000000	-572.844600	0.432552
393.200000	-576.078000	0.412287
393.400000	-580.749800	0.352252
393.600000	-585.365000	0.357024
393.800000	-591.119100	0.384317
394.000000	-598.474000	0.397958
394.200000	-606.628500	0.381995
394.400000	-612.939400	0.374389
394.600000	-617.254900	0.428812
394.800000	-621.239100	0.385257
395.000000	-623.918700	0.349537
395.200000	-626.087800	0.353643
395.400000	-628.515100	0.415357
395.600000	-631.161600	0.403288
395.800000	-635.127100	0.390715
396.000000	-640.981200	0.352454
396.200000	-644.585700	0.329883
396.400000	-647.627600	0.397019
396.600000	-649.820300	0.401736
396.800000	-651.587200	0.391356
397.000000	-653.074100	0.379165
397.200000	-655.379900	0.334010
397.400000	-659.908600	0.368021
397.600000	-662.857700	0.410318
397.800000	-665.596500	0.386475
398.000000	-669.197500	0.378175
398.200000	-673.806000	0.403007
398.400000	-680.262600	0.355083
398.600000	-684.527400	0.311796
398.800000	-688.307300	0.351170
399.000000	-692.880600	0.383108
399.200000	-697.805800	0.406111
399.400000	-702.717400	0.405083
399.600000	-707.713100	0.354093
399.800000	-714.985300	0.404492
400.000000	-724.013300	0.392831
400.200000	-735.003800	0.428845
400.400000	-743.934200	0.385562
400.600000	-753.423900	0.489974
400.800000	-763.850600	0.316697
401.000000	-778.823700	0.349233
401.200000	-789.577300	0.319657
401.400000	-802.651100	0.381450
401.600000	-815.460300	0.445209
401.800000	-826.165200	0.338432
402.000000	-834.386600	0.345250
402.200000	-841.499500	0.373730
402.400000	-847.154600	0.413237
402.600000	-854.476200	0.370092
402.800000	-860.452400	0.408097
403.000000	-866.420700	0.392694
403.200000	-872.473400	0.331676
403.400000	-877.986000	0.377818
403.600000	-882.175000	0.362853
403.800000	-887.160400	0.372517
404.000000	-892.078000	0.401267
404.200000	-897.120700	0.420836
404.400000	-902.001900	0.381129
404.600000	-905.489000	0.397338
404.800000	-908.774000	0.361425
405.000000	-917.491000	0.385631
405.200000	-934.857000	0.361601
405.400000	-943.009400	0.382986
405.600000	-948.871000	0.354449
405.800000	-960.123100	0.413111
406.000000	-981.677300	0.400048
406.200000	-997.988400	0.362922
406.400000	-1004.632000	0.331023
406.600000	-1007.699000	0.334348
406.800000	-1010.356000	0.378941
407.000000	-1012.711000	0.447198
407.200000	-1015.164000	0.360592
407.400000	-1018.377000	0.427508
407.600000	-1021.605000	0.402122
407.800000	-1025.768000	0.353680
408.000000	-1030.066000	0.395033
408.200000	-1033.778000	0.471003
408.400000	-1037.287000	0.355528
408.600000	-1041.010000	0.397743
408.800000	-1045.807000	0.430814
409.000000	-1050.880000	0.442289
409.200000	-1056.660000	0.427814
409.400000	-1064.911000	0.373279
409.600000	-1077.775000	0.396163
409.800000	-1087.151000	0.407950
410.000000	-1096.822000	0.460879
410.000000	-1096.889000	0.438296
409.800000	-1087.053000	0.352239
409.600000	-1077.449000	0.387596
409.400000	-1064.632000	0.377051
409.200000	-1056.284000	0.426629
409.000000	-1050.381000	0.448803
408.800000	-1045.249000	0.362684
408.600000	-1040.527000	0.387007
408.400000	-1037.015000	0.452965
408.200000	-1033.455000	0.414742
408.000000	-1029.594000	0.420862
407.800000	-1025.315000	0.427580
407.600000	-1021.085000	0.422808
407.400000	-1018.156000	0.464588
407.200000	-1015.075000	0.432421
407.000000	-1012.456000	0.331774
406.800000	-1009.968000	0.375166
406.600000	-1007.399000	0.427962
406.400000	-1004.349000	0.387968
406.200000	-997.889100	0.409597
406.000000	-980.288400	0.382713
405.800000	-958.809100	0.372860
405.600000	-947.861600	0.430310
405.400000	-942.355700	0.392287
405.200000	-933.297800	0.403199
405.000000	-914.971400	0.396343
404.800000	-908.110100	0.329107
404.600000	-904.775400	0.438150
404.400000	-901.230300	0.430591
404.200000	-896.336100	0.409243
404.000000	-891.224900	0.324740
403.800000	-886.560500	0.381664
403.600000	-881.610500	0.373618
403.400000	-877.194800	0.393157
403.200000	-871.349500	0.350400
403.000000	-865.756700	0.304473
402.800000	-859.997200	0.363463
402.600000	-854.196400	0.411699
402.400000	-846.724500	0.379436
402.200000	-840.637900	0.390487
402.000000	-833.506800	0.403047
401.800000	-825.192500	0.380162
401.600000	-813.997300	0.391973
401.400000	-800.315600	0.413351
401.200000	-788.177600	0.477872
401.000000	-776.277500	0.402240
400.800000	-762.317800	0.344678
400.600000	-751.862800	0.359245
400.400000	-742.648700	0.369557
400.200000	-733.072500	0.445055
400.000000	-722.730500	0.375639
399.800000	-713.405300	0.383161
399.600000	-706.855800	0.378095
399.400000	-701.611100	0.349420
399.200000	-696.653000	0.306005
399.000000	-691.467900	0.414037
398.800000	-687.402000	0.453683
398.600000	-683.632000	0.415679
398.400000	-679.322400	0.391646
398.200000	-672.601500	0.386131
398.000000	-668.049700	0.392088
397.800000	-664.509300	0.451146
397.600000	-662.056400	0.454066
397.400000	-658.279600	0.449225
397.200000	-654.590300	0.365142
397.000000	-652.596400	0.393215
396.800000	-650.970400	0.431233
396.600000	-648.926500	0.458892
396.400000	-646.346600	0.460874
396.200000	-643.312200	0.423569
396.000000	-639.182900	0.302283
395.800000	-634.094100	0.315854
395.600000	-630.882000	0.432137
395.400000	-628.392300	0.462291
395.200000	-625.829600	0.440961
395.000000	-623.554200	0.367310
394.800000	-619.409500	0.358664
394.600000	-614.905500	0.366909
394.400000	-609.707500	0.462307
394.200000	-603.224700	0.435879
394.000000	-594.815100	0.418162
393.800000	-588.641800	0.311596
393.600000	-583.062500	0.366263
393.400000	-579.013500	0.393173
393.200000	-575.311500	0.427281
393.000000	-572.986700	0.450690
392.800000	-570.593800	0.445912
392.600000	-566.775500	0.280782
392.400000	-563.738200	0.397227
392.200000	-559.990400	0.474379
392.000000	-556.922500	0.455268
391.800000	-554.448900	0.423644
391.600000	-552.417200	0.329950
391.400000	-550.623700	0.289349
391.200000	-548.533200	0.406370
391.000000	-546.598600	0.439710
390.800000	-544.532900	0.401792
390.600000	-540.845300	0.386485
390.400000	-538.337200	0.388824
390.200000	-534.789700	0.319678
390.000000	-526.102900	0.400981
389.800000	-501.669700	0.537911
389.600000	-471.192000	0.375901
389.400000	-451.130800	0.383640
389.200000	-441.503700	0.429533
389.000000	-435.369000	0.460911
388.800000	-431.185300	0.444305
388.600000	-424.313400	0.451671
388.400000	-417.668500	0.375681
388.200000	-415.387600	0.412401
388.000000	-413.827800	0.353507
387.800000	-412.479400	0.393071
387.600000	-410.739000	0.431048
387.400000	-408.717300	0.382760
387.200000	-406.277300	0.382798
387.000000	-404.707300	0.435426
386.800000	-402.449900	0.346182
386.600000	-399.313700	0.428405
386.400000	-395.758000	0.424116
386.200000	-393.857800	0.421509
386.000000	-392.188500	0.386617
385.800000	-390.727200	0.355751
385.600000	-387.824900	0.426107
385.400000	-386.201700	0.403716
385.200000	-383.969700	0.441397
385.000000	-381.394700	0.401319
384.800000	-376.973600	0.314999
384.600000	-372.760500	0.427908
384.400000	-367.814200	0.434680
384.200000	-363.936700	0.485644
384.000000	-360.466600	0.434998
383.800000	-358.184700	0.378594
383.600000	-355.050000	0.387710
383.400000	-353.790900	0.405345
383.200000	-352.615800	0.425726
383.000000	-351.346400	0.417022
382.800000	-349.626600	0.366108
382.600000	-347.819300	0.340543
382.400000	-344.247500	0.345092
382.200000	-341.030300	0.375454
382.000000	-339.172400	0.383266
381.800000	-337.237300	0.431980
381.600000	-334.620000	0.393170
381.400000	-331.237900	0.363650
381.200000	-326.022800	0.370538
381.000000	-320.171500	0.357808
380.800000	-315.934800	0.393448
380.600000	-311.979700	0.405829
380.400000	-307.196200	0.354979
380.200000	-304.494000	0.360143
380.000000	-300.511800	0.357467
379.800000	-293.831800	0.400490
379.600000	-283.552800	0.349673
379.400000	-260.389800	0.413417
379.200000	-235.592600	0.440010
379.000000	-222.823600	0.364220
378.800000	-219.525800	0.362528
378.600000	-217.902100	0.414942
378.400000	-215.843000	0.368589
378.200000	-214.666300	0.420821
378.000000	-213.625700	0.318712
377.800000	-212.725900	0.316119
377.600000	-210.485700	0.357166
377.400000	-208.180200	0.396744
377.200000	-205.985100	0.348825
377.000000	-203.366600	0.361154
376.800000	-201.981300	0.337461
376.600000	-200.260600	0.373965
376.400000	-199.105200	0.362972
376.200000	-197.643800	0.353071
376.000000	-195.918900	0.384245
375.800000	-194.670400	0.377019
375.600000	-193.958700	0.367654
375.400000	-192.820600	0.325020
375.200000	-191.622000	0.380016
375.000000	-187.120300	0.401254
374.800000	-183.400100	0.415035
374.600000	-180.192000	0.379317
374.400000	-176.045000	0.379301
374.200000	-173.348800	0.314592
374.000000	-168.647000	0.334394
373.800000	-167.136900	0.409786
373.600000	-165.520400	0.410740
373.400000	-164.271400	0.325103
373.200000	-163.280500	0.348039
373.000000	-160.997200	0.389634
372.800000	-157.088000	0.407591
372.600000	-155.378900	0.401439
372.400000	-154.426500	0.380293
372.200000	-154.111100	0.370238
372.000000	-153.440600	0.324754
371.800000	-152.834200	0.353087
371.600000	-151.951700	0.369638
371.400000	-150.937100	0.351842
371.200000	-148.552800	0.343325
371.000000	-145.775000	0.390346
370.800000	-143.693400	0.340618
370.600000	-143.321200	0.342958
370.400000	-142.697900	0.321959
370.200000	-142.236200	0.369398
370.000000	-140.969100	0.402281
369.800000	-139.966900	0.381260
369.600000	-138.275700	0.335493
369.400000	-131.094500	0.337005
369.200000	-112.117400	0.335111
369.000000	-89.810470	0.400912
368.800000	-88.445730	0.440472
368.600000	-87.825080	0.446137
368.400000	-86.305570	0.316147
368.200000	-85.580380	0.325453
368.000000	-85.339120	0.343139
367.800000	-84.368660	0.400481
367.600000	-83.387390	0.408710
367.400000	-82.271520	0.474140
367.200000	-81.720550	0.409633
367.000000	-80.429020	0.316053
366.800000	-79.911250	0.421374
366.600000	-78.892380	0.443176
366.400000	-78.561830	0.424564
366.200000	-77.920320	0.477356
366.000000	-77.075390	0.327585
365.800000	-75.750790	0.462555
365.600000	-75.220930	0.366502
365.400000	-71.539500	0.453441
365.200000	-70.947230	0.391466
365.000000	-70.387290	0.373285
364.800000	-70.000350	0.343696
364.600000	-69.693040	0.392078
364.400000	-69.456360	0.363567
364.200000	-68.313740	0.412329
364.000000	-66.920230	0.420854
363.800000	-65.653950	0.414785
363.600000	-64.909170	0.362146
363.400000	-63.047730	0.355979
363.200000	-62.728700	0.338917
363.000000	-62.248580	0.386400
362.800000	-61.739360	0.409446
362.600000	-60.858510	0.384457
362.400000	-60.050110	0.337470
362.200000	-59.198120	0.383485
362.000000	-58.619120	0.342091
361.800000	-58.295380	0.362244
361.600000	-55.710870	0.395494
361.400000	-55.020110	0.326217
361.200000	-54.371000	0.357204
361.000000	-53.980830	0.388788
360.800000	-53.723150	0.356498
360.600000	-53.582650	0.413620
360.400000	-52.989420	0.366783
360.200000	-52.807740	0.345230
360.000000	-52.676430	0.314169
359.800000	-52.258550	0.375872
359.600000	-52.150620	0.353068
359.400000	-51.968520	0.351710
359.200000	-51.012970	0.365462
359.000000	-50.532890	0.345440
358.800000	-50.382550	0.359322
358.600000	-50.096610	0.438538
358.400000	-49.314440	0.316592
358.200000	-44.944940	0.386244
358.000000	-34.002860	0.381623
