#p 8E-6
#d 2
# 14esimo scan: deltaV negativo, panino con una rondelle di teflon
6 -1.16 0.02
39 -1.78 0.19
80 -2.25 0.13
120 -2.54 0.29
161 -2.72 0.29
200 -3.12 0.10
250 -3.63 0.17
300 -4.10 0.75
349 -4.34 0.20
399 -5.08 0.20
499 -5.73 0.41
600 -8.39 0.73
701 -7.92 0.32
806 -8.61 0.58
901 -8.83 0.58
1000 -10.2 1.07

