#d 4
#p 5E-6
1000 12.8E6 396E3
949 10.7E6 213E3
900 9.97E6 544E3
849 8.21E6 351E3
800 7.34E6 199E3
749 5.31E6 293E3
699 1.37E6 358E3
650 7.83E3 2.44E3
600 5.36 1.18
550 1.33 0.36
500 -0.09 0.07
250 -0.16 0.06
6 -0.16 0.02
