#p 4.3E-6
#d 3
#m k6487
#compared to data/CNTArO2Etching_N1_d3_new.dat this one is after an overnight stabilization at ~700V, d=3mm 
#(started out with 5-15 microA, then was more like 5-15 nanoA in the morning when I came back)
6 -0.068 0.011
99 -0.03 0.11
199 -0.02 0.11
300 -0.04 0.13
311 -0.06 0.08
321 -0.19 0.12
330 -0.34 0.17
340 -1.41 0.29
350 -5.81 0.54
