#lab INRiM MiCb
#hv keithley6487
#s CNTArO2Etching_Strongnew
#t 2.7
#d 0.5
#V 120
#
#Time	Temp	Current
# s	K	pA	
566.058483	91.567000	108361.800000
568.057731	91.567000	79102.690000
570.057559	91.568000	61626.200000
572.058490	91.572000	63484.310000
574.059138	91.575000	76548.720000
576.058956	91.575000	135875.400000
578.060511	91.575000	84983.590000
580.060518	91.577000	64927.680000
582.060825	91.580000	66137.230000
584.062401	91.581000	50744.420000
586.061583	91.581000	101662.500000
588.062223	91.584000	66456.290000
590.063123	91.584000	63356.700000
592.063008	91.588000	61006.760000
594.062748	91.588000	43324.740000
596.063282	91.589000	46707.060000
598.063158	91.593000	56782.630000
600.063097	91.591000	58648.390000
602.063260	91.591000	63837.040000
604.062658	91.596000	65728.080000
606.064284	91.596000	61050.020000
608.064798	91.597000	38166.400000
610.066362	91.600000	40042.590000
612.067343	91.600000	52914.320000
614.066822	91.602000	174404.300000
616.067275	91.605000	248505.800000
618.068250	91.605000	139945.700000
620.068519	91.605000	138857.600000
622.070062	91.607000	176289.000000
624.071282	91.610000	95676.900000
626.070621	91.611000	140482.400000
628.071125	91.611000	119540.700000
630.071103	91.613000	253739.000000
632.070763	91.614000	190903.100000
634.070859	91.617000	153094.200000
636.071119	91.618000	163697.200000
638.070950	91.618000	122857.700000
640.070972	91.619000	119814.300000
642.072335	91.621000	150249.200000
644.072091	91.623000	130299.100000
646.071558	91.623000	97206.170000
648.072046	91.623000	66943.900000
650.071579	91.625000	75447.820000
652.072018	91.628000	107572.200000
654.071573	91.628000	75588.670000
656.071718	91.627000	70741.860000
658.072278	91.630000	147509.100000
660.071724	91.632000	126784.700000
662.071966	91.634000	130439.600000
664.071808	91.634000	64538.100000
666.073266	91.634000	72420.650000
668.073147	91.637000	68455.830000
670.072931	91.637000	131559.100000
672.072794	91.637000	53335.610000
674.073255	91.640000	69829.930000
676.074128	91.641000	163729.600000
678.074513	91.642000	84389.480000
680.074950	91.642000	104054.100000
682.074734	91.644000	116166.300000
684.075069	91.644000	175484.800000
686.074864	91.647000	89292.310000
688.076003	91.647000	87051.940000
690.075826	91.647000	36745.770000
692.076129	91.649000	37537.060000
694.076269	91.650000	36861.710000
696.076845	91.650000	55626.210000
698.077423	91.650000	72703.070000
700.076864	91.652000	53164.680000
702.076770	91.652000	50000.140000
704.076941	91.654000	141957.500000
706.076644	91.654000	33049.850000
708.076868	91.656000	36396.160000
710.076867	91.656000	48080.050000
712.078428	91.658000	49256.630000
714.079032	91.659000	58978.990000
716.079087	91.659000	64992.290000
718.079588	91.661000	136696.500000
720.080203	91.662000	138073.500000
722.081455	91.664000	61886.140000
724.082233	91.664000	35867.100000
726.082349	91.664000	44828.090000
728.082194	91.665000	23352.350000
730.081628	91.666000	75378.840000
732.081623	91.666000	29987.680000
734.083115	91.666000	30053.140000
736.083239	91.667000	30423.090000
738.083576	91.669000	43414.040000
740.083708	91.669000	89742.190000
742.083934	91.669000	52093.110000
744.083609	91.671000	52902.780000
746.083869	91.672000	47830.110000
748.083768	91.672000	43965.970000
750.083642	91.672000	37979.060000
752.084398	91.674000	40233.950000
754.085457	91.676000	36095.440000
756.085418	91.675000	34506.590000
758.086528	91.675000	33852.140000
760.086632	91.677000	48347.860000
762.086773	91.677000	62547.480000
764.087142	91.678000	68211.100000
766.087303	91.679000	47129.180000
768.086927	91.679000	62490.460000
770.086703	91.680000	31773.930000
772.088310	91.680000	31383.800000
774.088119	91.681000	18717.580000
776.087931	91.681000	18655.470000
778.088086	91.682000	17062.550000
780.087685	91.683000	17374.910000
782.088089	91.683000	36056.070000
784.089029	91.683000	39498.970000
786.090353	91.684000	50846.200000
788.090520	91.686000	47978.580000
790.091488	91.686000	29966.330000
792.093190	91.687000	38947.660000
794.092681	91.687000	41290.110000
796.093408	91.688000	85376.700000
798.092778	91.687000	99793.670000
800.093987	91.688000	50941.800000
802.093995	91.688000	35648.670000
804.093531	91.688000	20494.300000
806.093864	91.690000	21460.510000
808.093875	91.690000	20249.320000
810.095373	91.690000	26292.550000
812.094952	91.691000	14999.650000
814.095124	91.691000	34864.480000
816.095218	91.691000	15011.140000
818.096426	91.693000	17256.540000
820.095901	91.693000	38856.580000
822.095542	91.693000	24179.820000
824.097255	91.694000	45692.020000
826.096797	91.693000	38205.870000
828.097375	91.693000	37934.630000
830.096770	91.693000	43953.960000
832.096668	91.696000	81390.200000
834.097102	91.696000	32077.630000
836.096686	91.696000	63188.540000
838.096717	91.694000	86332.220000
840.097242	91.697000	135920.100000
842.097054	91.696000	67647.320000
844.097414	91.698000	90712.010000
846.096736	91.698000	114839.300000
848.097670	91.698000	207848.600000
850.099106	91.698000	102919.600000
852.100044	91.698000	109120.600000
854.100230	91.698000	96452.550000
856.101454	91.698000	59453.440000
858.100699	91.699000	50220.270000
860.100508	91.699000	66959.810000
862.100961	91.699000	66770.000000
864.102075	91.699000	49169.990000
866.101505	91.701000	45727.950000
868.102815	91.701000	33225.210000
870.104399	91.700000	33719.390000
872.103738	91.700000	22641.160000
874.104507	91.700000	47834.540000
876.106140	91.700000	36015.730000
878.107265	91.702000	46911.850000
880.108341	91.702000	32692.430000
882.107820	91.701000	36690.660000
884.108579	91.701000	29599.380000
886.108668	91.702000	34252.500000
888.108955	91.702000	39184.640000
890.108789	91.702000	30277.020000
892.109388	91.702000	25711.850000
894.108530	91.702000	25451.100000
896.109235	91.703000	31469.600000
898.108726	91.703000	44335.260000
900.109143	91.702000	34779.830000
902.108910	91.702000	36581.500000
904.108533	91.703000	42402.410000
906.109421	91.703000	39661.590000
908.108849	91.702000	48200.860000
910.109379	91.702000	50856.490000
912.109005	91.702000	37730.950000
914.108723	91.702000	36626.960000
916.108586	91.703000	37606.490000
918.108878	91.702000	54839.170000
920.108856	91.701000	50061.460000
922.108977	91.702000	64350.160000
924.108901	91.702000	42374.790000
926.108581	91.701000	33058.010000
928.108605	91.702000	22280.500000
930.108538	91.702000	26758.790000
932.109095	91.702000	25455.240000
934.109244	91.702000	23924.940000
936.108515	91.701000	36135.650000
938.108645	91.702000	50222.840000
940.109097	91.702000	23061.820000
942.108859	91.701000	49101.910000
944.109543	91.701000	25980.690000
946.110146	91.702000	25024.220000
948.109890	91.701000	30948.590000
950.109633	91.701000	44018.310000
952.109837	91.701000	31297.410000
954.111398	91.699000	23676.670000
956.111202	91.699000	62729.850000
958.111670	91.699000	23144.220000
960.113285	91.700000	38244.230000
962.114362	91.699000	13893.720000
964.113779	91.699000	13922.540000
966.113582	91.699000	22252.560000
968.113817	91.698000	21572.250000
970.113533	91.698000	6258.062000
972.114286	91.698000	6018.131000
974.113810	91.698000	9631.851000
976.113829	91.698000	7476.285000
978.114406	91.697000	9836.874000
980.115254	91.696000	11823.730000
982.115370	91.696000	15872.190000
984.115886	91.696000	8321.158000
986.115535	91.695000	12837.620000
988.116211	91.696000	12345.430000
990.115761	91.696000	7113.418000
992.117373	91.696000	9650.478000
994.117130	91.694000	7935.100000
996.116757	91.693000	7264.880000
998.116769	91.693000	8823.246000
1000.116594	91.693000	8188.843000
1002.117338	91.693000	8059.824000
1004.116825	91.692000	8613.360000
1006.116567	91.691000	9569.518000
1008.117012	91.692000	8629.184000
1010.116769	91.692000	10241.340000
1012.116832	91.690000	10304.720000
1014.117185	91.690000	10606.310000
1016.117376	91.688000	11675.930000
1018.117536	91.688000	11881.780000
1020.118199	91.688000	11547.570000
1022.117659	91.689000	11732.340000
1024.118510	91.687000	10623.580000
1026.118852	91.686000	11110.560000
1028.119017	91.686000	13551.590000
1030.119728	91.685000	14611.980000
1032.120296	91.683000	14459.820000
1034.120369	91.682000	41179.830000
1036.120156	91.682000	45207.540000
1038.121334	91.680000	39413.410000
1040.121132	91.678000	28706.280000
1042.122280	91.678000	24897.790000
1044.122483	91.678000	21088.110000
1046.121681	91.677000	25193.660000
1048.121732	91.676000	10576.050000
1050.122293	91.676000	9969.566000
1052.122735	91.675000	15410.030000
1054.123030	91.675000	33881.050000
1056.122789	91.675000	30261.790000
1058.124402	91.675000	89091.020000
1060.123663	91.673000	19341.550000
1062.124083	91.673000	19897.560000
1064.123532	91.672000	17296.050000
1066.123857	91.671000	17170.550000
1068.125144	91.670000	53331.580000
1070.124773	91.670000	64030.930000
1072.125403	91.670000	86712.060000
1074.124496	91.669000	79924.640000
1076.126205	91.669000	89138.660000
1078.125499	91.667000	67833.620000
1080.127140	91.667000	54515.890000
1082.126524	91.666000	24859.100000
1084.127925	91.665000	27602.260000
1086.129013	91.665000	29359.440000
1088.128490	91.665000	25389.750000
1090.129751	91.664000	27904.890000
1092.129942	91.663000	25184.480000
1094.129725	91.662000	23168.430000
1096.129840	91.662000	22915.000000
1098.131156	91.661000	26402.890000
1100.131329	91.660000	35003.520000
1102.132129	91.659000	47159.560000
1104.132922	91.658000	56222.460000
1106.134175	91.658000	30077.090000
1108.133497	91.658000	32359.630000
1110.134076	91.656000	29627.800000
1112.133615	91.654000	28640.850000
1114.135221	91.654000	42940.570000
1116.134776	91.654000	42382.290000
1118.134650	91.653000	21559.290000
1120.134994	91.651000	21419.820000
1122.135303	91.651000	20151.030000
1124.135861	91.651000	16411.820000
1126.136064	91.649000	15900.350000
1128.135768	91.649000	19557.460000
1130.137334	91.648000	20357.460000
1132.136783	91.648000	22003.140000
1134.138053	91.648000	24786.520000
1136.137794	91.645000	24125.760000
1138.138031	91.645000	24991.150000
1140.139389	91.645000	20288.310000
1142.138754	91.643000	21241.620000
1144.138706	91.643000	21349.830000
1146.139217	91.641000	11571.970000
1148.138719	91.641000	12973.510000
1150.139783	91.640000	16074.440000
1152.139739	91.640000	12693.020000
1154.139679	91.638000	16314.490000
1156.140101	91.636000	7609.506000
1158.141291	91.636000	15761.490000
1160.140923	91.634000	18254.190000
1162.142113	91.634000	16902.320000
1164.141899	91.632000	14345.250000
1166.141560	91.632000	17936.200000
1168.142765	91.631000	15534.190000
1170.142963	91.631000	15304.530000
1172.143301	91.629000	13642.510000
1174.142575	91.629000	18881.080000
1176.142649	91.627000	22054.020000
1178.142979	91.626000	32468.470000
1180.144147	91.626000	24410.600000
1182.143973	91.623000	66157.290000
1184.145395	91.623000	40207.530000
1186.144934	91.621000	26385.720000
1188.146133	91.620000	39857.700000
1190.145492	91.619000	30423.280000
1192.145724	91.619000	62307.040000
1194.147185	91.617000	58179.200000
1196.146701	91.617000	47091.280000
1198.147168	91.616000	27755.490000
1200.146861	91.616000	64556.990000
1202.146628	91.615000	55048.720000
1204.146492	91.613000	55286.080000
1206.147049	91.611000	63911.530000
1208.148017	91.610000	41673.880000
1210.148246	91.610000	29822.260000
1212.148287	91.608000	31446.660000
1214.147600	91.607000	22813.860000
1216.149005	91.606000	40988.880000
1218.148589	91.606000	17142.880000
1220.150362	91.603000	19328.870000
1222.149611	91.602000	104737.000000
1224.149991	91.601000	90883.000000
1226.150120	91.601000	53775.780000
1228.149847	91.599000	129536.100000
1230.149883	91.598000	49336.930000
1232.150139	91.595000	63882.470000
1234.150665	91.594000	63967.360000
1236.150836	91.594000	31542.920000
1238.151269	91.592000	34380.290000
1240.150546	91.591000	29020.360000
1242.150940	91.589000	22613.280000
1244.151041	91.589000	127502.800000
1246.151735	91.588000	114356.000000
1248.152314	91.583000	155700.800000
1250.151958	91.580000	74075.570000
1252.153307	91.580000	62521.810000
1254.154119	91.579000	71804.620000
1256.153550	91.577000	57070.840000
1258.154055	91.574000	150839.800000
1260.153965	91.573000	73456.090000
1262.154606	91.573000	84866.400000
1264.155090	91.570000	90775.020000
1266.154814	91.568000	84745.760000
1268.154609	91.567000	99925.830000
1270.154620	91.567000	51590.590000
1272.154719	91.565000	57275.430000
1274.154989	91.562000	186061.600000
1276.155524	91.559000	155683.100000
1278.155772	91.559000	96858.680000
1280.156847	91.558000	115909.600000
1282.158155	91.558000	125917.600000
1284.159173	91.556000	110805.700000
1286.159139	91.554000	945068.000000
1288.158917	91.554000	98999999999999984800000000000000000000000000000000.000000
1290.159353	91.552000	98999999999999984800000000000000000000000000000000.000000
1292.159121	91.551000	19040280000.000000
1294.160017	91.548000	209617.600000
1296.159707	91.548000	75439.450000
1298.161343	91.546000	47269.560000
1300.161335	91.543000	74877.890000
1302.162150	91.544000	59152.090000
1304.161749	91.544000	47563.540000
1306.161615	91.539000	44763.940000
1308.163391	91.537000	35536.600000
1310.164137	91.535000	50553.590000
1312.163567	91.535000	42842.880000
1314.163642	91.535000	58903.810000
1316.163507	91.532000	58534.340000
1318.163594	91.530000	62930.500000
1320.164038	91.529000	142189.300000
1322.164827	91.529000	46287.230000
1327.784816	91.526000	66205.080000
1329.785779	91.521000	45875.120000
1331.785487	91.521000	65754.830000
1333.786030	91.518000	127943.600000
1335.786272	91.517000	78432.220000
1337.785941	91.514000	50263.470000
1339.787428	91.514000	75253.090000
1341.788299	91.514000	54049.350000
1343.788073	91.511000	70984.310000
1345.787549	91.509000	80281.720000
1347.788672	91.508000	57562.660000
1349.789332	91.508000	146966.400000
1351.790400	91.503000	87444.870000
1353.789628	91.503000	127983.800000
1355.790230	91.501000	178781.600000
1357.790106	91.501000	94678.040000
1359.789891	91.499000	65461.780000
1361.789752	91.496000	83007.880000
1363.790370	91.494000	121471.200000
1365.790108	91.491000	343529.500000
1367.789554	91.491000	111372.200000
1369.789589	91.491000	122565.400000
1371.790277	91.487000	86145.760000
1373.791267	91.486000	78224.590000
1375.791011	91.486000	90558.840000
1377.792387	91.484000	38982.740000
1379.792008	91.482000	33648.180000
1381.791717	91.478000	35495.650000
1383.791665	91.478000	57497.840000
1385.791554	91.477000	95044.190000
1387.792251	91.475000	49783.180000
1389.791839	91.472000	28244.030000
1391.791825	91.471000	33662.900000
1393.793454	91.471000	29577.040000
1395.793272	91.468000	86753.420000
1397.793042	91.466000	64430.760000
1399.792494	91.463000	75853.750000
1401.792706	91.463000	39651.330000
1403.792539	91.461000	48010.550000
1405.792721	91.460000	46963.340000
1407.794331	91.455000	41771.430000
1409.793704	91.455000	44132.440000
1411.794036	91.454000	27200.790000
1413.793587	91.451000	23866.090000
1415.793881	91.450000	29858.330000
1417.794182	91.448000	38638.440000
1419.794142	91.448000	39031.400000
1421.794458	91.445000	35688.360000
1423.794162	91.444000	27123.960000
1425.793507	91.442000	31349.130000
1427.793917	91.442000	25078.160000
1429.793657	91.438000	28732.410000
1431.793818	91.435000	20179.080000
1433.794736	91.434000	21580.050000
1435.795520	91.434000	36127.250000
1437.795598	91.432000	30579.060000
1439.795941	91.430000	24173.330000
1441.795883	91.428000	22568.770000
1443.797276	91.424000	20475.690000
1445.796910	91.424000	27068.940000
1447.796857	91.423000	24855.530000
1449.798470	91.421000	25395.980000
1451.799350	91.417000	24245.440000
1453.798800	91.417000	24095.240000
1455.798858	91.415000	16627.360000
1457.798648	91.413000	14301.760000
1459.799278	91.409000	13631.650000
1461.798859	91.409000	15255.160000
1463.799272	91.409000	13895.440000
1465.799089	91.407000	16434.180000
1467.799410	91.404000	14942.860000
1469.799462	91.401000	17092.980000
1471.798646	91.401000	17253.440000
1473.798820	91.398000	17913.350000
1475.799120	91.397000	19655.610000
1477.798512	91.394000	20669.570000
1479.800426	91.394000	34492.190000
1481.801338	91.391000	42597.510000
1483.800679	91.389000	35966.090000
1485.801393	91.386000	40292.220000
1487.801150	91.386000	34854.310000
1489.801119	91.384000	33151.320000
1491.801327	91.381000	36484.070000
1493.800541	91.379000	65475.240000
1495.802068	91.378000	49956.830000
1497.802100	91.378000	48448.690000
1499.801947	91.374000	47994.820000
1501.802445	91.371000	42190.190000
1503.803397	91.370000	51656.830000
1505.802527	91.370000	27565.860000
1507.803789	91.365000	32009.390000
1509.805058	91.364000	20326.510000
1511.806127	91.362000	21116.000000
1513.805865	91.362000	20737.350000
1515.806114	91.358000	19235.450000
1517.806103	91.357000	18241.980000
1519.805546	91.355000	22787.250000
1521.805568	91.351000	23589.050000
1523.805537	91.351000	26316.300000
1525.807433	91.351000	23213.360000
1527.808476	91.347000	20276.310000
1529.807611	91.345000	17745.780000
1531.808156	91.345000	14657.320000
1533.807621	91.341000	16659.550000
1535.808387	91.339000	20804.830000
1537.807792	91.337000	26128.050000
1539.809463	91.337000	20873.450000
1541.809291	91.333000	30378.850000
1543.809609	91.331000	25807.710000
1545.809830	91.328000	37637.580000
1547.809816	91.325000	38385.220000
1549.809733	91.325000	39544.060000
1551.810523	91.323000	37864.600000
1553.810863	91.320000	22417.710000
1555.810975	91.317000	33951.530000
1557.812414	91.317000	36570.560000
1559.811965	91.316000	36750.550000
1561.811891	91.314000	33117.580000
1563.811788	91.311000	33497.280000
1565.813406	91.311000	30257.340000
1567.812983	91.309000	30683.460000
1569.813356	91.305000	33393.820000
1571.813183	91.302000	32749.410000
1573.812960	91.300000	36864.560000
1575.814046	91.300000	34344.210000
1577.814581	91.296000	51561.720000
1579.814901	91.294000	53434.920000
1581.815143	91.292000	65301.440000
1583.814723	91.292000	55638.630000
1585.814625	91.290000	28762.330000
1587.815115	91.287000	30232.090000
1589.814822	91.285000	33376.870000
1591.816322	91.285000	37591.400000
1593.816017	91.279000	42029.810000
1595.816946	91.278000	46236.880000
1597.816555	91.275000	29681.730000
1599.816543	91.272000	36528.740000
1601.816778	91.272000	35946.280000
1603.816614	91.270000	32438.730000
1605.817040	91.267000	31415.720000
1607.817210	91.264000	33949.790000
1609.816851	91.264000	30629.490000
1611.817217	91.262000	25256.000000
1613.817059	91.258000	25783.180000
1615.816840	91.256000	42431.950000
1617.816657	91.253000	42956.870000
1619.818395	91.253000	41454.810000
1621.817558	91.252000	34322.220000
1623.817940	91.246000	45593.620000
1625.817773	91.245000	41146.650000
1627.819129	91.245000	46088.810000
1629.818718	91.243000	40865.720000
1631.819137	91.240000	39684.050000
1633.818673	91.236000	37120.790000
1635.819517	91.236000	46596.060000
1637.821313	91.234000	47265.710000
1639.820611	91.230000	39883.720000
1641.821100	91.229000	41330.750000
1643.822456	91.229000	37994.280000
1645.822433	91.226000	37140.150000
1647.823262	91.223000	39770.020000
1649.822828	91.219000	41016.620000
1651.822707	91.217000	35825.020000
1653.822956	91.217000	34703.770000
1655.824199	91.213000	39943.000000
1657.823788	91.212000	35737.880000
1659.824522	91.207000	33962.530000
1661.825056	91.207000	31067.550000
1663.826206	91.206000	30943.660000
1665.825513	91.201000	33508.590000
