#d 1.5
#p 4e-3
#m k6487
#t 30
101 -9.00E-02  3.40E-01
201 -0.31  6.90E-01
300 -1.14E+00  7.60E-01
350 -1.20E-01  1.00E+00
401 1.20E+00  8.10E-01
500 1.62E+00  6.00E-01
550 6.40E-01  6.60E-01
600 1.80E+00  8.00E-01
650 1.05E+01  3.10E+00
700 6.24E+01  5.60E+00
750 2.79E+02  5.50E+01
800 5.91E+02  4.70E+01
850 1.30E+03  1.42E+02
900 3.16E+06  6.60E+04
950 6.42E+06  1.30E+05
1000 1.14E+07  1.33E+05
1100 1.61E+07  3.12E+05
1200 2.35E+07  4.05E+05
1300 3.00E+07  3.36E+05
