#d 3.5
#p 2E-6
1701 44.83 39.38 60.71 138.28 67.57 57.27 69.95 59.21 70.30 51.16
1904 229.0 259.6 259.4 250.5 211.0 229.2 218.6 189.4 174.12
2100 1353.5 1412.9 1522.3 1545.8 1389.3 1331.5 1364.1 1157.1 1575.1 1109.9
2298 4031 3981 3372 3986 4899 3885 4318 3894 4462 4353
#2500 6107 5711 7684 6106 6466 7406 6877 6757 7400 5900
#2704 11492 10265 9844 9992 9648 9795 11222 10744 10803 9415
