AsGrown (m),Mild (m),Strong (m)
1.79184048650105e-08,8.33122269603842e-09,9.96008363129548e-09
1.78576551742513e-08,8.46989498741472e-09,1.01069689924599e-08
1.76070829851404e-08,1.16376417543349e-08,1.07109248106473e-08
1.74283063091203e-08,1.14579851979304e-08,1.15557376709296e-08
1.71587870204869e-08,1.12653025615726e-08,1.26699100254776e-08
1.70081328866921e-08,1.04230327506767e-08,1.38443743588249e-08
1.69367910028855e-08,1.11245288214685e-08,1.46419892482503e-08
1.70895248141568e-08,1.07488544455606e-08,1.58552907254550e-08
1.72244510790730e-08,1.15315238857181e-08,1.48900669053639e-08
1.71963061545381e-08,1.22186056468123e-08,1.55326732017945e-08
1.72747301996769e-08,1.05204483278779e-08,1.76003746068525e-08
1.73707769183779e-08,9.90368145609968e-09,1.91541239834207e-08
1.74178997576380e-08,9.51167708213729e-09,2.00732731765330e-08
1.76092529869023e-08,7.19776630124939e-09,2.00244029403724e-08
1.77326734468745e-08,6.67102967301088e-09,2.00393883474095e-08
1.80546535839282e-08,8.49479049007730e-09,1.92880136659909e-08
1.82902980993428e-08,8.89550159940982e-09,1.73431830724136e-08
1.85041811709129e-08,7.49570332281636e-09,1.80713263297593e-08
1.85346861776127e-08,8.65565721338563e-09,1.67332274275717e-08
1.86752200604956e-08,9.25724333920104e-09,1.46506251198510e-08
1.88283650281526e-08,9.56331681464402e-09,1.48622921557905e-08
1.87302735056115e-08,9.85041773857821e-09,1.42246319059527e-08
1.87110447800274e-08,9.54231710510470e-09,1.39321354207215e-08
1.86502459539790e-08,1.01707968975658e-08,1.35094197414936e-08
1.86394287006601e-08,1.00447902898274e-08,1.41562863623189e-08
1.82990396920110e-08,9.84249205962799e-09,1.40791818484079e-08
1.78288641455449e-08,1.02521269434140e-08,1.50513376237510e-08
1.70815036207788e-08,1.11865007899606e-08,1.55802308085916e-08
1.64404815412193e-08,1.01811785993985e-08,1.53263489898930e-08
1.58104836687976e-08,8.79699769810776e-09,1.32520533897812e-08
1.53823387041456e-08,7.80369310524611e-09,1.16647083564645e-08
1.52017152374812e-08,9.47195984518003e-09,9.32122291091617e-09
1.53174569156086e-08,1.20938730261923e-08,7.89009455306286e-09
1.57147844072182e-08,1.20133315048262e-08,9.33631267973864e-09
1.62398490631682e-08,1.08024472264571e-08,9.88838512397683e-09
1.60761009752863e-08,9.00824512245004e-09,1.03110983063844e-08
1.60500611805509e-08,7.90460152339165e-09,9.45515629098360e-09
1.60625336843676e-08,7.91638773114083e-09,9.23290652517808e-09
1.64185706876323e-08,7.28241401931463e-09,9.46658313504808e-09
1.64897006547696e-08,7.43510723524524e-09,1.04623741378950e-08
1.61477280193047e-08,7.66094844448633e-09,1.14350375386179e-08
1.58736953133172e-08,7.40952494405069e-09,1.18532589608955e-08
1.57798457242338e-08,7.68972118881432e-09,1.20269937128302e-08
1.55345218366582e-08,6.65161405269675e-09,1.22120242334331e-08
1.52377146840797e-08,7.61761707703166e-09,1.33686618411761e-08
1.50213696578506e-08,6.67660965879716e-09,1.24753351485400e-08
1.48131759814698e-08,7.00891035962726e-09,1.16474054638785e-08
1.42371322544133e-08,6.92846758049474e-09,1.23333958630507e-08
1.33249774239192e-08,6.08079868189392e-09,1.26226252595114e-08
1.24116114967494e-08,6.35533288328468e-09,1.30293843685874e-08
1.20182700959596e-08,6.44053222016028e-09,1.32843765429655e-08
1.24912228418486e-08,5.52174076011619e-09,1.41584678417322e-08
1.27773075114276e-08,5.95899639759720e-09,1.37151197401944e-08
1.27725406939090e-08,6.41066834818953e-09,1.41319016881755e-08
1.30335012282694e-08,6.89613614557635e-09,1.28797706972264e-08
1.29788704608322e-08,7.24940827961337e-09,1.27842173038718e-08
1.26814001148485e-08,7.46286759339276e-09,1.15502338587959e-08
1.24300468464106e-08,7.47295447872384e-09,9.44727034371073e-09
1.20153709025574e-08,7.13264286385840e-09,9.94522184895332e-09
1.16921893285200e-08,6.56612737342838e-09,9.15448721981489e-09
1.14919050804531e-08,7.16823650910824e-09,9.08917075227560e-09
1.13411575788165e-08,8.00078571267511e-09,9.42480164762322e-09
1.12212122833861e-08,7.93541835637673e-09,9.55234055981170e-09
1.11333860931394e-08,8.97678604964995e-09,1.02249726437554e-08
1.14859359904761e-08,8.78991226569576e-09,1.04009520674559e-08
1.15390634946792e-08,9.44552555161096e-09,1.00141863023392e-08
1.16646090097982e-08,7.83872201167748e-09,9.79712060956787e-09
1.18232863523316e-08,7.23374404010163e-09,9.48207043659965e-09
1.20300978645114e-08,7.26904638869667e-09,9.68978750242730e-09
1.25899495840109e-08,8.12702884987208e-09,1.01809738104441e-08
1.32184440272491e-08,8.96782861344205e-09,1.02917421079440e-08
1.37232981582938e-08,9.09786632058780e-09,1.02321229062295e-08
1.43844905166683e-08,9.06069853989321e-09,9.83322097669219e-09
1.49291230083079e-08,8.86451065896685e-09,9.49733422271509e-09
1.55787995327040e-08,8.71118437018461e-09,9.00210649028116e-09
1.63464548067648e-08,8.87642778485378e-09,9.25805191268779e-09
1.64736766763936e-08,9.85522523987566e-09,1.02195958747934e-08
1.67824613936291e-08,9.85451517133206e-09,1.02740286079916e-08
1.66796052210586e-08,9.96085757176502e-09,1.01174454544816e-08
1.27619377560578e-08,8.95168983778688e-09,1.05851656188429e-08
9.56880203857413e-09,7.67997864820761e-09,1.06019074388508e-08
8.70875032910764e-09,8.02238083782257e-09,1.08800353736655e-08
8.51159909922282e-09,7.72976378545738e-09,1.17890501814885e-08
8.31508655154298e-09,7.52873577243953e-09,1.12880251305943e-08
8.23102826975737e-09,7.56094989309462e-09,1.21393628288819e-08
8.18121633326858e-09,7.48990739646649e-09,1.42421060042230e-08
7.98536025850807e-09,7.40454389964454e-09,1.51158795803412e-08
7.93006132126759e-09,7.36608925990703e-09,1.31115403164312e-08
7.76783689057765e-09,7.46770781745530e-09,1.01316062774428e-08
7.75071535130743e-09,7.54535083489723e-09,4.91469043503274e-09
7.62067943156672e-09,7.74805550488396e-09,1.14691723947313e-08
7.62046362848696e-09,8.11869673729748e-09,1.60030192754539e-08
7.50862958312546e-09,8.43353917243195e-09,1.88327930663758e-08
7.49707074785106e-09,9.28901879493911e-09,2.10726759421190e-08
7.47973860147667e-09,9.16801977300588e-09,2.46694041367380e-08
7.54671952921895e-09,9.21501011267305e-09,2.64331905349148e-08
7.61221232298650e-09,8.19745961978662e-09,2.45100707934777e-08
7.63536284211376e-09,7.79251562983906e-09,2.29882845092724e-08
7.60463262755854e-09,7.38637214549893e-09,2.06725538658614e-08
7.72782701640050e-09,6.78343530805625e-09,2.05149080527111e-08
7.77778993732829e-09,6.44024669380944e-09,2.15316846525011e-08
7.86774162403206e-09,6.96424252737353e-09,2.41125658162120e-08
7.93493464603486e-09,7.07479872504535e-09,2.14861425476770e-08
8.01134197506442e-09,6.84128935899219e-09,1.97663299111819e-08
8.07665835735238e-09,7.38579559668116e-09,1.83699477426211e-08
8.11449993220368e-09,7.93702071476523e-09,1.92020412598165e-08
8.19689164085649e-09,8.05750236922664e-09,1.38201547845778e-08
8.31323770924060e-09,7.58486641844021e-09,1.31739051673015e-08
8.46762446039481e-09,7.06201481321526e-09,1.32776085388082e-08
8.50038271076232e-09,6.89623740024824e-09,1.31089273413670e-08
8.48338842883878e-09,6.04490599297247e-09,1.08775999598296e-08
8.51005665892157e-09,6.35701695925609e-09,1.08960632840794e-08
8.55460873478685e-09,6.30192379212778e-09,1.09983497066583e-08
8.63234332960573e-09,8.83768884223618e-09,1.08852234596905e-08
8.71892617332911e-09,8.82864967500803e-09,1.02794939539685e-08
8.87739186414249e-09,8.81057724930855e-09,1.10334985468266e-08
9.01559029585839e-09,1.15736638524279e-08,1.21477530264347e-08
9.21751231947169e-09,1.11972485244139e-08,1.56449278452996e-08
9.37296450404393e-09,1.13294666660282e-08,1.38900567412530e-08
9.47087254441110e-09,1.07377665890329e-08,1.17608474627478e-08
9.60843980064390e-09,1.09404395859175e-08,1.09227435643403e-08
9.72962567761773e-09,9.84455179654156e-09,1.14254055944248e-08
1.01945396701170e-08,9.70026444166026e-09,1.19680375075651e-08
1.10319400320427e-08,9.05551823565063e-09,1.21693986999346e-08
1.22968943692708e-08,9.60556812454668e-09,1.17479763666088e-08
1.37780267025293e-08,9.63846360639102e-09,1.32801821567151e-08
1.54259329223512e-08,9.57004101057107e-09,1.55044107132231e-08
2.04223776549955e-08,9.82046801578121e-09,1.75445648643934e-08
1.79894647045453e-08,9.84621832245163e-09,1.80814600543683e-08
2.70398496573321e-08,9.93030427679639e-09,1.78760376003139e-08
2.80710747339823e-08,9.63900762761692e-09,1.58087728766130e-08
2.95419872688959e-08,1.03661669317269e-08,1.50934590952563e-08
3.05969322603858e-08,8.33551626279651e-09,1.49263276618392e-08
3.03314658019468e-08,6.19588058280914e-09,1.51849099981367e-08
2.97750971631292e-08,6.63112374289896e-09,1.56991709485514e-08
2.95885666347691e-08,6.43390067762870e-09,1.59845217108471e-08
2.92640875903601e-08,6.18804620761792e-09,1.61164583058755e-08
2.92519289270214e-08,6.55613857919950e-09,1.64877468615940e-08
2.89147925349065e-08,6.27314511129473e-09,1.62970067804905e-08
2.77404912668667e-08,6.20997847582520e-09,1.61146873775822e-08
2.38922540978730e-08,6.21470179070650e-09,1.66132997168932e-08
1.92297997392203e-08,6.05876630339105e-09,1.73907057554406e-08
1.77598786387591e-08,5.59601432958680e-09,1.73850154788174e-08
1.81668345041962e-08,5.70100368190317e-09,1.76760862315948e-08
1.78633966347581e-08,5.60929384861488e-09,1.77225169769442e-08
1.75940421155325e-08,6.17058713916908e-09,1.66857279986845e-08
1.72168896300885e-08,6.79440562409752e-09,1.69167809822378e-08
1.67231886741414e-08,7.45779646767907e-09,1.65671896184877e-08
1.63906355964522e-08,7.75144962909827e-09,1.62944709506411e-08
1.60214617486825e-08,7.66318958222553e-09,1.57584123165948e-08
1.54979833567086e-08,7.67322584829174e-09,1.48727387821664e-08
1.47038244076872e-08,8.01209174159469e-09,1.46349908142805e-08
1.58330342258122e-08,8.00110176833813e-09,1.51699557787561e-08
1.54247836432826e-08,7.92752597556951e-09,1.70004073079411e-08
1.51717947904654e-08,7.40542566043678e-09,1.81822718435377e-08
1.49337867356758e-08,7.26694810113315e-09,1.87674694726975e-08
1.45216687627408e-08,7.15870894441251e-09,1.78667998013240e-08
1.41289452536973e-08,7.02006994028190e-09,1.84266136406152e-08
1.38852404287530e-08,6.99662345150188e-09,1.84271272699038e-08
1.37257820617620e-08,1.17361844719018e-08,2.15202705362164e-08
1.34775577126811e-08,1.04405317028617e-08,2.62811154679724e-08
1.33181147278862e-08,1.00240232978657e-08,2.72125866289400e-08
1.32421151144649e-08,1.05203934442611e-08,2.59823256068190e-08
1.32679667271048e-08,1.02080566966373e-08,2.56284326911646e-08
1.32392412702364e-08,1.07624012985179e-08,2.47935527397350e-08
1.33311103685414e-08,1.12513948580132e-08,2.46527276833546e-08
1.37613778803416e-08,1.08239770095706e-08,2.35313785162265e-08
1.39607015305748e-08,9.90093184471915e-09,2.21601430300879e-08
1.38742289077292e-08,9.55270763350942e-09,2.22668020593417e-08
1.38594818976344e-08,1.00059137783629e-08,2.33025042276093e-08
1.38427784611288e-08,1.02334756935585e-08,2.47197950424514e-08
1.38943541476044e-08,1.06809047726580e-08,2.43112172859641e-08
1.37845811550556e-08,1.07508158626570e-08,2.27540267310766e-08
1.36500660038061e-08,1.13259060946614e-08,2.05026971367010e-08
1.33757996522121e-08,1.14627546126619e-08,1.93888167752693e-08
1.31269929106876e-08,1.02949579175967e-08,1.87443412076745e-08
1.28935681200859e-08,1.07059832001006e-08,1.81736724551707e-08
1.28705049974092e-08,9.06104746792018e-09,1.80130627200244e-08
1.29557347252548e-08,9.19018664623192e-09,1.92987977251502e-08
1.32117827064939e-08,9.02313364115709e-09,2.02443254100628e-08
1.61585155612028e-08,9.63813872922368e-09,1.84037837106518e-08
1.64324898464547e-08,9.62363510641005e-09,1.60931544513598e-08
1.69106669901998e-08,9.31920124508871e-09,1.46426318787459e-08
1.71536093768620e-08,9.26150406097294e-09,1.39694334289538e-08
1.74532470041745e-08,9.86248860126805e-09,1.46978869773269e-08
1.74503945525431e-08,9.27182810002170e-09,1.41172528214096e-08
1.78548747341811e-08,9.92795314891678e-09,1.35362780619517e-08
1.86134148102737e-08,1.09928020876897e-08,1.30019446735266e-08
1.92375086365740e-08,1.03679629709919e-08,1.27835544035662e-08
2.00455358880124e-08,9.05071421489146e-09,1.20921692700762e-08
2.05536131230138e-08,8.67561620207179e-09,1.15527316135961e-08
2.13558545937610e-08,8.29551012111674e-09,1.15015453042551e-08
2.17466054205593e-08,8.38346374245889e-09,1.04671333624160e-08
2.22295367784749e-08,8.27225921415696e-09,1.01502248398875e-08
2.27949621701076e-08,7.88549347155457e-09,1.17230197895921e-08
2.32428090906888e-08,7.73821225368955e-09,1.32830520425134e-08
2.33362646626060e-08,7.88674708679758e-09,1.17179390926924e-08
2.35834391734394e-08,7.56758153326576e-09,1.58366749096108e-08
2.34476680978953e-08,8.13003542247904e-09,1.41270614720406e-08
2.33088299587873e-08,9.39124432097252e-09,1.34120061779012e-08
2.31497415094732e-08,1.03578361668000e-08,1.26087904502250e-08
2.31530214858701e-08,1.07811154289025e-08,1.30735913817483e-08
2.31129379790780e-08,1.11132781528887e-08,1.37447221500083e-08
2.27944880301137e-08,1.19009850184175e-08,1.37345174011336e-08
2.26749970089420e-08,1.13586527357540e-08,1.34824751950511e-08
2.22162656839464e-08,1.10069531943003e-08,1.41261739948576e-08
2.17095635981085e-08,1.19825784658511e-08,1.26201744993142e-08
2.15646349903800e-08,1.26239789258202e-08,1.15413734113731e-08
2.14680328294572e-08,1.28344280995998e-08,8.67200635215979e-09
2.16123543196563e-08,1.15919753842199e-08,2.06765363687843e-08
2.15531919170281e-08,1.13070263596037e-08,1.88875666458855e-08
2.12746149218513e-08,1.26343424789883e-08,1.45678145597195e-08
2.09415020761711e-08,1.23688633547955e-08,1.38475874874014e-08
2.09260754442265e-08,1.07825731461933e-08,1.44471233727355e-08
2.10186040807858e-08,1.08168833602935e-08,1.61031732248432e-08
2.16188911487052e-08,1.18888845752664e-08,1.64931620390029e-08
2.15649948789850e-08,1.35567193038175e-08,1.51157240049959e-08
2.14167298998794e-08,1.19910121426787e-08,1.40766436442159e-08
2.12384632226333e-08,1.13686512842464e-08,1.37687830063113e-08
2.11516579701736e-08,1.17871204402622e-08,1.39944294296569e-08
2.12163032151074e-08,1.27803278252934e-08,1.60870127207132e-08
2.12926941119458e-08,1.34873175007882e-08,1.89646657555330e-08
2.15075531133184e-08,1.33523810749891e-08,1.49885345160673e-08
2.18520155473976e-08,1.29312305435238e-08,1.79190761390090e-08
2.22916734670520e-08,1.28489721562554e-08,1.75458079933976e-08
2.25276678587698e-08,1.30722993592863e-08,1.99403531762800e-08
2.25983557504223e-08,1.28601340783650e-08,2.18833606974421e-08
2.27902245016141e-08,1.33292887327150e-08,2.20953479282863e-08
2.30487013482222e-08,1.26522683909470e-08,2.16721707255235e-08
2.33300856676768e-08,1.25921580888969e-08,2.38794260189832e-08
2.35191633972482e-08,1.27357369521696e-08,2.28305313782183e-08
2.39755931056382e-08,1.24662276869951e-08,2.19288685465476e-08
2.42844264875149e-08,1.31436659208392e-08,1.98558944806875e-08
2.42198292725183e-08,1.25944012504410e-08,1.92887262966736e-08
2.43983882051337e-08,1.19061122207488e-08,1.90932514645595e-08
2.43614483532489e-08,1.11773366759404e-08,1.96129428127249e-08
2.43682232898025e-08,1.09843894197419e-08,1.84240526423850e-08
2.42088848764112e-08,1.21468263044189e-08,1.80265485329477e-08
2.39399594955891e-08,1.27759900934839e-08,1.68064357539116e-08
2.35136389659425e-08,1.26443302711359e-08,1.84086662622410e-08
2.29182005953502e-08,1.18774754783851e-08,2.09594701262295e-08
2.22196846959313e-08,1.08331283326994e-08,1.81143555734157e-08
2.10688970873364e-08,1.05267916873508e-08,1.65752177744115e-08
1.98628296244659e-08,1.03057065157271e-08,1.11861748735786e-08
1.93806280987453e-08,1.06527351751535e-08,1.06190039849603e-08
1.87567199470175e-08,1.17834271995633e-08,1.04074018951474e-08
1.83304894088116e-08,1.28254779816676e-08,8.54854266827560e-09
1.79976949174040e-08,1.27414939970099e-08,7.92314166734464e-09
1.77836820310124e-08,1.28264522869130e-08,2.57535450407489e-08
1.76595128082304e-08,1.18884859465424e-08,2.54689327545425e-08
1.77900499782532e-08,1.18356099936852e-08,2.52610472458623e-08
1.79681936954847e-08,1.15186626848599e-08,2.48600990318255e-08
1.81680643321224e-08,1.04593214698997e-08,2.40304508985929e-08
1.81586193439142e-08,9.52694157338119e-09,2.36790973928610e-08
1.83286742661915e-08,1.02147732242254e-08,2.16733062463254e-08
1.86686725138134e-08,1.08629231259260e-08,2.12262900678492e-08
1.89502465133109e-08,1.23073126533567e-08,2.06550341730803e-08
1.95203345561803e-08,1.21312416584809e-08,1.97982097262219e-08
1.98410729080659e-08,1.14928978243882e-08,1.96398004260741e-08
2.03883214962809e-08,1.10572640881434e-08,2.00207907729800e-08
2.10526593371202e-08,1.07106545021092e-08,2.22253381093690e-08
2.15976373269263e-08,1.11066204153266e-08,2.39253999014618e-08
2.23432797463586e-08,1.17616100553552e-08,2.21543125521177e-08
2.29918230598004e-08,1.17570250187625e-08,2.07727492733787e-08
2.21463299703472e-08,1.18818204730922e-08,1.85280947242104e-08
2.32194130813786e-08,1.11109264715360e-08,1.66847741029144e-08
2.43277883806882e-08,1.10604586786069e-08,1.35574517916406e-08
2.54251278127119e-08,1.10941273779972e-08,1.01209937247065e-08
2.66253548843007e-08,1.03051107001695e-08,1.87502214120900e-08
2.77218487429358e-08,1.01576273743226e-08,2.15413046391651e-08
2.90022122328102e-08,1.04132732216197e-08,2.09371987879703e-08
3.03667865453713e-08,1.09739274813878e-08,1.73355655722287e-08
3.17189097006865e-08,1.09251010387160e-08,1.68628919501735e-08
3.06872709602615e-08,1.07413423873292e-08,1.64733475593172e-08
3.10421074629416e-08,1.05072424251076e-08,1.58835265246653e-08
3.09335046452455e-08,1.06082657471921e-08,1.44339665812068e-08
3.20765196093583e-08,1.02674713495137e-08,1.70418527111385e-08
3.32314901172217e-08,1.12313078619281e-08,1.75097027233701e-08
3.37956401624301e-08,1.06546553303514e-08,1.86398768830185e-08
3.40435803110896e-08,1.09845293313217e-08,1.65906120405245e-08
3.44810314797675e-08,1.10280531169746e-08,1.45947811664731e-08
3.51085968197989e-08,1.07137143652902e-08,1.40378050050983e-08
3.57510936169487e-08,1.05576949109097e-08,1.35273267425706e-08
3.63846378544110e-08,1.00718939755964e-08,1.21071759821194e-08
3.69000807127654e-08,8.91337872991926e-09,1.12467368571915e-08
3.73556963756489e-08,9.20868991635999e-09,1.05201550856041e-08
3.78457439319901e-08,9.01168441186865e-09,1.11572672718083e-08
3.82607828895994e-08,8.81063009875078e-09,8.62968738444666e-09
3.86182919105108e-08,8.19329782389158e-09,8.38782174303872e-09
3.90736343514360e-08,8.44445462588120e-09,9.57725682170010e-09
3.93490193314040e-08,8.29586222603458e-09,9.57770642022017e-09
3.94748658306985e-08,8.36223750759439e-09,9.12667675241349e-09
3.97076919627734e-08,8.30915804367018e-09,8.71002267149489e-09
3.96487198786162e-08,8.38562948769344e-09,8.42824543120452e-09
3.97258141969493e-08,8.50628309386849e-09,8.10815757109902e-09
3.93286364470553e-08,7.66310454094407e-09,8.27751939810255e-09
3.91138190794730e-08,7.50931963404428e-09,8.16670153282072e-09
3.87122527409888e-08,8.07767518881593e-09,8.57166992152821e-09
3.93606024119764e-08,7.52342103651110e-09,8.87782059475567e-09
4.01532460653317e-08,7.17142995009857e-09,9.27666768783345e-09
4.04962738182579e-08,7.73440657140727e-09,9.80428675766391e-09
4.04322352346036e-08,7.42254630786399e-09,1.11015724430748e-08
4.06458158893948e-08,7.00345849072491e-09,1.06077904447032e-08
4.17587294289065e-08,6.73524770603785e-09,8.63525712450990e-09
4.17970437049468e-08,6.32470780813067e-09,8.24272205488205e-09
4.10040438259850e-08,5.79205598709860e-09,7.97493303575936e-09
4.03538215496840e-08,5.73094906431828e-09,7.54640982939071e-09
4.02440225817105e-08,6.22333325253412e-09,8.03531490712076e-09
3.99457974610988e-08,7.56136204623020e-09,7.15976582447638e-09
3.90892559375282e-08,6.79360421096673e-09,6.38945607261068e-09
3.81067560938657e-08,6.60468781462894e-09,6.28886996972669e-09
3.72540130690994e-08,7.23962327429951e-09,5.76027806568543e-09
3.69536975011258e-08,8.37651063785160e-09,5.44099345039636e-09
3.71335408595716e-08,7.01908996924543e-09,5.63780848048657e-09
3.70705519487133e-08,7.00224201742137e-09,5.85185413649859e-09
3.69196125557138e-08,7.76737987729051e-09,5.68784732411787e-09
3.69829219347816e-08,8.07806129341163e-09,5.66562480640249e-09
3.73256034838625e-08,8.39896873142772e-09,5.78072238484736e-09
3.73257161223288e-08,8.08220547035926e-09,5.63136548468196e-09
3.70581340191169e-08,9.22363755170614e-09,5.63086674051134e-09
3.71648165030143e-08,8.99208075015625e-09,5.91733765454789e-09
3.69120108477726e-08,8.94602369856411e-09,5.70681931365531e-09
3.61173048503319e-08,8.81999460355351e-09,5.83026759104618e-09
3.57694378239210e-08,8.79475846087443e-09,5.80904520215616e-09
3.57740900558882e-08,8.93910128682301e-09,5.60692439910385e-09
3.57630284930120e-08,9.09669161596642e-09,5.38229545246253e-09
3.57628582526845e-08,8.65251452809777e-09,5.34575530324780e-09
3.55966239444826e-08,8.52024999478860e-09,5.29499799340408e-09
3.55796251649301e-08,8.04672617573614e-09,5.22090207527295e-09
3.55911388836859e-08,7.69195609626010e-09,5.19738138552887e-09
3.54236556249123e-08,7.46487770800968e-09,5.14764489772599e-09
3.50428978899296e-08,7.70925590305550e-09,5.04765191953545e-09
3.48652673452550e-08,7.69583091527321e-09,5.02510963514037e-09
3.46630922933196e-08,7.96463267736602e-09,4.95315117100808e-09
3.45109408549291e-08,7.29221313833707e-09,4.89109502135328e-09
3.40908850281556e-08,7.22432895704609e-09,5.13991743821815e-09
3.44141018634805e-08,7.51445639326368e-09,5.44824751100383e-09
3.50558497257533e-08,7.51460131685535e-09,5.58070871566815e-09
3.50447302154439e-08,6.82328968637466e-09,5.47105209721412e-09
3.39041661593113e-08,6.01853656894675e-09,5.65650948110539e-09
3.40403161140191e-08,5.77127440015261e-09,5.64554790320165e-09
3.43128151841042e-08,5.56058030062973e-09,5.58584350825862e-09
3.43011149802214e-08,5.41054424870858e-09,5.55572415194961e-09
3.37886593793074e-08,5.15759688237419e-09,5.46208113568414e-09
3.34076439111529e-08,5.12205725271066e-09,4.82910670247463e-09
3.25548220885928e-08,5.15784455870570e-09,4.82737845821249e-09
3.03038921517557e-08,5.19626158058073e-09,4.89852522548017e-09
2.92462381952139e-08,5.14825267536033e-09,4.88553406051186e-09
2.79109525235498e-08,5.24833763210093e-09,5.22737415692242e-09
2.32932321312756e-08,4.79345110673575e-09,5.35862434345872e-09
1.72095845908206e-08,5.01287570241519e-09,5.53087726339906e-09
1.57300337045049e-08,4.82866934522903e-09,5.77878411114301e-09
1.59129361525036e-08,4.96161189170602e-09,5.81451264414643e-09
1.59655986085674e-08,4.82031496192241e-09,6.85064018763600e-09
1.43515961940712e-08,4.87140274688275e-09,7.26156509667924e-09
1.26028120125583e-08,4.63667320901520e-09,6.32453459361038e-09
1.33692017191190e-08,4.05231175493965e-09,5.21596964686694e-09
