#lab INRiM
#hv keithley6487
#s PECVD_FE_INRIM_001
#t 2.9 
#d 0.5
#N 20
#dbm 3
#
#Voltage	Temperature	Current	SD
#V	K	pA	pA
229.400000	2.918000	0.024508	0.165783
229.600000	2.900000	0.032846	0.219780
229.800000	2.934000	0.049883	0.109050
230.000000	2.924000	0.001426	0.118694
230.200000	2.933000	-0.001099	0.190815
230.400000	2.891000	0.018994	0.201428
230.600000	2.903000	0.015693	0.154640
230.800000	2.877000	-0.027912	0.165909
231.000000	2.881000	0.002581	0.122255
231.200000	2.877000	-0.005973	0.167824
231.400000	2.918000	-0.015031	0.138070
231.600000	2.927000	-0.037841	0.098830
231.800000	2.935000	-0.015861	0.052908
232.000000	2.923000	-0.034994	0.128088
232.200000	2.883000	-0.035126	0.146172
232.400000	2.891000	-0.047437	0.085153
232.600000	2.878000	-0.072285	0.147506
232.800000	2.877000	-0.055048	0.122300
233.000000	2.880000	-0.093586	0.123590
233.200000	2.930000	-0.063905	0.145528
233.400000	2.917000	-0.111259	0.097461
233.600000	2.929000	-0.086585	0.204470
233.800000	2.909000	-0.119863	0.166256
234.000000	2.924000	-0.137474	0.121750
234.200000	2.883000	-0.126166	0.171312
234.400000	2.891000	-0.147618	0.218649
234.600000	2.877000	-0.144051	0.122540
234.800000	2.893000	-0.177066	0.090099
235.000000	2.880000	-0.165169	0.123641
235.200000	2.929000	-0.187048	0.108555
235.400000	2.916000	-0.183116	0.122497
235.600000	2.929000	-0.192662	0.187729
235.800000	2.909000	-0.242519	0.161206
236.000000	2.878000	-0.248417	0.154646
236.200000	2.884000	-0.245133	0.097448
236.400000	2.885000	-0.246451	0.119051
236.600000	2.877000	-0.267032	0.138707
236.800000	2.890000	-0.286336	0.094318
237.000000	2.934000	-0.287816	0.068031
237.200000	2.928000	-0.331816	0.128802
237.400000	2.918000	-0.347938	0.140421
237.600000	2.898000	-0.343844	0.121561
237.800000	2.912000	-0.377001	0.095603
238.000000	2.878000	-0.381409	0.106972
238.200000	2.884000	-0.420160	0.135376
238.400000	2.884000	-0.415438	0.246554
238.600000	2.908000	-0.477384	0.137437
238.800000	2.889000	-0.440346	0.180027
239.000000	2.934000	-0.506599	0.216525
239.200000	2.903000	-0.485481	0.155535
239.400000	2.919000	-0.539341	0.178420
239.600000	2.898000	-0.532237	0.170455
239.800000	2.876000	-0.595714	0.198210
240.000000	2.878000	-0.593870	0.115495
240.200000	2.901000	-0.626611	0.158061
240.400000	2.884000	-0.640231	0.183316
240.600000	2.909000	-0.644122	0.241503
240.800000	2.933000	-0.692175	0.071142
241.000000	2.935000	-0.696026	0.133078
241.200000	2.902000	-0.768035	0.100709
241.400000	2.886000	-0.772332	0.177128
241.600000	2.897000	-0.813383	0.118453
241.800000	2.877000	-0.850634	0.223843
242.000000	2.879000	-0.859268	0.173235
242.200000	2.901000	-0.899893	0.163346
242.400000	2.924000	-0.960999	0.208329
242.600000	2.908000	-0.951524	0.161406
242.800000	2.933000	-1.006144	0.222960
243.000000	2.890000	-1.064777	0.219044
243.200000	2.903000	-1.104510	0.204745
243.400000	2.887000	-1.125649	0.247926
243.600000	2.881000	-1.184403	0.195695
243.800000	2.877000	-1.193027	0.240419
244.000000	2.918000	-1.263252	0.133732
244.200000	2.900000	-1.316656	0.209026
244.400000	2.924000	-1.370790	0.138309
244.600000	2.923000	-1.390469	0.170637
244.800000	2.933000	-1.465883	0.116205
245.000000	2.890000	-1.482259	0.065684
245.200000	2.880000	-1.575478	0.174541
245.400000	2.887000	-1.588296	0.205355
245.600000	2.880000	-1.692773	0.265260
245.800000	2.876000	-1.704204	0.113941
246.000000	2.917000	-1.805976	0.201638
246.200000	2.932000	-1.812350	0.069561
246.400000	2.922000	-1.914648	0.122839
246.600000	2.923000	-1.926626	0.065481
246.800000	2.882000	-2.025124	0.091720
247.000000	2.891000	-2.100943	0.171785
247.200000	2.879000	-2.134110	0.194153
247.400000	2.892000	-2.227846	0.204354
247.600000	2.880000	-2.252693	0.159293
247.800000	2.929000	-2.386031	0.089319
248.000000	2.916000	-2.416310	0.230227
248.200000	2.932000	-2.539878	0.119347
248.400000	2.910000	-2.572134	0.166501
248.600000	2.924000	-2.670704	0.114316
248.800000	2.882000	-2.736318	0.137584
249.000000	2.877000	-2.814225	0.202012
249.200000	2.881000	-2.896438	0.132983
249.400000	2.892000	-3.011100	0.182129
249.600000	2.934000	-3.086260	0.190537
249.800000	2.929000	-3.166934	0.168873
250.000000	2.934000	-3.284281	0.087511
250.200000	2.931000	-3.359431	0.168226
250.400000	2.911000	-3.480365	0.189416
250.600000	2.878000	-3.536738	0.172772
250.800000	2.884000	-3.669377	0.239731
251.000000	2.877000	-3.767074	0.218794
251.200000	2.907000	-3.878847	0.200334
251.400000	2.889000	-3.982280	0.182033
251.600000	2.934000	-4.109375	0.150318
251.800000	2.927000	-4.189280	0.243587
252.000000	2.934000	-4.307233	0.127552
252.200000	2.897000	-4.430417	0.179396
252.400000	2.911000	-4.563075	0.140453
252.600000	2.877000	-4.725749	0.180726
252.800000	2.876000	-4.809310	0.058278
253.000000	2.877000	-4.971326	0.172779
253.200000	2.909000	-5.078103	0.102857
253.400000	2.932000	-5.252521	0.072367
253.600000	2.934000	-5.373415	0.170995
253.800000	2.930000	-5.510998	0.114166
254.000000	2.935000	-5.663549	0.176692
254.200000	2.899000	-5.854323	0.198389
254.400000	2.876000	-5.965317	0.133153
254.600000	2.878000	-6.160671	0.207327
254.800000	2.876000	-6.265401	0.166349
255.000000	2.920000	-6.481113	0.157529
255.200000	2.902000	-6.607155	0.137557
255.400000	2.933000	-6.810517	0.188010
255.600000	2.921000	-6.994764	0.176654
255.800000	2.932000	-7.180716	0.190087
256.000000	2.889000	-7.336398	0.219747
256.200000	2.902000	-7.510208	0.147239
256.400000	2.876000	-7.737545	0.207349
256.600000	2.879000	-7.903929	0.116227
256.800000	2.876000	-8.142806	0.167232
257.000000	2.916000	-8.298863	0.150221
257.200000	2.928000	-8.558362	0.158004
257.400000	2.934000	-8.733998	0.088542
257.600000	2.924000	-8.986283	0.158961
257.800000	2.933000	-9.167997	0.165379
258.000000	2.892000	-9.443449	0.216344
258.200000	2.876000	-9.662527	0.162761
258.400000	2.876000	-9.907903	0.199148
258.600000	2.877000	-10.121630	0.266814
258.800000	2.927000	-10.421520	0.212234
259.000000	2.913000	-10.670060	0.232006
259.200000	2.929000	-10.904490	0.197545
259.400000	2.912000	-11.187790	0.164269
259.600000	2.926000	-11.416690	0.130749
259.800000	2.884000	-11.752140	0.074049
260.000000	2.894000	-11.986790	0.121194
260.200000	2.876000	-12.319770	0.070017
260.400000	2.886000	-12.596020	0.139093
260.600000	2.876000	-12.928780	0.081233
260.800000	2.924000	-13.213880	0.111519
261.000000	2.921000	-13.508640	0.177992
261.200000	2.932000	-13.876110	0.222074
261.400000	2.916000	-14.188990	0.171305
261.600000	2.879000	-14.538710	0.150961
261.800000	2.887000	-14.868260	0.169135
262.000000	2.880000	-15.244830	0.122755
262.200000	2.876000	-15.571920	0.170838
262.400000	2.883000	-15.977080	0.206990
262.600000	2.931000	-16.334900	0.124296
262.800000	2.921000	-16.724330	0.185132
263.000000	2.924000	-17.120320	0.133678
263.200000	2.904000	-17.501460	0.127389
263.400000	2.919000	-17.940580	0.160493
263.600000	2.880000	-18.307940	0.106582
263.800000	2.888000	-18.770350	0.151480
264.000000	2.878000	-19.186910	0.134300
264.200000	2.897000	-19.636520	0.162410
264.400000	2.881000	-20.091630	0.165964
264.600000	2.931000	-20.550180	0.169063
264.800000	2.911000	-20.986550	0.161081
265.000000	2.926000	-21.464050	0.120843
265.000000	2.905000	-21.460390	0.109079
264.800000	2.876000	-21.016420	0.164575
264.600000	2.881000	-20.488840	0.119677
264.400000	2.888000	-20.064900	0.180882
264.200000	2.877000	-19.561770	0.206913
264.000000	2.893000	-19.153340	0.137911
263.800000	2.934000	-18.695400	0.187945
263.600000	2.930000	-18.290230	0.150422
263.400000	2.914000	-17.879480	0.135248
263.200000	2.894000	-17.457630	0.208868
263.000000	2.909000	-17.047880	0.171980
262.800000	2.877000	-16.683270	0.132450
262.600000	2.882000	-16.259010	0.166884
262.400000	2.886000	-15.912520	0.136724
262.200000	2.911000	-15.501080	0.116147
262.000000	2.892000	-15.178070	0.088138
261.800000	2.934000	-14.803150	0.156624
261.600000	2.900000	-14.446120	0.105118
261.400000	2.914000	-14.150770	0.147357
261.200000	2.894000	-13.777770	0.127145
261.000000	2.876000	-13.487280	0.106529
260.800000	2.877000	-13.132660	0.057484
260.600000	2.904000	-12.853020	0.058876
260.400000	2.886000	-12.526210	0.129235
260.200000	2.911000	-12.233000	0.117535
260.000000	2.929000	-11.962220	0.150402
259.800000	2.933000	-11.651440	0.137695
259.600000	2.898000	-11.415680	0.110069
259.400000	2.883000	-11.095390	0.123841
259.200000	2.893000	-10.860580	0.172453
259.000000	2.876000	-10.565840	0.105064
258.800000	2.921000	-10.338100	0.141177
258.600000	2.905000	-10.109130	0.172522
258.400000	2.926000	-9.815296	0.103510
258.200000	2.911000	-9.607507	0.116181
258.000000	2.930000	-9.353126	0.180461
257.800000	2.887000	-9.144375	0.106495
257.600000	2.898000	-8.890358	0.061634
257.400000	2.883000	-8.687130	0.142444
257.200000	2.883000	-8.461284	0.063421
257.000000	2.875000	-8.274410	0.124894
256.800000	2.921000	-8.047053	0.084158
256.600000	2.904000	-7.882128	0.073397
256.400000	2.925000	-7.664733	0.103987
256.200000	2.918000	-7.446366	0.115550
256.000000	2.929000	-7.319756	0.259438
255.800000	2.887000	-7.083077	0.154830
255.600000	2.878000	-6.925217	0.104920
255.400000	2.884000	-6.739044	0.129256
255.200000	2.881000	-6.603082	0.158572
255.000000	2.930000	-6.378602	0.172502
254.800000	2.920000	-6.258084	0.181925
254.600000	2.933000	-6.065465	0.195891
254.400000	2.924000	-5.941947	0.071428
254.200000	2.920000	-5.764448	0.155299
254.000000	2.881000	-5.632164	0.112824
253.800000	2.889000	-5.453134	0.108212
253.600000	2.878000	-5.353582	0.090303
253.400000	2.894000	-5.150456	0.153304
253.200000	2.880000	-5.052342	0.151055
253.000000	2.929000	-4.907635	0.136271
252.800000	2.916000	-4.792305	0.228420
252.600000	2.931000	-4.644030	0.232320
252.400000	2.908000	-4.540091	0.202707
252.200000	2.923000	-4.374123	0.186060
252.000000	2.882000	-4.300067	0.151559
251.800000	2.876000	-4.156373	0.137527
251.600000	2.880000	-4.065758	0.141679
251.400000	2.891000	-3.935410	0.137677
251.200000	2.934000	-3.859591	0.067143
251.000000	2.927000	-3.730277	0.135999
250.800000	2.934000	-3.610235	0.104484
250.600000	2.930000	-3.522883	0.142221
250.400000	2.910000	-3.418395	0.105715
250.200000	2.877000	-3.361131	0.131272
250.000000	2.883000	-3.209786	0.166348
249.800000	2.876000	-3.178048	0.216218
249.600000	2.906000	-3.036807	0.121627
249.400000	2.888000	-2.983119	0.242962
249.200000	2.933000	-2.863917	0.169997
249.000000	2.929000	-2.822167	0.121366
248.800000	2.934000	-2.706027	0.051346
248.600000	2.899000	-2.648094	0.089731
248.400000	2.913000	-2.529490	0.183468
248.200000	2.877000	-2.498887	0.158042
248.000000	2.875000	-2.424638	0.155781
247.800000	2.876000	-2.335240	0.168723
247.600000	2.903000	-2.284521	0.219121
247.400000	2.932000	-2.178889	0.090777
247.200000	2.932000	-2.160983	0.069498
247.000000	2.930000	-2.057864	0.156442
246.800000	2.933000	-1.994782	0.091286
246.600000	2.900000	-1.925195	0.088921
246.400000	2.875000	-1.873453	0.156920
246.200000	2.879000	-1.828268	0.086717
246.000000	2.875000	-1.758873	0.179872
245.800000	2.917000	-1.665259	0.195655
245.600000	2.899000	-1.656352	0.147437
245.400000	2.933000	-1.585569	0.169288
245.200000	2.922000	-1.537505	0.178689
245.000000	2.932000	-1.480423	0.088545
244.800000	2.890000	-1.441379	0.061276
244.600000	2.904000	-1.341695	0.241528
244.400000	2.876000	-1.352345	0.174076
244.200000	2.878000	-1.289102	0.122776
244.000000	2.876000	-1.253746	0.174417
243.800000	2.914000	-1.185547	0.115830
243.600000	2.928000	-1.186499	0.192269
243.400000	2.933000	-1.118047	0.221857
243.200000	2.924000	-1.088782	0.118752
243.000000	2.933000	-1.031365	0.231907
242.800000	2.892000	-1.027757	0.095592
242.600000	2.876000	-0.969722	0.240252
242.400000	2.876000	-0.939230	0.214238
242.200000	2.877000	-0.880101	0.112576
242.000000	2.926000	-0.893335	0.205350
241.800000	2.911000	-0.812723	0.136221
241.600000	2.930000	-0.825816	0.192351
241.400000	2.913000	-0.754607	0.114091
241.200000	2.927000	-0.772219	0.141318
241.000000	2.884000	-0.713931	0.091038
240.800000	2.895000	-0.692559	0.139668
240.600000	2.875000	-0.653555	0.143743
240.400000	2.884000	-0.633450	0.164499
240.200000	2.875000	-0.624351	0.175476
240.000000	2.922000	-0.589673	0.206037
239.800000	2.922000	-0.561776	0.151490
239.600000	2.932000	-0.510064	0.172977
239.400000	2.916000	-0.559283	0.190615
239.200000	2.879000	-0.482055	0.236291
239.000000	2.887000	-0.486605	0.245212
238.800000	2.878000	-0.444358	0.120095
238.600000	2.875000	-0.456600	0.137535
238.400000	2.881000	-0.411181	0.134013
238.200000	2.929000	-0.450297	0.184587
238.000000	2.917000	-0.369664	0.154705
237.800000	2.925000	-0.384722	0.119427
237.600000	2.906000	-0.342901	0.166305
237.400000	2.921000	-0.359723	0.150860
237.200000	2.881000	-0.305822	0.132195
237.000000	2.890000	-0.347299	0.234678
236.800000	2.876000	-0.278563	0.197712
236.600000	2.890000	-0.278624	0.265573
236.400000	2.877000	-0.242113	0.128256
236.200000	2.927000	-0.264062	0.235866
236.000000	2.916000	-0.210415	0.171290
235.800000	2.929000	-0.247078	0.207174
235.600000	2.911000	-0.190118	0.168635
235.400000	2.877000	-0.213729	0.231323
235.200000	2.883000	-0.161511	0.125755
235.000000	2.881000	-0.179721	0.163458
234.800000	2.875000	-0.150161	0.155085
234.600000	2.885000	-0.166668	0.086828
234.400000	2.932000	-0.121473	0.156249
234.200000	2.923000	-0.129955	0.161543
234.000000	2.921000	-0.125425	0.204589
233.800000	2.901000	-0.114116	0.169645
233.600000	2.916000	-0.119051	0.178929
233.400000	2.879000	-0.108362	0.236945
233.200000	2.886000	-0.076734	0.206129
233.000000	2.879000	-0.092663	0.113168
232.800000	2.900000	-0.056051	0.162786
232.600000	2.883000	-0.078061	0.120393
232.400000	2.931000	-0.042869	0.189242
232.200000	2.908000	-0.058464	0.173295
232.000000	2.923000	-0.032166	0.099177
231.800000	2.902000	-0.038945	0.101125
231.600000	2.875000	-0.028458	0.142134
231.400000	2.879000	-0.048179	0.196722
231.200000	2.889000	-0.022691	0.054313
231.000000	2.876000	-0.045481	0.095825
230.800000	2.894000	0.023852	0.071240
230.600000	2.933000	-0.027069	0.065330
230.400000	2.929000	0.013434	0.135688
230.200000	2.911000	-0.014952	0.205815
230.000000	2.892000	-0.006978	0.203613
229.800000	2.905000	0.006916	0.186558
229.600000	2.876000	0.014668	0.191317
229.400000	2.904000	0.045487	0.059420
229.200000	2.886000	0.018481	0.095011
229.000000	2.910000	0.036822	0.109561
228.800000	2.891000	0.058882	0.113776
228.600000	2.933000	0.072427	0.195779
228.400000	2.898000	0.052752	0.080973
228.200000	2.913000	0.077629	0.098254
228.000000	2.893000	0.047756	0.098794
227.800000	2.875000	0.068698	0.191950
227.600000	2.875000	0.066582	0.132797
227.400000	2.903000	0.064198	0.202195
227.200000	2.885000	0.084528	0.136567
227.000000	2.910000	0.058475	0.158723
226.800000	2.929000	0.104584	0.064538
226.600000	2.933000	0.060646	0.096138
226.400000	2.899000	0.082474	0.067903
226.200000	2.883000	0.085084	0.167024
226.000000	2.895000	0.105415	0.078879
225.800000	2.874000	0.066469	0.186369
225.600000	2.917000	0.101585	0.067880
225.400000	2.898000	0.119851	0.145681
225.200000	2.922000	0.092353	0.086343
225.000000	2.904000	0.108017	0.131706
224.800000	2.931000	0.072396	0.200613
224.600000	2.890000	0.112342	0.167114
224.400000	2.904000	0.102329	0.212726
224.200000	2.887000	0.117857	0.115276
224.000000	2.877000	0.113457	0.156434
223.800000	2.874000	0.146145	0.195344
223.600000	2.912000	0.089400	0.211032
223.400000	2.893000	0.127227	0.186839
223.200000	2.918000	0.097265	0.146105
223.000000	2.925000	0.135345	0.157749
222.800000	2.933000	0.129265	0.143184
222.600000	2.892000	0.140533	0.163197
222.400000	2.880000	0.108748	0.084667
222.200000	2.888000	0.153827	0.152140
222.000000	2.876000	0.113061	0.164336
221.800000	2.924000	0.132773	0.089597
221.600000	2.909000	0.111464	0.080800
221.400000	2.928000	0.144518	0.093756
221.200000	2.915000	0.111968	0.156577
221.000000	2.927000	0.159837	0.126432
220.800000	2.884000	0.114746	0.111765
220.600000	2.896000	0.142408	0.128333
220.400000	2.882000	0.116435	0.199203
220.200000	2.883000	0.158277	0.115158
220.000000	2.875000	0.128058	0.176461
219.800000	2.921000	0.129204	0.146966
219.600000	2.903000	0.145710	0.168768
219.400000	2.925000	0.125260	0.205591
219.200000	2.917000	0.150919	0.153208
219.000000	2.929000	0.120604	0.076383
218.800000	2.886000	0.144163	0.070392
218.600000	2.877000	0.114410	0.151538
218.400000	2.883000	0.159941	0.066758
218.200000	2.882000	0.135622	0.064797
218.000000	2.930000	0.145622	0.086858
217.800000	2.920000	0.139057	0.065961
217.600000	2.932000	0.158745	0.070291
217.400000	2.924000	0.130838	0.090248
217.200000	2.919000	0.138091	0.156812
217.000000	2.880000	0.151395	0.158726
216.800000	2.888000	0.152206	0.161752
216.600000	2.878000	0.151976	0.088994
216.400000	2.894000	0.145802	0.159844
216.200000	2.879000	0.127319	0.154086
216.000000	2.929000	0.167609	0.130732
215.800000	2.932000	0.148997	0.068117
215.600000	2.931000	0.144305	0.077323
215.400000	2.906000	0.142539	0.142880
215.200000	2.921000	0.142279	0.071424
215.000000	2.881000	0.143544	0.104195
214.800000	2.875000	0.130482	0.132382
214.600000	2.879000	0.146542	0.132534
214.400000	2.889000	0.137069	0.109261
214.200000	2.933000	0.147871	0.094813
214.000000	2.927000	0.145378	0.110376
213.800000	2.932000	0.163162	0.097353
213.600000	2.930000	0.143714	0.157731
213.400000	2.909000	0.161976	0.115485
213.200000	2.876000	0.122465	0.184945
213.000000	2.882000	0.179263	0.097174
212.800000	2.875000	0.139846	0.099210
212.600000	2.906000	0.159663	0.181658
212.400000	2.887000	0.152167	0.113563
212.200000	2.933000	0.162159	0.094366
212.000000	2.928000	0.141196	0.047441
211.800000	2.933000	0.185768	0.108658
211.600000	2.897000	0.125510	0.045631
211.400000	2.912000	0.171744	0.092161
211.200000	2.877000	0.135682	0.072302
211.000000	2.875000	0.175240	0.108329
210.800000	2.876000	0.132845	0.073568
210.600000	2.903000	0.180650	0.129424
210.400000	2.932000	0.159211	0.077940
210.200000	2.932000	0.178857	0.121078
210.000000	2.930000	0.136581	0.160392
209.800000	2.933000	0.162849	0.077893
209.600000	2.899000	0.141699	0.129909
209.400000	2.875000	0.162352	0.074895
209.200000	2.878000	0.148582	0.062713
209.000000	2.874000	0.172849	0.088337
208.800000	2.918000	0.149270	0.075803
208.600000	2.900000	0.187927	0.070702
208.400000	2.932000	0.147061	0.086468
208.200000	2.919000	0.161530	0.117116
208.000000	2.930000	0.155492	0.067992
207.800000	2.888000	0.142753	0.131917
207.600000	2.900000	0.159533	0.132911
207.400000	2.874000	0.160524	0.182601
207.200000	2.879000	0.152804	0.144120
207.000000	2.874000	0.159885	0.190742
206.800000	2.917000	0.159878	0.122956
206.600000	2.925000	0.158022	0.157406
206.400000	2.933000	0.164944	0.125464
206.200000	2.921000	0.149408	0.168881
206.000000	2.880000	0.149126	0.149460
205.800000	2.888000	0.156050	0.053084
205.600000	2.876000	0.132649	0.155019
205.400000	2.875000	0.140067	0.170772
205.200000	2.880000	0.167366	0.134112
205.000000	2.929000	0.139138	0.067370
