#p 4.3E-6
#d 4
#m k6487
#deltaV 490 
# t = 0 is 24/11/22 13:08
0 -1.249 0.0844
5 -1.56 0.13
10 -1.03 0.13
15 -2.30 0.17
20 -2.23 0.42
30 -0.86 0.15
50 -0.221 0.052
60 -2.00 0.21
70 -0.207 0.039 
80 -1.35 0.20
90 -0.68 0.10
105 -0.119 0.044
125 -0.637 0.093
