#p 1E-5
#d 1.5
# tredicesimo scan: deltaV negativo, due rondelle di teflon, solo copper tape (no panino)
6 -0.68 0.01
40 -1.05 0.10
80 -1.28 0.12
120 -1.26 0.09
160 -1.48 0.17
200 -1.60 0.10
249 -1.79 0.11
299 -2.17 0.24
351 -2.28 0.08
400 -2.46 0.08
498 -3.56 0.58
600 -54.7 11.8
699 -4.24E3 613
801 -6.88E6 406E3
900 -20.8E6 1.46E6
