#lab INRiM MiCb
#hv keithley6487
#s CNTArO2Etching_N1new
#t 2.7 
#d 0.5
#N 20
#dbm 5
#
#Voltage	Temperature	Current	SD
#V	K	pA	pA
0.000000	0.218858	0.042794
0.200000	0.208492	0.050607
0.400000	0.210985	0.038021
0.600000	0.208239	0.052654
0.800000	0.210033	0.052842
1.000000	0.211796	0.038405
1.200000	0.205544	0.042092
1.400000	0.207581	0.038208
1.600000	0.196091	0.042693
1.800000	0.210387	0.041812
2.000000	0.213386	0.051976
2.200000	0.188309	0.041380
2.400000	0.196111	0.035274
2.600000	0.203092	0.042868
2.800000	0.187195	0.042479
3.000000	0.182513	0.051732
3.200000	0.192899	0.052836
3.400000	0.188704	0.045542
3.600000	0.203041	0.047382
3.800000	0.207277	0.037187
4.000000	0.206243	0.047718
4.200000	0.185188	0.046764
4.400000	0.196060	0.037151
4.600000	0.194125	0.059046
4.800000	0.200569	0.033804
5.000000	0.192848	0.056454
5.200000	0.193882	0.037886
5.400000	0.189657	0.035454
5.600000	0.176110	0.047668
5.800000	0.214025	0.037969
6.000000	0.201775	0.063039
6.200000	0.177113	0.049141
6.400000	0.202504	0.049729
6.600000	0.187640	0.058550
6.800000	0.194824	0.037427
7.000000	0.175147	0.050720
7.200000	0.204399	0.045050
7.400000	0.178572	0.050292
7.600000	0.197408	0.050582
7.800000	0.170750	0.042366
8.000000	0.175755	0.048999
8.200000	0.192068	0.057107
8.400000	0.178653	0.048472
8.600000	0.192007	0.034199
8.800000	0.182554	0.039429
9.000000	0.175016	0.040775
9.200000	0.180497	0.048035
9.400000	0.192301	0.044839
9.600000	0.171459	0.045840
9.800000	0.182817	0.045622
10.000000	0.176870	0.037880
10.200000	0.189120	0.053003
10.400000	0.186576	0.054935
10.600000	0.181784	0.042481
10.800000	0.195543	0.032034
11.000000	0.181682	0.048558
11.200000	0.179899	0.049465
11.400000	0.189049	0.048864
11.600000	0.193294	0.052094
11.800000	0.179666	0.050498
12.000000	0.188299	0.049882
12.200000	0.184246	0.051360
12.400000	0.166160	0.051064
12.600000	0.175978	0.042440
12.800000	0.179697	0.039670
13.000000	0.199930	0.058272
13.200000	0.179291	0.036574
13.400000	0.172138	0.038453
13.600000	0.174337	0.035611
13.800000	0.193861	0.036204
14.000000	0.185604	0.041331
14.200000	0.166140	0.049789
14.400000	0.172037	0.043609
14.600000	0.184368	0.043678
14.800000	0.198238	0.039738
15.000000	0.178298	0.049273
15.200000	0.174398	0.045321
15.400000	0.186485	0.038030
15.600000	0.172483	0.042629
15.800000	0.176495	0.052709
16.000000	0.180497	0.058099
16.200000	0.164974	0.044799
16.400000	0.163678	0.063030
16.600000	0.153515	0.032764
16.800000	0.167163	0.035973
17.000000	0.168196	0.050128
17.200000	0.177589	0.057729
17.400000	0.178015	0.051021
17.600000	0.184793	0.041790
17.800000	0.182747	0.044830
18.000000	0.190467	0.049683
18.200000	0.177853	0.043397
18.400000	0.167467	0.051366
18.600000	0.187954	0.043363
18.800000	0.177954	0.044217
19.000000	0.173901	0.045995
19.200000	0.185249	0.046561
19.400000	0.179514	0.041466
19.600000	0.166687	0.047473
19.800000	0.163232	0.041405
20.000000	0.187559	0.044320
20.200000	0.189322	0.047488
20.400000	0.178643	0.040437
20.600000	0.176799	0.053216
20.800000	0.156139	0.047647
21.000000	0.162381	0.043863
21.200000	0.182726	0.037303
21.400000	0.171560	0.050115
21.600000	0.190761	0.054136
21.800000	0.191754	0.039036
22.000000	0.184074	0.045431
22.200000	0.177316	0.044021
22.400000	0.170031	0.053577
22.600000	0.176090	0.037652
22.800000	0.178653	0.049613
23.000000	0.175462	0.045225
23.200000	0.163475	0.031456
23.400000	0.170102	0.036515
23.600000	0.180588	0.051038
23.800000	0.167629	0.047463
24.000000	0.168146	0.050320
24.200000	0.174793	0.051139
24.400000	0.180183	0.033854
24.600000	0.157740	0.039792
24.800000	0.181014	0.055960
25.000000	0.186313	0.056150
25.200000	0.164205	0.043306
25.400000	0.189495	0.041141
25.600000	0.193223	0.034638
25.800000	0.174651	0.043144
26.000000	0.180467	0.041815
26.200000	0.180548	0.032014
26.400000	0.180031	0.028854
26.600000	0.197388	0.041997
26.800000	0.184509	0.050644
27.000000	0.189880	0.041379
27.200000	0.166191	0.036790
27.400000	0.172654	0.059033
27.600000	0.158784	0.043771
27.800000	0.177772	0.044189
28.000000	0.173040	0.044945
28.200000	0.193385	0.043121
28.400000	0.181754	0.053216
28.600000	0.173273	0.034892
28.800000	0.193770	0.042906
29.000000	0.183253	0.052585
29.200000	0.169970	0.044579
29.400000	0.184895	0.046699
29.600000	0.175077	0.036177
29.800000	0.172574	0.042076
30.000000	0.174570	0.040484
30.200000	0.175269	0.048856
30.400000	0.171236	0.046687
30.600000	0.193061	0.036788
30.800000	0.192777	0.043856
31.000000	0.170081	0.046314
31.200000	0.171804	0.040600
31.400000	0.164722	0.033807
31.600000	0.172280	0.044879
31.800000	0.162351	0.047750
32.000000	0.172665	0.048705
32.200000	0.173992	0.055143
32.400000	0.191055	0.039866
32.600000	0.165147	0.038748
32.800000	0.176779	0.040196
33.000000	0.166464	0.037703
33.200000	0.165482	0.042826
33.400000	0.184976	0.049128
33.600000	0.176546	0.039399
33.800000	0.148824	0.054853
34.000000	0.177032	0.044459
34.200000	0.190650	0.039777
34.400000	0.180730	0.046103
34.600000	0.184520	0.048812
34.800000	0.159990	0.038291
35.000000	0.183780	0.042195
35.200000	0.176211	0.049824
35.400000	0.173162	0.042734
35.600000	0.184601	0.049244
35.800000	0.180609	0.038031
36.000000	0.173506	0.049901
36.200000	0.164508	0.041379
36.400000	0.180598	0.050922
36.600000	0.174671	0.045404
36.800000	0.170294	0.047277
37.000000	0.163506	0.036094
37.200000	0.181247	0.050157
37.400000	0.171358	0.035745
37.600000	0.158804	0.036470
37.800000	0.172007	0.047017
38.000000	0.177255	0.049245
38.200000	0.173648	0.043486
38.400000	0.172685	0.034487
38.600000	0.182128	0.043612
38.800000	0.170203	0.043728
39.000000	0.164347	0.037356
39.200000	0.154437	0.044978
39.400000	0.179444	0.040927
39.600000	0.174540	0.038065
39.800000	0.184571	0.045306
40.000000	0.172331	0.041870
40.200000	0.171885	0.049149
40.400000	0.166333	0.032950
40.600000	0.159392	0.047072
40.800000	0.162735	0.054132
41.000000	0.177904	0.036573
41.200000	0.171713	0.054935
41.400000	0.176272	0.053100
41.600000	0.166920	0.043310
41.800000	0.165441	0.046857
42.000000	0.158540	0.051411
42.200000	0.161074	0.042173
42.400000	0.156960	0.058161
42.600000	0.169930	0.047144
42.800000	0.187620	0.044788
43.000000	0.182017	0.059426
43.200000	0.178552	0.052091
43.400000	0.168207	0.044907
43.600000	0.183253	0.036950
43.800000	0.175067	0.053143
44.000000	0.168146	0.042393
44.200000	0.177914	0.055142
44.400000	0.158824	0.055336
44.600000	0.174124	0.049313
44.800000	0.188147	0.050965
45.000000	0.159250	0.056721
45.200000	0.187083	0.058295
45.400000	0.177012	0.053642
45.600000	0.176921	0.045113
45.800000	0.170314	0.049055
46.000000	0.166839	0.051085
46.200000	0.163840	0.039295
46.400000	0.162614	0.047321
46.600000	0.168703	0.048666
46.800000	0.193487	0.036366
47.000000	0.180406	0.056053
47.200000	0.154153	0.050489
47.400000	0.167852	0.034595
47.600000	0.184246	0.059302
47.800000	0.169048	0.048009
48.000000	0.164620	0.051484
48.200000	0.172503	0.041234
48.400000	0.180943	0.043954
48.600000	0.161520	0.046265
48.800000	0.169626	0.043031
49.000000	0.176951	0.052455
49.200000	0.167853	0.045345
49.400000	0.187813	0.044866
49.600000	0.195189	0.046146
49.800000	0.173314	0.036594
50.000000	0.174935	0.044954
50.200000	0.186769	0.057334
50.400000	0.185006	0.037120
50.600000	0.176424	0.041346
50.800000	0.177822	0.044686
51.000000	0.169545	0.034490
51.200000	0.166393	0.039107
51.400000	0.168278	0.044341
51.600000	0.167498	0.048711
51.800000	0.157416	0.055877
52.000000	0.173618	0.040756
52.200000	0.172797	0.047917
52.400000	0.176141	0.052015
52.600000	0.177893	0.052111
52.800000	0.179312	0.047202
53.000000	0.161297	0.044906
53.200000	0.176171	0.046927
53.400000	0.169788	0.050072
53.600000	0.161489	0.048307
53.800000	0.182807	0.048908
54.000000	0.167407	0.035156
54.200000	0.160719	0.059199
54.400000	0.161115	0.031796
54.600000	0.157173	0.033438
54.800000	0.160709	0.037516
55.000000	0.166444	0.058326
55.200000	0.163070	0.041794
55.400000	0.162451	0.057249
55.600000	0.162239	0.044647
55.800000	0.162107	0.057264
56.000000	0.160486	0.053520
56.200000	0.159564	0.047261
56.400000	0.167852	0.049995
56.600000	0.171368	0.043456
56.800000	0.186901	0.046242
57.000000	0.179454	0.058104
57.200000	0.182433	0.044216
57.400000	0.158500	0.040493
57.600000	0.176779	0.038903
57.800000	0.166546	0.042264
58.000000	0.164833	0.047515
58.200000	0.161277	0.044222
58.400000	0.173688	0.047549
58.600000	0.167001	0.036965
58.800000	0.175492	0.045475
59.000000	0.163141	0.045384
59.200000	0.181875	0.041694
59.400000	0.165339	0.055862
59.600000	0.160729	0.042890
59.800000	0.180437	0.040299
60.000000	0.166546	0.040398
60.200000	0.161813	0.046351
60.400000	0.198300	0.042367
60.600000	0.187691	0.034752
60.800000	0.191876	0.046250
61.000000	0.171520	0.060434
61.200000	0.184651	0.064104
61.400000	0.182007	0.041620
61.600000	0.190255	0.047986
61.800000	0.188158	0.049587
62.000000	0.197327	0.049385
62.200000	0.204440	0.049685
62.400000	0.190285	0.046130
62.600000	0.200113	0.048830
62.800000	0.195726	0.045811
63.000000	0.204724	0.051689
63.200000	0.240612	0.048104
63.400000	0.222344	0.025895
63.600000	0.233996	0.044852
63.800000	0.232395	0.053615
64.000000	0.252416	0.044710
64.200000	0.252983	0.042760
64.400000	0.265770	0.062755
64.600000	0.261596	0.047338
64.800000	0.294556	0.040981
65.000000	0.299034	0.042930
65.200000	0.314283	0.044038
65.400000	0.327901	0.031898
65.600000	0.327769	0.046321
65.800000	0.366241	0.055871
66.000000	0.395250	0.047856
66.200000	0.416071	0.048187
66.400000	0.448778	0.053123
66.600000	0.492164	0.062106
66.800000	0.488284	0.046560
67.000000	0.516745	0.056635
67.200000	0.568287	0.044570
67.400000	0.598572	0.037571
67.600000	0.652577	0.049272
67.800000	0.729440	0.043052
68.000000	0.759725	0.058812
68.200000	0.861361	0.049462
68.400000	0.925711	0.056661
68.600000	0.997244	0.055044
68.800000	1.079518	0.070475
69.000000	1.168418	0.039853
69.200000	1.272496	0.053381
69.400000	1.359623	0.053283
69.600000	1.453447	0.044716
69.800000	1.560879	0.048156
70.000000	1.691209	0.058896
70.200000	1.814934	0.056611
70.400000	1.955255	0.061157
70.600000	2.178842	0.057076
70.800000	2.342285	0.052716
71.000000	2.531595	0.044774
71.200000	2.766743	0.054483
71.400000	3.027941	0.045266
71.600000	3.286029	0.038831
71.800000	3.582467	0.044394
