Strong
36
3
11
4
13
18
26
11
7
21
55
4
7
23
2
4
11
33
16
6
13
40
7
11
21
29
34
100
4
32
15
4
4
16
30
16
6
45
63
4
25
6
28
30
4
12
15
10
16
28
15
11
11
31
2
38
2
12
18
25
8
29
4
28
11
13
19
30
16
6
10
21
2
29
13
4
30
6
12
4
11
77
19
15
20
13
3
7
44
2
32
3
17
3
28
12
14
20
12
16
17
5
16
6
6
21
7
24
14
3
32
14
6
14
15
12
13
5
13
6
39
6
46
7
2
24
9
9
5
14
15
9
12
4
14
5
18
4
13
20
11
3
24
7
19
10
6
4
9
13
14
4
13
6
21
4
16
52
7
3
116
5
4
5
11
3
10
12
11
4
11
5
10
0
12
4
30
10
2
71
5
25
3
8
1
2
8
10
9
4
11
7
8
4
18
2
4
26
7
2
48
4
10
14
9
2
3
3
13
14
4
18
20
18
12
15
13
6
2
22
3
12
1
9
7
3
11
3
10
12
3
16
10
21
3
16
9
11
2
7
16
3
27
0
8
8
7
4
11
10
3
17
5
4
4
15
4
7
9
3
11
10
2
40
0
4
6
5
9
15
4
19
6
6
2
14
13
4
3
14
34
3
28
0
22
6
13
4
5
33
5
15
6
2
10
15
5
12
3
14
34
3
25
22
27
4
4
19
6
6
4
14
2
17
6
4
3
24
56
9
8
22
12
18
5
5
11
5
11
5
16
2
8
3
2
22
3
12
4
2
6
19
10
17
5
4
12
4
12
4
6
22
1
3
12
3
2
19
5
28
3
7
64
4
32
12
7
1
4
3
9
7
2
13
5
4
19
3
14
4
2
13
5
27
4
6
31
3
30
9
3
22
2
3
1
21
1
4
12
3
5
6
1
35
66
4
7
31
3
8
12
7
15
4
4
6
5
2
11
5
2
19
62
4
7
23
2
5
15
9
41
6
26
4
6
5
27
11
5
11
2
17
48
2
9
24
3
18
20
2
12
14
1
12
1
3
13
29
3
5
3
102
3
18
1
34
2
6
20
2
4
20
4
5
14
2
8
1
49
19
2
13
5
5
34
1
39
5
4
28
3
6
7
1
5
13
15
1
18
10
17
5
5
3
13
5
9
3
28
11
41
2
2
11
5
1
16
3
1
1
8
2
3
7
13
18
3
1
2
2
2
2
2
4
7
21
6
17
2
1
11
4
27
27
2
2
3
10
8
2
3
1
7
11
4
4
3
3
1
2
7
9
7
14
3
23
1
22
4
6
21
1
13
9
4
2
7
6
4
9
21
10
4
1
2
36
0
4
17
3
25
1
22
6
4
14
4
4
9
5
2
2
1
20
3
5
3
21
10
4
1
30
11
32
26
5
17
2
6
3
11
8
4
9
1
5
0
3
25
0
3
22
3
5
4
2
21
10
4
10
11
11
31
16
1
3
4
1
8
3
8
9
10
18
15
6
9
2
11
7
7
8
2
16
8
4
4
1
2
5
2
4
1
13
10
15
5
15
6
5
9
8
10
13
4
19
2
2
4
2
9
3
1
12
18
15
11
8
18
5
3
8
5
3
4
10
13
3
8
2
2
3
8
3
2
11
7
8
8
6
18
3
7
7
3
24
5
14
2
14
2
1
2
5
3
2
2
13
5
12
27
4
10
2
6
13
26
2
14
2
10
1
5
3
8
7
18
2
15
2
6
12
22
1
13
1
9
1
4
9
8
4
10
4
9
16
7
3
13
9
17
3
15
1
15
7
3
3
8
5
2
7
2
10
4
11
19
5
2
15
9
25
11
1
5
10
8
2
2
5
2
3
8
4
5
1
10
3
9
6
25
8
6
2
2
9
2
1
11
6
13
6
2
3
3
3
12
10
6
21
7
12
3
3
3
6
2
4
11
8
17
3
3
3
11
8
3
2
21
7
4
1
14
5
5
25
7
8
17
5
2
2
3
6
12
7
7
40
6
39
1
9
1
1
10
8
17
5
15
2
11
10
7
25
6
38
35
2
4
4
4
4
3
22
14
2
11
24
59
2
10
7
51
15
0
5
14
2
1
5
15
22
1
11
30
19
10
3
14
8
114
15
9
0
5
5
12
28
4
2
1
13
35
38
1
33
4
6
46
13
6
5
6
5
4
18
3
4
2
15
98
35
1
23
2
5
6
30
3
4
16
5
7
4
29
8
28
4
4
4
5
9
23
48
2
10
3
5
5
23
3
31
3
59
3
8
2
30
11
13
5
4
2
5
6
11
34
23
6
11
5
20
2
9
3
301
2
8
3
23
5
3
4
3
4
28
14
15
27
15
6
21
3
6
3
4
3
19
2
3
5
3
1
4
4
14
6
20
27
4
6
58
3
5
4
3
2
8
2
10
16
13
32
10
6
26
6
11
5
24
16
2
5
35
4
2
3
2
15
2
3
4
2
5
3
0
4
8
7
11
4
20
16
4
32
3
2
3
2
11
1
3
3
3
3
1
8
6
4
2
6
2
19
13
15
25
6
5
4
2
2
1
12
2
4
3
3
3
9
1
6
25
2
19
14
19
33
5
5
4
1
1
409
4
3
3
8
4
27
5
1
3
2
3
8
17
91
5
37
14
11
37
7
4
4
2
22
1
10
2
1
5
8
1
2
2
3
6
16
17
4
25
3
27
16
3
7
2
28
3
38
4
1
9
2
7
4
20
14
3
58
11
27
6
3
7
2
43
1
4
5
2
44
39
4
6
6
5
3
3
12
9
4
5
82
16
12
20
10
6
2
2
5
8
2
29
39
1
5
2
3
2
3
18
13
4
5
85
4
4
11
0
16
3
8
7
2
6
9
4
3
1
6
0
3
2
9
3
2
43
9
4
6
62
8
1
12
14
3
3
9
5
3
3
9
3
12
19
1
5
6
2
8
2
1
49
14
3
19
4
20
18
0
9
8
4
8
5
1
2
1
5
60
6
6
1
2
1
12
12
4
10
3
19
21
9
5
8
6
2
1
13
9
36
25
9
5
1
2
17
4
1
4
5
2
13
27
5
8
7
9
5
1
15
4
8
62
19
6
11
4
2
1
2
6
3
14
15
1
3
10
9
4
2
34
4
2
25
15
9
9
2
3
0
2
6
2
17
11
1
1
9
12
4
1
2
2
15
2
21
15
13
8
3
2
2
2
3
3
15
13
1
9
2
1
4
2
12
2
19
13
9
14
2
12
6
2
7
3
10
12
2
9
8
3
9
4
8
2
23
3
17
20
9
9
3
1
0
5
10
5
21
11
14
5
5
5
2
2
14
3
21
54
7
5
1
1
8
3
12
4
18
9
13
3
0
4
4
0
3
8
12
3
20
112
5
9
21
5
2
13
3
8
6
14
7
22
3
3
4
0
4
7
4
25
22
5
5
98
9
7
1
1
4
5
21
7
27
4
1
2
1
1
1
3
20
15
21
5
5
5
14
26
8
1
2
2
7
5
12
8
33
4
1
3
3
1
2
0
1
5
2
26
13
12
15
5
2
19
5
1
2
2
5
6
3
26
37
10
4
6
3
2
2
3
1
3
4
2
4
10
17
15
6
6
16
1
3
4
4
2
43
30
2
5
3
3
2
2
4
3
5
4
4
21
23
5
6
6
7
2
1
6
9
2
18
26
3
6
5
4
2
1
3
12
3
2
9
16
23
5
7
3
2
7
4
3
17
7
21
10
4
10
12
2
2
9
3
12
1
2
5
10
45
2
13
2
3
19
6
9
4
5
8
9
36
18
3
29
2
2
7
4
5
5
10
24
18
3
17
3
6
1
5
8
45
14
34
6
2
4
9
15
2
12
6
0
5
9
24
4
5
3
21
3
11
3
1
1
42
7
11
48
7
1
3
6
3
13
23
1
1
17
7
24
5
9
2
27
2
2
5
13
9
11
9
33
6
4
5
7
3
2
9
25
7
7
14
6
12
31
6
2
12
20
3
2
11
11
26
8
3
7
7
3
1
6
31
13
7
34
8
46
5
5
1
7
21
2
5
6
35
48
10
9
6
13
4
2
11
26
12
6
16
8
21
3
3
2
4
8
5
14
41
25
6
12
7
9
3
18
19
11
6
22
8
3
15
5
3
3
3
5
2
4
13
12
27
11
10
5
43
8
2
28
4
20
21
19
18
8
33
2
4
2
2
5
5
3
12
24
20
14
3
39
5
53
5
24
22
17
19
9
3
18
7
4
1
2
5
4
5
26
2
36
11
14
2
24
5
241
4
19
8
10
15
12
3
14
3
3
3
1
4
5
6
17
2
68
14
15
2
10
6
56
17
8
15
15
11
3
18
7
2
1
4
20
72
18
1
10
7
36
20
7
16
5
19
20
14
5
3
2
3
34
27
13
7
12
7
25
9
6
17
8
12
15
14
6
2
2
3
25
25
9
4
7
18
10
7
17
6
11
18
4
13
3
1
2
11
43
41
7
4
5
17
10
14
12
11
9
17
13
14
3
2
2
3
20
40
8
3
7
23
7
26
16
8
6
21
3
12
5
5
3
6
60
97
7
3
11
26
7
13
19
6
11
15
3
5
3
16
63
24
4
3
16
10
9
16
21
7
13
4
26
2
4
8
30
82
13
4
2
19
10
5
24
11
62
7
13
5
20
1
3
3
5
30
23
14
4
2
17
52
3
25
9
30
4
6
16
19
10
20
3
3
3
6
31
13
4
2
12
37
2
11
10
21
5
7
19
6
24
17
1
3
4
3
43
15
7
4
9
79
5
4
30
16
8
4
7
20
10
11
17
11
4
11
30
15
11
6
15
20
3
2
31
11
9
6
6
22
17
12
10
5
7
27
20
8
4
19
11
3
5
78
11
11
6
8
12
3
6
4
24
24
15
8
3
8
15
3
13
18
9
15
7
19
12
4
10
8
13
59
19
10
4
11
7
7
3
4
10
9
20
16
6
4
3
10
3
3
2
42
22
8
24
4
6
3
2
10
9
2
28
14
8
3
2
2
17
4
2
4
42
28
7
12
5
3
0
16
12
1
36
15
16
28
12
1
20
3
2
6
83
27
9
15
7
3
30
15
28
1
24
43
24
20
10
1
13
3
2
6
2
84
4
24
7
9
6
3
5
10
1
36
25
19
16
8
4
3
14
3
1
5
2
38
4
24
16
9
5
5
10
2
18
23
9
16
15
15
7
3
29
9
2
3
4
3
4
31
17
14
5
7
7
2
16
31
8
19
17
5
3
3
3
3
51
27
7
3
7
6
8
5
1
12
12
48
7
6
11
32
5
4
6
5
3
37
12
35
18
4
17
7
6
3
13
32
7
5
8
20
16
2
4
4
7
4
59
15
41
11
4
16
16
5
5
15
23
6
5
9
18
13
1
2
4
13
3
32
7
30
12
6
437
11
5
7
21
52
4
8
23
7
2
4
3
9
26
25
6
41
7
4
43
9
6
90
33
11
60
8
2
4
2
4
5
34
8
20
4
2
34
10
6
65
10
28
12
20
55
1
5
2
3
4
55
19
36
3
5
17
23
10
8
114
10
20
6
6
17
10
3
1
6
2
4
3
25
7
20
4
18
51
8
8
19
15
4
44
6
3
30
12
1
5
2
2
3
13
31
29
4
9
62
3
5
7
20
5
35
4
1
27
40
11
4
0
18
1
2
2
33
11
51
4
5
83
4
7
7
14
4
19
3
11
8
16
14
1
10
1
2
2
8
15
30
26
3
4
11
13
6
5
22
4
18
4
18
3
23
10
2
3
1
3
11
8
42
1
74
4
4
12
21
4
3
14
14
2
11
3
20
17
3
1
2
10
8
7
13
1
29
2
12
24
5
16
22
33
5
27
4
4
38
2
1
5
24
5
22
1
35
3
8
20
18
23
6
13
3
4
5
2
2
21
5
21
16
3
6
30
17
26
7
13
13
2
3
4
2
1
20
6
54
27
6
6
11
13
4
24
4
12
19
4
2
2
7
2
7
22
5
54
38
16
4
9
6
8
17
12
4
5
3
2
2
3
0
8
58
6
79
4
24
11
3
8
6
8
12
18
14
3
2
2
1
5
52
5
7
11
19
15
2
3
6
7
19
15
27
9
7
2
1
4
3
7
4
38
9
14
7
16
11
3
2
6
10
15
48
12
11
7
4
13
1
4
2
11
3
20
9
15
4
33
6
2
10
14
9
7
12
8
2
2
10
7
3
18
8
261
2
39
7
5
76
61
12
8
47
9
2
12
8
2
9
8
32
2
32
7
3
10
19
8
74
20
2
2
9
2
5
2
9
4
50
4
21
5
3
3
22
4
34
6
5
6
4
1
2
9
4
63
24
3
4
4
64
5
2
28
23
4
5
3
3
1
9
13
58
18
2
55
6
33
4
2
2
24
9
3
0
1
7
14
9
5
18
4
33
7
17
3
2
2
27
3
7
3
1
1
8
12
18
3
19
4
26
6
17
3
2
3
18
6
6
3
1
1
5
8
13
21
4
23
6
6
5
4
7
9
16
2
1
1
3
3
3
16
17
6
23
8
12
10
8
2
4
6
3
2
3
4
12
19
8
29
34
10
4
8
1
8
18
2
7
2
38
3
15
50
28
25
7
3
14
3
4
3
4
2
2
2
18
6
10
12
2
10
30
7
4
25
2
3
3
9
6
3
2
10
11
11
10
2
13
40
7
4
42
2
2
41
4
3
0
1
1
6
3
18
6
13
9
2
14
33
4
32
4
2
6
2
3
3
1
2
3
17
7
14
10
9
22
5
10
3
1
2
21
6
3
1
2
2
3
2
21
5
16
37
10
17
6
12
6
2
5
3
3
1
1
4
13
9
18
13
4
6
14
7
9
28
3
3
2
1
2
3
1
2
1
1
11
1
6
18
26
19
8
17
12
10
7
67
5
7
3
0
1
3
4
2
23
3
10
14
15
11
17
8
4
9
18
13
12
140
1
3
2
3
3
4
3
4
16
3
9
20
5
13
26
16
3
6
6
12
18
6
16
154
4
2
1
1
3
0
3
50
6
4
24
11
18
22
19
3
10
58
4
23
16
4
8
5
3
1
0
2
4
2
3
1
61
7
4
3
16
15
27
27
1
10
10
16
31
17
4
12
4
1
1
1
2
6
3
6
4
29
8
5
3
15
15
26
39
1
2
5
41
25
10
6
9
2
1
2
6
3
1
33
5
9
3
13
10
23
63
1
5
3
14
3
7
16
9
4
13
2
0
1
6
3
3
8
4
9
4
11
8
16
17
2
0
7
3
15
8
8
42
3
1
2
1
6
5
5
11
4
9
10
89
52
4
2
2
2
2
17
10
7
9
2
9
2
5
5
5
6
6
9
14
32
51
1
2
7
22
3
2
2
29
8
9
6
2
1
1
11
5
4
0
3
4
4
10
8
44
51
8
27
5
1
2
27
6
8
5
3
3
0
8
3
5
5
11
37
20
8
27
6
0
3
35
7
17
6
2
6
0
8
3
4
4
8
13
41
24
5
17
4
3
4
28
14
18
7
4
0
2
0
3
2
5
5
29
31
20
6
14
4
1
4
72
13
57
7
2
1
110
3
4
4
4
11
24
11
6
35
4
11
11
11
6
89
7
3
10
2
0
27
4
2
3
9
20
13
14
44
5
24
16
10
5
46
7
4
7
2
6
1
7
2
3
16
6
15
22
20
34
4
29
17
16
5
32
40
9
9
3
2
3
2
5
11
7
22
4
18
6
23
22
7
24
6
25
8
32
32
8
13
7
5
7
11
8
13
3
20
7
23
26
6
16
4
35
7
11
51
11
9
15
14
7
9
7
12
3
17
7
17
24
3
19
5
19
11
13
33
8
6
5
9
5
7
4
20
7
7
15
13
2
25
5
14
17
18
7
3
2
3
4
7
2
5
7
62
5
12
6
17
8
16
2
31
11
31
6
3
2
5
4
4
13
2
3
4
11
2
8
18
12
50
3
2
3
10
8
10
22
6
2
5
6
6
2
4
7
8
26
6
50
16
5
3
32
28
10
34
5
1
1
4
16
9
2
4
40
8
8
9
4
15
37
3
33
14
34
7
1
2
4
1
20
2
5
12
13
8
40
3
38
28
9
17
9
55
5
1
3
5
47
4
5
5
16
7
52
3
51
14
9
17
13
20
44
5
5
1
3
6
1
11
4
2
20
30
39
5
51
10
19
22
12
76
78
6
3
1
3
6
1
14
8
2
7
23
45
4
19
25
14
20
15
16
30
6
2
0
2
7
3
2
2
6
11
52
3
19
10
32
29
16
39
24
6
2
6
2
27
3
2
3
30
29
8
19
12
8
26
13
36
19
5
2
3
1
1
3
3
11
4
16
16
6
17
14
7
16
10
30
13
10
2
10
2
0
4
4
2
5
5
4
15
18
2
7
9
10
10
10
17
18
14
9
3
5
1
1
3
8
5
2
2
8
20
8
6
19
29
12
13
9
12
26
10
3
2
1
0
19
6
5
1
1
11
16
7
4
17
20
12
28
14
23
9
2
2
11
2
1
2
29
7
22
11
8
9
12
17
16
25
24
7
2
1
2
3
4
2
3
17
9
18
8
5
5
9
2
16
14
32
26
27
6
2
3
1
7
15
2
27
23
31
11
4
4
7
1
16
11
15
31
7
5
3
6
7
16
3
21
5
26
13
3
3
7
14
333
12
14
10
2
1
3
1
3
12
8
2
26
3
65
11
1
2
10
15
17
18
18
2
2
2
1
2
12
2
39
2
58
5
10
11
8
21
16
0
3
2
1
1
2
12
1
6
22
2
28
5
6
9
12
8
19
33
26
3
13
4
1
8
1
0
3
12
19
2
12
5
14
10
15
25
11
23
1
4
4
3
2
1
8
2
1
18
15
50
2
9
7
10
22
13
98
13
49
3
12
3
0
4
4
1
13
22
23
8
12
12
8
3
13
38
4
5
1
12
6
2
11
0
4
1
2
12
13
19
14
7
3
10
2
4
6
5
24
3
251
3
3
6
4
1
2
11
3
0
6
4
10
5
13
11
7
11
8
2
2
8
16
28
11
6
2
4
4
2
3
4
21
3
5
3
1
16
3
10
3
11
7
8
6
8
9
2
36
21
14
15
6
8
6
3
4
2
4
1
3
1
11
19
6
6
6
8
17
7
1
15
28
10
52
4
46
5
16
1
11
2
9
8
8
14
7
5
7
5
8
5
3
23
12
20
25
9
40
8
2
10
9
11
11
8
4
9
7
23
10
3
2
14
19
13
22
6
25
5
2
7
6
14
11
8
3
9
4
5
18
10
6
2
11
16
14
2
39
15
3
1
2
8
1
4
7
5
2
27
4
19
9
2
1
7
11
13
33
14
4
1
2
6
4
4
70
9
2
2
7
4
27
7
2
6
11
22
12
6
1
2
4
3
2
4
11
3
13
4
3
2
6
5
22
8
6
12
8
21
1
9
14
2
2
5
15
18
0
0
9
13
50
4
2
0
6
6
19
2
23
5
15
14
21
5
9
3
4
13
3
9
8
26
3
2
1
12
6
14
2
14
12
18
7
9
6
4
3
28
4
4
3
0
5
8
57
0
12
3
53
6
3
2
42
4
19
3
8
6
65
11
19
54
4
2
1
3
3
1
1
2
10
19
6
74
3
2
44
4
6
3
10
7
24
19
31
14
4
3
37
14
3
7
3
38
5
1
10
17
56
6
0
25
3
24
8
7
0
6
8
14
18
28
3
4
3
27
13
3
7
2
2
1
1
1
10
4
51
6
2
14
3
28
9
2
2
6
6
21
24
4
3
10
0
3
7
3
1
9
8
96
5
2
9
26
11
2
6
4
19
21
15
5
3
15
2
11
101
2
2
4
4
63
5
9
17
15
2
7
3
19
17
12
5
10
5
3
41
34
3
9
6
4
5
160
2
11
11
11
4
6
3
17
19
11
3
7
4
6
1
3
7
21
1
11
7
23
9
3
19
36
17
3
6
17
9
4
20
18
4
17
15
9
10
7
4
13
23
25
3
4
18
4
2
22
6
10
15
10
10
6
15
14
19
2
4
3
75
6
12
4
2
15
10
17
8
16
12
15
9
21
10
31
2
7
5
16
7
6
2
64
6
16
6
14
10
17
12
3
4
1
10
2
2
9
11
20
4
3
29
18
3
5
4
6
20
10
35
23
10
7
2
2
9
6
14
8
4
5
39
15
5
4
9
12
9
5
9
11
5
3
2
10
1
8
27
3
3
29
10
3
5
8
24
11
12
8
9
16
2
2
7
17
33
3
37
5
3
5
10
16
13
6
21
8
7
2
1
2
15
8
20
3
27
10
3
5
10
30
10
4
10
5
3
3
3
9
6
9
0
4
12
34
10
3
6
18
24
8
8
10
2
11
2
32
5
5
9
1
2
3
25
11
2
7
1
2
19
19
11
8
25
1
3
9
2
2
40
4
3
20
3
9
2
1
3
18
7
3
8
2
2
8
17
13
9
15
4
7
4
41
4
2
16
2
8
1
3
6
3
33
9
2
6
2
3
9
12
16
6
11
7
5
2
17
178
3
2
12
2
6
12
3
4
30
10
2
0
2
3
12
12
8
13
15
5
1
18
2
19
2
6
22
3
3
14
11
2
0
19
18
10
14
2
11
3
1
13
2
6
14
2
28
3
6
14
15
2
1
12
17
8
20
1
6
3
1
7
5
22
20
14
4
19
2
16
11
6
1
2
10
12
5
8
1
40
4
1
18
24
11
3
3
34
2
15
13
9
4
1
10
10
12
9
4
9
2
16
3
1
3
1
29
11
9
34
3
9
37
24
6
2
3
11
7
6
4
6
10
2
7
2
2
7
7
2
34
9
7
7
7
2
10
4
37
17
6
1
17
7
7
3
9
16
3
2
2
7
2
11
34
13
14
12
2
19
2
3
29
15
3
1
1
14
7
9
3
5
19
5
3
3
7
2
0
2
14
19
17
10
14
3
29
2
9
9
0
6
17
9
7
5
89
5
2
1
4
8
39
9
2
1
19
37
15
6
56
3
16
33
6
0
1
8
11
9
6
5
13
7
1
3
3
4
2
16
5
2
2
48
32
14
9
20
16
37
4
16
4
5
6
9
8
8
44
8
7
4
4
3
13
5
5
0
60
17
30
6
21
3
5
46
60
6
3
8
6
9
6
5
4
1
2
14
5
3
6
67
55
25
6
43
7
16
22
4
2
4
6
9
7
4
4
0
2
6
15
21
3
6
26
202
16
6
8
1
33
5
1
3
7
12
22
5
7
2
1
2
2
3
24
17
20
8
37
14
6
1
5
35
18
7
2
3
7
12
40
5
12
4
1
2
2
22
21
6
2
10
4
39
11
2
2
28
39
7
8
3
3
5
15
4
10
3
1
1
1
1
3
168
1
9
33
29
45
20
1
3
0
1
1
36
3
5
4
29
5
24
1
1
1
2
2
3
44
2
5
27
22
46
21
2
1
3
1
1
1
24
2
4
6
11
4
16
2
1
1
2
1
3
44
31
15
28
47
49
29
19
3
3
2
1
3
3
25
2
8
5
4
15
3
2
3
2
2
1
1
2
44
29
6
3
3
15
43
45
104
1
1
3
3
1
3
1
25
2
2
24
3
27
4
3
4
2
2
3
1
2
3
20
154
32
12
5
2
2
7
3
19
11
2
11
9
3
20
3
2
6
10
1
5
2
7
2
2
147
5
17
56
23
23
2
6
11
2
19
4
32
5
19
3
6
10
2
3
6
1
2
147
16
14
66
14
23
10
8
4
2
20
4
0
9
8
34
6
10
2
9
10
3
3
1
3
149
3
18
11
24
3
39
7
3
29
6
10
4
4
1
12
22
36
6
10
8
2
9
2
4
127
17
15
38
32
3
6
6
7
1
5
4
11
4
3
13
17
42
7
20
8
24
18
1
48
10
19
18
4
6
5
1
15
15
7
1
2
12
3
103
4
17
36
3
5
2
11
3
1
13
17
25
4
0
1
2
2
15
10
2
10
1
9
7
116
12
28
7
3
11
2
2
1
3
10
17
10
1
2
8
13
3
10
1
8
8
31
16
44
14
4
54
1
2
2
10
19
9
5
3
13
11
11
1
0
0
11
10
37
13
47
1
4
4
7
1
5
2
8
18
13
10
4
107
3
5
2
1
1
13
11
71
13
43
1
5
3
6
2
1
19
16
14
7
20
2
7
2
2
1
1
18
11
5
15
52
1
4
3
6
2
6
2
2
1
6
26
19
26
8
16
1
6
2
0
5
15
8
12
4
27
30
2
4
7
6
3
2
1
1
8
24
21
36
12
1
6
2
4
16
10
8
4
21
25
3
5
0
3
10
20
30
75
10
4
4
2
0
0
3
4
12
14
5
11
5
18
24
4
3
156
7
7
32
28
36
6
21
3
4
0
5
2
6
6
16
5
6
7
30
2
6
38
0
20
6
5
11
23
126
7
5
2
7
0
3
14
4
6
5
24
2
24
156
33
3
4
31
15
4
2
3
7
2
9
5
5
4
31
2
1
4
8
14
147
16
5
11
33
5
3
11
3
13
7
8
21
52
3
6
7
7
15
24
16
4
77
38
12
12
6
8
2
0
6
12
14
5
10
21
134
2
4
8
7
25
7
3
17
51
9
80
4
2
3
10
9
14
8
11
28
3
4
7
7
4
6
12
31
78
11
20
4
0
11
11
10
10
13
10
19
13
2
8
4
183
11
37
43
9
21
2
5
1
0
8
13
10
10
12
8
16
23
13
2
8
1
6
83
8
9
45
15
29
1
5
2
2
5
15
15
9
15
6
17
28
13
3
5
2
115
18
3
4
11
13
28
23
38
2
7
4
5
20
7
13
12
4
11
23
95
4
4
2
17
5
8
3
4
27
15
51
18
33
1
7
4
5
38
7
3
9
5
3
7
22
29
1
4
5
105
0
21
83
6
26
12
44
22
7
2
2
7
9
25
7
15
5
2
7
27
4
10
17
29
1
6
6
11
17
2
23
0
8
17
13
39
7
11
3
3
8
7
7
14
6
2
7
17
4
10
23
17
7
3
34
1
55
17
11
16
43
20
12
4
3
9
1
2
6
18
16
5
2
7
11
4
9
11
15
5
14
2
2
36
2
11
18
24
89
12
17
4
10
2
2
7
42
14
2
5
6
12
9
10
11
1
14
31
1
2
23
10
22
40
16
21
3
8
28
3
1
18
10
2
3
3
16
13
8
10
1
5
7
1
3
4
11
2
12
26
34
16
15
5
5
47
7
13
9
3
2
2
7
16
21
10
2
33
5
5
1
3
3
0
0
0
5
7
21
27
7
9
3
11
19
5
6
11
5
2
15
11
22
7
3
11
3
18
2
4
4
0
0
3
4
22
37
5
18
3
7
37
13
6
7
12
2
26
3
6
64
7
2
9
3
4
2
1
4
41
24
5
20
5
12
21
11
8
6
6
1
22
14
9
80
8
1
15
2
5
2
1
24
19
13
18
6
3
8
3
21
27
15
10
7
1
4
7
9
104
4
2
12
6
2
5
2
1
3
36
9
44
11
8
30
2
18
24
10
9
4
2
6
12
10
83
4
2
11
3
2
9
3
3
1
12
41
13
9
5
76
3
157
20
9
6
4
2
8
41
4
4
2
8
2
2
9
6
1
3
1
9
35
63
3
9
3
4
8
8
4
4
2
11
20
6
3
5
1
25
2
0
0
36
25
15
4
10
10
4
4
9
3
2
9
7
20
4
3
3
0
17
12
1
28
28
3
11
3
1
1
20
1
2
12
14
5
7
4
3
2
1
2
8
2
2
2
0
61
2
76
4
8
6
23
12
7
2
10
13
5
2
1
1
5
2
1
7
64
5
35
5
8
4
5
4
17
4
2
14
29
4
3
1
3
7
11
4
2
