#d 1.5
#p 4e-3
#m k6487
#t 300
6 -1.90E-01  3.00E-01
100 0.54  5.50E-01
201 4.40E-01  5.40E-01
301 4.30E-01  1.02E+00
400 1.26E+00  1.06E+00
501 9.14E+01  3.37E+01
550 5.38E+02  4.61E+02
600 3.61E+02  1.57E+02
650 1.31E+03  1.38E+02
700 2.39E+02  1.09E+02
799 3.50E+06  4.30E+05
900 4.11E+06  1.55E+06
