#d 3
#p 3E-7
#1503 23.11 25.25 23.12 18.14 18.53 18.83 20.84 23.36 28.10
#1703 543.4 578.3 473.9 487.4 424.7 434.8 430.7 467.8 434.3
1901 3719 3701 3462 3757 4106 3962 3978 3525 3489 3289
2098 5741 5770 5921 5631 5688 5818 5890 5978 6196 6231 
2300 7516 7269 7474 7290 7581 7549 7353 7322 7546 7724 
