#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 0.5
#V 114
#
#Time	Temp	Current
# s	K	pA	
0.000000	2.817000	-0.090583
2.000071	2.771000	-0.059575
4.000995	2.776000	0.200643
6.001400	2.813000	-0.057751
8.001304	2.765000	0.218882
10.001395	2.765000	0.115530
12.001163	2.791000	0.004063
14.001747	2.805000	0.177338
