#d 3.6
#p 5E-6
2199 14.9E6 648E3
2102 13.8E6 604E3
2000 12.2E6 285E3
1900 10.1E6 285E3
1800 9.55E6 260E3
1702 9.11E6 363E3
1600 7.84E6 254E3
1499 6.84E6 301E3
1398 3.10E6 505E3
1299 1.12E6 160E3
1200 601E3 251E3
1099 77 18
1001 4.74 0.9
899 0.00 0.16
400 -0.28 0.13
6 -0.12 0.03
