#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 1.5
#V -350
#
#Time	Temp	Current
# s	K	pA	
0.000000	83.852000	-861.455100
1.999824	83.841000	-627.180400
4.000377	83.837000	-575.717900
6.000562	83.828000	-587.294100
8.000970	83.828000	-657.694300
10.001550	83.821000	-660.939100
12.002094	83.819000	-655.043500
14.002244	83.812000	-649.903400
16.001580	83.812000	-648.342900
18.001887	83.806000	-671.688100
20.002286	83.808000	-662.273600
22.001697	83.802000	-646.507500
24.002577	83.802000	-672.225300
26.002562	83.790000	-687.337900
28.003388	83.787000	-657.731100
30.004190	83.785000	-665.621400
32.003779	83.780000	-662.811700
34.004225	83.780000	-639.645700
36.004156	83.775000	-652.390500
38.003549	83.770000	-656.898000
40.003716	83.779000	-645.075300
42.004389	83.779000	-642.320900
44.004095	83.773000	-638.525200
46.004108	83.769000	-656.586300
48.004440	83.768000	-652.779900
50.005318	83.768000	-653.029500
52.005379	83.758000	-625.606400
54.005032	83.755000	-646.404500
56.004731	83.751000	-684.093800
58.005360	83.745000	-661.550100
60.006236	83.745000	-658.300200
62.006328	83.733000	-653.762800
64.006524	83.729000	-662.008700
66.006346	83.716000	-662.633700
68.005881	83.716000	-649.663300
70.006120	83.709000	-663.947900
72.005641	83.706000	-663.807500
74.007342	83.692000	-665.357900
76.008410	83.692000	-686.631900
78.007747	83.685000	-638.801900
80.008410	83.681000	-669.844100
82.008082	83.681000	-628.120300
92.516370	83.673000	-6.263254
94.515746	83.667000	0.087158
96.516049	83.667000	-0.115909
98.516227	83.658000	-0.044572
100.515838	83.649000	0.320200
102.516287	83.644000	-0.220888
104.515579	83.644000	-0.000798
106.515844	83.631000	0.274402
108.516443	83.636000	-0.038290
110.515791	83.634000	0.168217
112.515604	83.632000	0.077025
114.516265	83.632000	-0.171642
116.516486	83.624000	0.452526
118.515838	83.612000	-0.133541
120.516194	83.603000	0.203275
122.516533	83.603000	0.428412
124.515719	83.598000	-0.408148
126.515716	83.594000	0.363160
128.516878	83.603000	0.225768
130.516636	83.603000	-0.032210
132.518359	83.603000	0.335803
134.518651	83.604000	-0.025522
136.519094	83.589000	0.064054
138.518831	83.577000	0.573504
140.519579	83.577000	0.048247
142.519774	83.573000	0.143292
144.520434	83.560000	0.392341
146.521215	83.556000	-0.064636
148.521716	83.556000	0.303786
150.521777	83.549000	0.277645
152.522450	83.544000	0.016429
154.522406	83.541000	0.011160
156.522238	83.541000	0.073985
158.522523	83.530000	-0.050652
160.521883	83.535000	0.302367
162.523457	83.532000	0.199830
164.522682	83.532000	-0.045383
166.524065	83.532000	0.428817
168.523887	83.519000	0.122217
170.523676	83.511000	-0.087132
172.524996	83.503000	0.427398
174.525295	83.503000	-0.044370
176.524995	83.493000	0.020077
178.524993	83.490000	0.472385
180.525023	83.490000	-0.173668
182.526002	83.490000	0.221513
184.527240	83.480000	0.183010
186.528459	83.483000	-0.003230
188.527820	83.469000	0.453742
190.528519	83.460000	0.180376
192.528854	83.460000	0.010552
194.528601	83.460000	0.494068
196.529198	83.456000	-0.068081
198.529260	83.443000	-0.036466
200.528721	83.443000	0.304394
202.528919	83.444000	-0.167994
204.528676	83.438000	0.244817
206.530073	83.435000	0.510888
208.530520	83.435000	-0.231832
210.530345	83.438000	-0.131109
212.529894	83.432000	0.245222
214.529836	83.426000	-0.253517
216.529788	83.420000	0.454958
218.530052	83.420000	0.507240
220.529753	83.410000	-0.447465
222.530288	83.395000	0.446852
224.530033	83.389000	-0.118544
226.530906	83.389000	-0.053692
228.530876	83.384000	0.685971
230.530915	83.381000	-0.327489
232.530961	83.379000	0.024333
234.531394	83.379000	0.444015
236.532504	83.372000	-0.210755
238.532449	83.372000	0.301557
240.532493	83.364000	0.327292
242.533424	83.366000	-0.483944
244.534250	83.366000	0.733998
246.534111	83.375000	0.495486
248.533970	83.359000	-0.222510
250.534468	83.359000	0.345936
252.534324	83.348000	0.018455
254.535003	83.342000	-0.196366
261.601974	83.342000	0.263865
263.615824	83.337000	-0.055314
265.617682	83.325000	0.496297
267.618558	83.320000	-0.263042
269.618692	83.315000	0.066284
271.620016	83.315000	0.273187
273.619749	83.313000	-0.020658
275.619754	83.307000	0.035884
277.620244	83.306000	0.123028
279.619774	83.301000	0.080065
281.619903	83.301000	0.346949
283.619832	83.293000	0.050679
285.619767	83.282000	0.032844
287.620423	83.286000	0.129107
289.619618	83.286000	-0.033831
291.619710	83.277000	0.461442
293.620554	83.268000	0.210975
295.620597	83.263000	-0.040925
