#p 5.9E-6
#d 4
#m k6487
#this time polarizing the anode to +DeltaV and reading the drain current from the CNT cathode
6 -0.044 0.025
399 -0.25 0.28
796 0.00 0.26
1200 0.24 0.22
1396 -0.07 0.13
1498 -0.27 0.77
1578 1.87 0.21
1565 2.3 0.33
1554 1.80 0.25
1543 2.00 0.27
1536 0.98 0.17
1525 0.57 0.28
1512 0.42 0.15 
1594 3.73 0.36
