#p 2E-6
#d 4
#1798 0.0735 0.0689 0.0697 0.0655 0.0694 0.0672 0.0745 0.0725 0.0791
2009 3.653 3.863 4.023 3.730 3.957 3.920 3.781 3.685 
2200 17.66 20.14 28.34 5.05 36.75 29.46 21.86 26.03 25.71 44.98
2402 93.93 32.25 45.88 59.90 83.93 67.92 68.01 144.57 27.94 47.41
2597 157.3 138.0 154.8 199.2 171.8 308.6 270.0 180.8 208.1 145.1 
