#p 1000
#d 1.5
# decimo scan: I vs deltaV con deltaV positivo, senza panino, solo copper tape (niente nanotubi), pressione atm
6 -0.66 0.02
40 0.09 0.13
80 0.48 0.10
120 0.83 0.16
161 1.27 0.17
200 1.42 0.33
250 1.88 0.37
300 2.05 0.33
350 2.61 0.17
401 2.71 0.22
501 3.20 0.38
599 4.11 0.14
701 4.87 0.09
801 6.11 0.55
901 6.06 0.24
1000 7.21 0.42
