# sound at L = 36.95 mm. this corresponds to d = 2 mm
# so in order to se d = 3, set to L = 35.95 mm
#d 3
#p 6E-6
#1701 14.52 13.72 15.56 14.38 16.62 19.63 17.29 14.28 17.13 9.78
1904 526.8 259.0 328.7 278.7 290.4 334.2 265.6 280.4 244.9
2097 1593 1830 1430 1139 1078 1188 1471 1451 1259 1473 
2297 4532 4287 5472 4941 4351 7084 8164 8955 8182 7065
2500 14650 15530 11070 11860 10680 10710 11240 10690 9560 8880
2697 27430 27970 26070 25220 24120 26480 25870 26690 24410 25160
